#F3
436592.64	3681813.91
436702.15	3681818.71
436693.55	3682042.01
436585.12	3682037.66
436592.64	3681813.91
#F2
436743.68	3682019.65
436780.09	3682010.04
436810.58	3682131.02
436777.52	3682142.14
436743.68	3682019.65
#F1
436788.83	3682181.64
436809.25	3682163.91
436861.97	3682238.68
436838.65	3682253.56
436788.83	3682181.64
