437287.87	3682412.68
436497.6	3682296.07
436307.51	3682353.98
436158.97	3682265.41
436669.336	3681492.08
436642	3682574
436648.6	3682382
436651.944	3682161.711
436564.873	3681240.079
436638.21	3681157.14
436579.96	3681181.59
436556.04	3681106.64
436489.38	3681213.49
436481.41	3681098.67
436452.06	3681102.82
436449.51	3681067.41
436476.3	3681049.87
436505.01	3681009.69
436470.88	3680983.21
436675.15	3681322.82
436429.74	3680950.36
436430.2	3681022.17
436394.02	3681037.75
436374.24	3681013.83
436741.351	3681344.416
436816.547	3681309.274
436873.245	3681299.553
436836.071	3681382.142
436736	3681651
437038.98	3681393.07
436917.13	3681415.9
436781.02	3681421.4
437006.25	3681589.13
437034.83	3681653.04
436789.41	3681804.82
436898.02	3681966.45
436855.77	3682006.23
436741.14	3681167.18
436741.14	3681167.18
436743.77	3681058.99
436747.97	3680950.52
436673.9	3681588.23
436595.07	3681595.68
436548.86	3681520.58
436530.73	3681334.99
436617.6	3681185.24
436350.5	3680998.7
436355.27	3681230.56
436388.96	3681491.67
436265.07	3681173.02
436187.41	3681356.59
436140.72	3681096.66
436493.34	3681110.73
436961.62	3681735.18
436143.41	3680736.15
436018.32	3681471.32
436296.19	3681583.07
436312.94	3681732.75
436726.43	3681679.46
436679.32	3681448.59
436674.4	3681369.07
436734	3681589
436734	3681589
436910.98	3681328.41
436444.926	3681187.891
436444.926	3681187.891
436723.77	3681318.65
436723.65	3681261.16
436726.85	3681228.37
436213.45	3681140.37
436285.62	3681078.66
436430.22	3681278.32
436483.95	3681311.7
436581.4	3681372.57
436419.33	3681156.47
436360.19	3681123.32
436750.62	3681369.15
436469.09	3681082.64
436425.22	3681053.51
436908.23	3681373.7
436799.94	3681288.05
436549.88	3681172.45
436529.81	3681140.09
436689.4	3681194.35
436787.87	3681319.92
436875.86	3681365.57
436793.08	3681354.97
436789.459	3681398.089
436975.13	3681442.81
436946.1	3681421.44
436910.46	3681351.73
436892.52	3681306.3
436901.13	3681258.14
436843.31	3681353.37
436765.58	3681291.63
436822.71	3681272.68
436415.78	3681120.3
436736.56	3681194.99
436836.512	3681433.186
436836.512	3681433.186
436726.35	3681243.15
436698.93	3681233.25
436704.7	3681258.07
436669.82	3681227.7
436648.53	3681205.83
436596.17	3681214.59
436583.15	3681067.41
436719.75	3682122.61
436719.95	3682034.37
436736.1	3681895
436440	3681189
437007.488	3681579.118
437046.2	3682032
436975.8	3680933
437162.073	3681148.166
436295.4	3681577
436176.21	3681346.43
436350.93	3680993.49
436681.8	3681563
436871.9	3681290
436516.4	3681762
436562.3	3681523
436556.5	3681628
436555.2	3681710
436552.1	3681815
436719.8153	3681887.2
436613.3881	3681917.22
436569.3814	3681890.53
436495.2899	3681841.65
436726.7939	3681978.63
436792.711	3681393.638
