437433.39	3681503.09
437307.69	3681453.57
437215.62	3681371.26
437157.44	3681251.87
437055.35	3681152.36
436942.82	3681038.64
436856.96	3680949.42
436774.08	3680878.12
436714.47	3680859.90
436662.90	3680828.47
436613.69	3680780.30
436547.85	3680725.26
436645.95	3680800.51
436704.92	3680850.58
436747.15	3680863.30
436827.93	3680909.73
436930.95	3681011.80
437015.39	3681092.13
437122.85	3681196.85
437181.63	3681275.45
437264.51	3681411.30
437341.63	3681453.15
437433.39	3681503.09
