RESULT_SEQ	resval	RESULT_UNITS	errval	M_DATE	yearm
23821619	10100000	pCi/L	15000	1993-05-11	1993
23821632	9420	pCi/L	500	1993-05-11	1993
23821634	700	pCi/L	NULL	1993-05-11	1993
23821575	13500	pCi/L	600	1993-05-13	1993
23837929	6020	pCi/L	400	1991-07-10	1991
23837930	5950	pCi/L	400	1991-07-10	1991
23837912	9260	pCi/L	500	1991-07-11	1991
23837913	9260	pCi/L	500	1991-07-11	1991
23838002	700	pCi/L	NULL	1991-07-12	1991
23837981	9520000	pCi/L	14000	1991-07-12	1991
23837991	11500000	pCi/L	15000	1991-07-12	1991
23837968	5620000	pCi/L	11000	1991-07-15	1991
23837656	22300	pCi/L	700	1991-07-24	1991
23837639	1980	pCi/L	200	1991-09-05	1991
23837643	2390	pCi/L	300	1991-09-05	1991
23837633	700	pCi/L	NULL	1991-09-05	1991
23837631	4480	pCi/L	300	1991-09-06	1991
23837679	27200	pCi/L	700	1991-07-25	1991
23837748	126000	pCi/L	1600	1991-07-31	1991
23837687	101000	pCi/L	1400	1991-07-31	1991
23837713	3240000	pCi/L	8000	1991-08-01	1991
23837704	265000	pCi/L	2300	1991-08-01	1991
23837703	270000	pCi/L	2300	1991-08-01	1991
23837692	1320	pCi/L	200	1991-08-06	1991
23837763	2650000	pCi/L	7300	1991-07-29	1991
23837732	5660000	pCi/L	10000	1991-07-30	1991
23837735	867000	pCi/L	4000	1991-07-18	1991
23837718	11400000	pCi/L	15000	1991-07-22	1991
23837727	700	pCi/L	NULL	1991-07-24	1991
23838186	685000	pCi/L	3600	1991-07-10	1991
23838185	685000	pCi/L	3600	1991-07-10	1991
23838180	11500	pCi/L	500	1991-07-10	1991
23838179	11500	pCi/L	500	1991-07-10	1991
23838160	585000	pCi/L	3400	1991-07-10	1991
23838161	585000	pCi/L	3400	1991-07-10	1991
23837716	4850000	pCi/L	9800	1991-07-12	1991
23837724	26100	pCi/L	700	1991-07-15	1991
23837791	637000	pCi/L	3600	1991-07-15	1991
23837758	11600000	pCi/L	15000	1991-07-18	1991
23837759	1370000	pCi/L	5100	1991-07-18	1991
23837479	700	pCi/L	NULL	1991-07-27	1991
23837409	1690	pCi/L	300	1991-07-28	1991
23837405	733	pCi/L	200	1991-07-26	1991
24462550	19800	pCi/L	700	1992-07-27	1992
24372477	15100	pCi/L	600	1992-07-28	1992
24372400	25200	pCi/L	800	1992-07-28	1992
23838296	6270	pCi/L	400	1991-05-07	1991
23838272	801	pCi/L	200	1991-06-03	1991
23828440	3930	pCi/L	300	1991-05-08	1991
23828435	297000	pCi/L	2400	1991-05-08	1991
23828432	198000	pCi/L	2000	1991-05-08	1991
23828430	6360000	pCi/L	11000	1991-05-09	1991
23828445	17000	pCi/L	600	1991-05-13	1991
23838299	700	pCi/L	NULL	1991-05-03	1991
23820892	2000	pCi/L	NULL	1992-06-16	1992
23820887	2000	pCi/L	NULL	1992-06-15	1992
23820883	2000	pCi/L	NULL	1992-06-15	1992
23820692	16100	pCi/L	700	1992-04-29	1992
23820685	700	pCi/L	NULL	1992-05-05	1992
23830036	10	pCi/L	280	1992-05-05	1992
23830035	566.67	pCi/L	40.42	1992-04-30	1992
23820678	700	pCi/L	NULL	1992-04-30	1992
23830034	407.76	pCi/L	52.22	1992-04-30	1992
23830107	2310	pCi/L	500	1992-06-16	1992
23830106	2560	pCi/L	500	1992-06-16	1992
23830098	1130	pCi/L	300	1992-06-17	1992
23830093	140000	pCi/L	1800	1992-06-17	1992
23820758	36000	pCi/L	1040	1992-04-29	1992
23830140	90400000	pCi/L	47000	1992-06-03	1992
23830141	88300000	pCi/L	46000	1992-06-03	1992
23843202	5690000	pCi/L	56200	1992-04-15	1992
23820750	5690000	pCi/L	56200	1992-04-15	1992
23820749	11400000	pCi/L	78600	1992-06-07	1992
23843199	1490000	pCi/L	8580	1992-04-29	1992
23820746	1360000	pCi/L	8300	1992-05-29	1992
23827969	1070	pCi/L	200	1991-05-22	1991
23827970	1020	pCi/L	200	1991-05-23	1991
23827989	3960	pCi/L	300	1991-04-29	1991
23827991	3990	pCi/L	300	1991-04-29	1991
23838345	1070	pCi/L	200	1991-04-17	1991
23838353	2100	pCi/L	300	1991-04-18	1991
23838352	2290	pCi/L	100	1991-04-18	1991
23838342	896	pCi/L	200	1991-04-18	1991
23827900	2060	pCi/L	200	1991-04-19	1991
23827901	2000	pCi/L	200	1991-04-19	1991
23827892	2840	pCi/L	300	1991-04-23	1991
23827891	3100	pCi/L	300	1991-04-24	1991
21763409	524000	pCi/L	34800	1995-03-14	1995
21763430	745	pCi/L	382	1995-03-14	1995
21763429	1090	pCi/L	399	1995-03-14	1995
21763569	1780	pCi/L	390	1995-03-15	1995
21763405	1390	pCi/L	407	1995-03-15	1995
21763466	1020	pCi/L	413	1995-03-08	1995
21771589	915	pCi/L	333	1995-03-07	1995
21763465	25800	pCi/L	1950	1995-03-07	1995
21763438	1200	pCi/L	403	1995-03-09	1995
21764204	434000	pCi/L	5100	1995-01-11	1995
21764511	421000	pCi/L	8110	1995-01-11	1995
21763308	7660000	pCi/L	402000	1995-01-13	1995
21764429	99800000	pCi/L	1430000	1995-01-13	1995
21764551	1630000	pCi/L	5890	1995-01-06	1995
21764453	218000	pCi/L	2170	1995-01-09	1995
21764213	219000	pCi/L	3600	1995-01-09	1995
21764479	1050000	pCi/L	4740	1995-01-09	1995
21764480	7520000	pCi/L	139000	1995-01-09	1995
21764504	8200000	pCi/L	156000	1995-01-10	1995
21764498	1340	pCi/L	408	1995-01-11	1995
21764496	403	pCi/L	368	1995-01-11	1995
21764518	1270	pCi/L	402	1995-01-12	1995
21764573	555	pCi/L	376	1995-01-04	1995
21764547	979	pCi/L	328	1995-01-09	1995
21763918	2720	pCi/L	476	1995-02-14	1995
21763432	3840	pCi/L	503	1995-03-14	1995
18528091	960	pCi/L	330	1995-01-02	1995
21764237	1200	pCi/L	350	1995-01-03	1995
18528062	1590	pCi/L	420	1995-01-03	1995
23828758	7800000	pCi/L	800000	1991-01-14	1991
23828759	7700000	pCi/L	800000	1991-01-14	1991
23828822	300000	pCi/L	30000	1991-01-15	1991
23828836	1100000	pCi/L	200000	1991-01-15	1991
23828797	6300000	pCi/L	700000	1991-01-15	1991
23828802	89000	pCi/L	9000	1991-01-15	1991
23828795	13000000	pCi/L	2000000	1991-01-08	1991
23828774	1000	pCi/L	NULL	1991-01-09	1991
23829329	700	pCi/L	NULL	1991-01-13	1991
23829262	700	pCi/L	NULL	1991-01-13	1991
23829339	700	pCi/L	NULL	1991-01-15	1991
23829474	700	pCi/L	NULL	1991-01-04	1991
23828227	7100	pCi/L	400	1991-05-02	1991
23828228	7360	pCi/L	400	1991-05-02	1991
23828222	700	pCi/L	NULL	1991-04-01	1991
23828184	22000000	pCi/L	21500	1991-04-01	1991
23828183	22100000	pCi/L	21800	1991-04-01	1991
23828181	6900000	pCi/L	11900	1991-04-02	1991
23828057	3130	pCi/L	300	1991-05-11	1991
23828054	4090	pCi/L	300	1991-05-11	1991
23830026	1400	pCi/L	300	1992-04-24	1992
23820643	730	pCi/L	300	1992-04-24	1992
23838283	700	pCi/L	NULL	1991-06-03	1991
23838274	2830	pCi/L	300	1991-06-03	1991
23820721	1100	pCi/L	400	1992-04-23	1992
23830405	896	pCi/L	300	1992-04-25	1992
23838324	7020	pCi/L	400	1991-04-29	1991
23838323	6730	pCi/L	400	1991-04-29	1991
23838326	700	pCi/L	NULL	1991-04-29	1991
23828463	700	pCi/L	NULL	1991-05-07	1991
23828459	700	pCi/L	NULL	1991-05-07	1991
23828441	720	pCi/L	200	1991-05-08	1991
23828457	12100	pCi/L	500	1991-05-10	1991
23828447	15800	pCi/L	0	1991-05-31	1991
23828017	5010	pCi/L	400	1991-05-14	1991
23838290	2410	pCi/L	300	1991-05-03	1991
23820689	33800	pCi/L	900	1992-04-29	1992
23830379	855000	pCi/L	4500	1992-05-04	1992
23830109	2140	pCi/L	500	1992-06-16	1992
23830104	1470	pCi/L	300	1992-06-18	1992
23830100	1220	pCi/L	300	1992-06-18	1992
23830144	4690000	pCi/L	11000	1992-06-02	1992
23843204	97500	pCi/L	2390	1992-04-15	1992
23820754	55700	pCi/L	1850	1992-04-15	1992
23820751	315000	pCi/L	4150	1992-06-07	1992
23820747	1490000	pCi/L	8580	1992-04-29	1992
23827974	2830000	pCi/L	7700	1991-05-01	1991
23827988	4260	pCi/L	300	1991-04-29	1991
23827990	3840	pCi/L	300	1991-04-29	1991
23827992	3620	pCi/L	300	1991-04-29	1991
23827993	3160	pCi/L	300	1991-04-29	1991
23827950	1400	pCi/L	200	1991-04-01	1991
23827945	700	pCi/L	NULL	1991-04-02	1991
23838337	3840	pCi/L	300	1991-04-17	1991
23820657	4440	pCi/L	500	1992-04-08	1992
23820658	4660	pCi/L	500	1992-04-08	1992
23820668	700	pCi/L	NULL	1992-04-30	1992
23830032	6725.58	pCi/L	674.9	1992-05-18	1992
23830031	7645.19	pCi/L	890.7	1992-05-18	1992
23830340	7600	pCi/L	500	1992-05-18	1992
23830337	35200000	pCi/L	29000	1992-05-18	1992
23830375	109000	pCi/L	1700	1992-05-29	1992
23830374	686000	pCi/L	4100	1992-05-04	1992
23830372	116000	pCi/L	1700	1992-05-05	1992
23830373	118000	pCi/L	1800	1992-05-05	1992
23830363	68400	pCi/L	1300	1992-05-19	1992
23830359	27900	pCi/L	900	1992-05-20	1992
23830352	31900	pCi/L	900	1992-05-20	1992
23830351	4950	pCi/L	500	1992-05-21	1992
23830349	7230	pCi/L	500	1992-05-21	1992
23830191	339000	pCi/L	2800	1992-06-09	1992
23830190	78400	pCi/L	1400	1992-06-09	1992
23820784	6080	pCi/L	439	1992-06-07	1992
23814365	1130	pCi/L	300	1993-01-22	1993
23814137	1790	pCi/L	410	1993-01-22	1993
23814136	1970	pCi/L	460	1993-01-22	1993
23814343	902	pCi/L	300	1993-01-22	1993
23814135	1730	pCi/L	430	1993-01-22	1993
23814315	1030	pCi/L	300	1993-01-23	1993
23814571	1240	pCi/L	300	1993-01-01	1993
23813934	700	pCi/L	NULL	1993-02-14	1993
23830731	5280	pCi/L	300	1992-02-04	1992
23830409	2400	pCi/L	400	1992-02-04	1992
23830726	1970	pCi/L	200	1992-02-04	1992
23830721	2380	pCi/L	200	1992-02-05	1992
23830707	12400	pCi/L	600	1992-03-30	1992
23814258	1470	pCi/L	300	1993-01-29	1993
23814257	1510	pCi/L	300	1993-01-29	1993
23830738	3230	pCi/L	200	1992-02-03	1992
23830732	2800	pCi/L	200	1992-02-04	1992
23830739	2350	pCi/L	200	1992-02-03	1992
23843225	3340	pCi/L	888	1992-03-25	1992
23843234	3010	pCi/L	877	1992-03-25	1992
23843224	2730	pCi/L	871	1992-03-26	1992
23843221	2910	pCi/L	863	1992-03-29	1992
21778036	35500	pCi/L	2260	1996-02-16	1996
21777404	29300	pCi/L	1890	1996-02-22	1996
21777883	11700	pCi/L	1000	1996-02-29	1996
21763603	3280	pCi/L	520	1995-03-13	1995
21763588	53070	pCi/L	1710	1995-03-10	1995
21763607	307950	pCi/L	4170	1995-03-10	1995
21763606	289970	pCi/L	3950	1995-03-10	1995
21763563	1090	pCi/L	350	1995-03-17	1995
21764087	9200	pCi/L	730	1995-03-01	1995
23829413	1420	pCi/L	200	1991-02-02	1991
23829249	1280	pCi/L	300	1991-02-04	1991
23831760	1150	pCi/L	200	1992-01-23	1992
23831750	700	pCi/L	NULL	1992-03-06	1992
23831746	700	pCi/L	NULL	1992-01-23	1992
23829483	700	pCi/L	NULL	1991-01-21	1991
23829484	700	pCi/L	NULL	1991-01-21	1991
23828625	1000	pCi/L	NULL	1991-01-21	1991
23829481	1440	pCi/L	300	1991-01-21	1991
23829343	700	pCi/L	NULL	1991-01-25	1991
23829363	700	pCi/L	NULL	1991-01-25	1991
23829364	700	pCi/L	NULL	1991-01-25	1991
23829332	870	pCi/L	200	1991-01-28	1991
23831656	4020	pCi/L	200	1992-01-17	1992
23831648	700	pCi/L	NULL	1992-03-04	1992
23829486	700	pCi/L	NULL	1991-01-21	1991
23829391	700	pCi/L	NULL	1991-01-18	1991
23829654	700	pCi/L	NULL	1991-01-22	1991
23828965	1000	pCi/L	NULL	1991-01-22	1991
23828939	1600000	pCi/L	200000	1991-01-22	1991
23828961	16000000	pCi/L	2000000	1991-01-07	1991
23828953	43000	pCi/L	5000	1991-01-08	1991
23828945	2200000	pCi/L	300000	1991-01-08	1991
23828927	77000	pCi/L	8000	1991-01-10	1991
23829651	94400	pCi/L	1000	1991-01-10	1991
23828949	15000	pCi/L	2000	1991-01-15	1991
23828948	15000	pCi/L	2000	1991-01-15	1991
23829450	700	pCi/L	NULL	1991-01-04	1991
23829382	810	pCi/L	200	1991-01-05	1991
23829422	700	pCi/L	NULL	1991-01-16	1991
23829429	1480	pCi/L	300	1991-01-17	1991
23828821	1400000	pCi/L	200000	1991-01-14	1991
23828839	17000000	pCi/L	2000000	1991-01-14	1991
23828235	35500	pCi/L	900	1991-05-28	1991
23828180	978000	pCi/L	4500	1991-04-01	1991
23828182	296000	pCi/L	2500	1991-04-02	1991
23828173	2820000	pCi/L	7700	1991-04-02	1991
23838306	700	pCi/L	NULL	1991-05-06	1991
23828056	2180	pCi/L	300	1991-05-11	1991
23820645	2590	pCi/L	400	1992-04-24	1992
23828077	700	pCi/L	NULL	1991-05-21	1991
23838279	3580	pCi/L	300	1991-06-04	1991
23838278	3590	pCi/L	300	1991-06-04	1991
23838273	2830	pCi/L	300	1991-06-03	1991
23830047	2000	pCi/L	300	1992-04-25	1992
23830046	2000	pCi/L	300	1992-04-25	1992
23820722	1890	pCi/L	400	1992-04-25	1992
23830407	949	pCi/L	300	1992-04-25	1992
23830406	700	pCi/L	NULL	1992-04-25	1992
23828437	105000000	pCi/L	47000	1991-05-08	1991
23828428	19900	pCi/L	600	1991-05-09	1991
23828456	700	pCi/L	NULL	1991-05-10	1991
23828454	267000	pCi/L	2300	1991-05-10	1991
23838289	2530	pCi/L	300	1991-05-03	1991
23838298	1720	pCi/L	300	1991-05-06	1991
23820886	2000	pCi/L	NULL	1992-06-16	1992
23820882	700	pCi/L	NULL	1992-06-21	1992
23820878	700	pCi/L	NULL	1992-06-22	1992
23820877	2450	pCi/L	388	1992-06-22	1992
23820873	700	pCi/L	NULL	1992-06-21	1992
23820693	11200	pCi/L	600	1992-04-20	1992
23830377	291000	pCi/L	2700	1992-05-04	1992
23820682	13100	pCi/L	600	1992-04-29	1992
23820680	700	pCi/L	NULL	1992-04-29	1992
23830214	149000	pCi/L	1800	1992-04-29	1992
23820679	164000	pCi/L	2000	1992-04-29	1992
23830213	148000	pCi/L	1800	1992-04-29	1992
23830111	9440	pCi/L	600	1992-06-19	1992
23830105	1740	pCi/L	500	1992-06-16	1992
23830096	1000	pCi/L	300	1992-06-17	1992
23843209	32600	pCi/L	1500	1992-06-07	1992
23820757	32600	pCi/L	1500	1992-06-07	1992
23843208	398000	pCi/L	4660	1992-04-15	1992
23820755	723000	pCi/L	6230	1992-06-07	1992
23843198	1360000	pCi/L	8300	1992-05-29	1992
23827851	700	pCi/L	NULL	1991-04-22	1991
23830163	4690	pCi/L	500	1992-06-05	1992
23828538	45200	pCi/L	1780	1991-06-03	1991
23828536	60800	pCi/L	2010	1991-06-03	1991
23828010	50700	pCi/L	1100	1991-04-25	1991
23828009	51000	pCi/L	1000	1991-04-25	1991
23828007	10400	pCi/L	500	1991-04-25	1991
23830381	385000	pCi/L	3100	1992-05-21	1992
23828271	14600	pCi/L	600	1991-04-10	1991
23828254	16000	pCi/L	600	1991-04-12	1991
23828252	2000	pCi/L	2000	1991-04-12	1991
23828313	16400000	pCi/L	18200	1991-04-04	1991
23828307	7060000	pCi/L	11900	1991-04-04	1991
23828291	34400	pCi/L	900	1991-04-08	1991
23828278	151000	pCi/L	1800	1991-04-09	1991
23831825	700	pCi/L	NULL	1992-04-25	1992
23831826	707	pCi/L	300	1992-04-25	1992
23830119	1850	pCi/L	500	1992-06-09	1992
23830258	700	pCi/L	NULL	1992-05-13	1992
23830270	700	pCi/L	NULL	1992-05-14	1992
23830266	700	pCi/L	NULL	1992-05-12	1992
23830000	623.87	pCi/L	82.4	1992-05-14	1992
23829999	720.48	pCi/L	85.2	1992-05-14	1992
23830265	700	pCi/L	NULL	1992-05-14	1992
23830276	700	pCi/L	NULL	1992-05-12	1992
23831844	700	pCi/L	NULL	1992-05-01	1992
23830287	11000	pCi/L	600	1992-05-22	1992
23830285	769	pCi/L	300	1992-05-31	1992
23820810	2000	pCi/L	NULL	1992-06-05	1992
23820809	2000	pCi/L	NULL	1992-06-05	1992
23820726	1410	pCi/L	400	1992-06-05	1992
23820801	6890	pCi/L	572	1992-06-08	1992
23820793	2000	pCi/L	NULL	1992-06-05	1992
23820792	2540	pCi/L	452	1992-04-28	1992
23820791	2350	pCi/L	447	1992-04-28	1992
23830293	700	pCi/L	NULL	1992-05-31	1992
23830007	543.88	pCi/L	NULL	1992-05-31	1992
23830292	9020	pCi/L	600	1992-05-31	1992
23821723	31300	pCi/L	900	1993-05-06	1993
23821721	700	pCi/L	NULL	1993-05-06	1993
23821717	8690	pCi/L	500	1993-05-07	1993
23820559	11300	pCi/L	600	1992-04-22	1992
23830171	8020	pCi/L	600	1992-06-10	1992
23828242	281000	pCi/L	2400	1991-05-03	1991
23828241	279000	pCi/L	2400	1991-05-03	1991
23828239	7290	pCi/L	400	1991-05-03	1991
23820698	14900	pCi/L	700	1992-04-20	1992
23828269	126000	pCi/L	1600	1991-04-11	1991
23828270	129000	pCi/L	1600	1991-04-11	1991
23828289	1500	pCi/L	300	1991-04-12	1991
23828256	9930000	pCi/L	15000	1991-04-15	1991
23828255	9720000	pCi/L	14000	1991-04-15	1991
23828247	735000	pCi/L	3900	1991-04-15	1991
23828245	4300	pCi/L	300	1991-04-16	1991
23828246	4700	pCi/L	400	1991-04-16	1991
23828305	3300	pCi/L	300	1991-04-05	1991
23828304	3600	pCi/L	300	1991-04-05	1991
23828298	13100	pCi/L	500	1991-04-05	1991
23828300	25000000	pCi/L	23000	1991-04-09	1991
23828217	10000	pCi/L	500	1991-04-08	1991
23828216	10000	pCi/L	500	1991-04-08	1991
23828199	105700	pCi/L	1500	1991-04-09	1991
23828206	389000	pCi/L	2900	1991-04-10	1991
23828098	3670000	pCi/L	8700	1991-04-11	1991
23828099	3800000	pCi/L	8800	1991-04-11	1991
23828121	939000	pCi/L	4400	1991-04-11	1991
23828109	700	pCi/L	NULL	1991-04-12	1991
23828110	700	pCi/L	NULL	1991-04-12	1991
23828202	5000	pCi/L	400	1991-04-02	1991
23828166	886000	pCi/L	4200	1991-04-02	1991
23828144	700	pCi/L	NULL	1991-04-03	1991
23828115	4570000	pCi/L	9700	1991-04-08	1991
23828159	20700000	pCi/L	20600	1991-04-08	1991
23828160	2900000	pCi/L	7700	1991-04-08	1991
23827929	700	pCi/L	NULL	1991-04-18	1991
23827876	2460	pCi/L	200	1991-04-17	1991
23827888	1900	pCi/L	300	1991-04-11	1991
23827903	1610	pCi/L	300	1991-04-18	1991
23827904	929	pCi/L	200	1991-04-18	1991
23827843	700	pCi/L	NULL	1991-04-19	1991
23821870	2610	pCi/L	400	1993-04-23	1993
23821876	700	pCi/L	NULL	1993-04-23	1993
23821324	2910000	pCi/L	8100	1993-06-06	1993
23830217	1770	pCi/L	400	1992-06-04	1992
23838333	8270	pCi/L	400	1991-05-15	1991
23827855	700	pCi/L	NULL	1991-04-24	1991
23838331	700	pCi/L	NULL	1991-06-04	1991
23838370	1290	pCi/L	200	1991-04-25	1991
23827939	700	pCi/L	NULL	1991-05-16	1991
23838332	10200	pCi/L	500	1991-05-15	1991
23830157	49100	pCi/L	1100	1992-05-26	1992
23830156	51400	pCi/L	1200	1992-05-26	1992
23827973	2670	pCi/L	300	1991-05-23	1991
23827983	6770	pCi/L	400	1991-04-29	1991
23827977	10100000	pCi/L	15000	1991-05-01	1991
23827848	700	pCi/L	NULL	1991-04-22	1991
23827895	2440	pCi/L	300	1991-04-23	1991
23827890	1040	pCi/L	200	1991-04-24	1991
23827889	875	pCi/L	400	1991-04-24	1991
23830025	8205.41	pCi/L	1991.45	1992-06-09	1992
23830173	8740	pCi/L	600	1992-06-09	1992
23830165	127000	pCi/L	1800	1992-06-05	1992
23828018	31300	pCi/L	800	1991-05-01	1991
23827980	3540	pCi/L	300	1991-04-26	1991
23827981	2920	pCi/L	300	1991-04-26	1991
23828272	8200	pCi/L	400	1991-04-10	1991
23828345	1300	pCi/L	200	1991-04-10	1991
23828266	37800	pCi/L	900	1991-04-11	1991
23828258	19600	pCi/L	700	1991-04-12	1991
23828312	2000000	pCi/L	6400	1991-04-04	1991
23828309	12600000	pCi/L	15900	1991-04-05	1991
23828310	12900000	pCi/L	16400	1991-04-05	1991
23828290	200000	pCi/L	2000	1991-04-08	1991
23828299	8020000	pCi/L	13100	1991-04-09	1991
23828279	193200	pCi/L	2000	1991-04-09	1991
23828212	1460000	pCi/L	5400	1991-04-09	1991
23828213	1480000	pCi/L	5500	1991-04-09	1991
23828085	1320000	pCi/L	5200	1991-04-10	1991
23828103	700	pCi/L	NULL	1991-04-10	1991
23828114	13500	pCi/L	3700	1991-04-10	1991
23828117	12300000	pCi/L	15900	1991-04-11	1991
23828151	21000000	pCi/L	21200	1991-04-03	1991
23828210	700	pCi/L	NULL	1991-04-05	1991
23828141	700	pCi/L	NULL	1991-04-05	1991
23828140	700	pCi/L	NULL	1991-04-05	1991
23827909	926	pCi/L	0	1991-04-23	1991
23829408	1200	pCi/L	200	1991-01-06	1991
23829394	700	pCi/L	NULL	1991-01-08	1991
23829297	2910	pCi/L	300	1991-01-10	1991
23829320	1270	pCi/L	200	1991-01-10	1991
23830062	3240	pCi/L	400	1992-06-18	1992
23821357	56100	pCi/L	1200	1993-06-03	1993
23821474	14900	pCi/L	600	1993-05-27	1993
23830080	2020	pCi/L	500	1992-06-25	1992
23830078	700	pCi/L	NULL	1992-05-30	1992
23820736	2120	pCi/L	852	1992-04-04	1992
23821192	982	pCi/L	389	1993-05-09	1993
23820778	3520	pCi/L	422	1992-06-20	1992
23820776	1010	pCi/L	336	1992-06-20	1992
23820775	1250	pCi/L	345	1992-06-20	1992
23820771	3220	pCi/L	528	1992-06-15	1992
23830129	206000	pCi/L	2200	1992-06-12	1992
23830126	7310	pCi/L	600	1992-06-18	1992
23831820	3880	pCi/L	400	1992-04-20	1992
23830120	13900	pCi/L	700	1992-06-09	1992
23830257	700	pCi/L	NULL	1992-05-14	1992
23830254	700	pCi/L	NULL	1992-05-14	1992
23830275	700	pCi/L	NULL	1992-05-12	1992
23830272	700	pCi/L	NULL	1992-05-08	1992
23830267	7290	pCi/L	500	1992-05-12	1992
23829998	483.1	pCi/L	NULL	1992-05-14	1992
23830263	700	pCi/L	NULL	1992-05-14	1992
23830264	700	pCi/L	NULL	1992-05-14	1992
23830261	700	pCi/L	NULL	1992-05-13	1992
23830288	4130	pCi/L	400	1992-05-22	1992
23830281	826	pCi/L	300	1992-05-31	1992
23830282	1010	pCi/L	400	1992-05-31	1992
23820805	2620	pCi/L	324	1992-06-04	1992
23820804	6180	pCi/L	968	1992-04-28	1992
23820803	2000	pCi/L	NULL	1992-06-08	1992
23820799	2000	pCi/L	NULL	1992-06-08	1992
23820785	4400	pCi/L	478	1992-06-05	1992
23820786	5040	pCi/L	503	1992-06-05	1992
23821774	700	pCi/L	NULL	1993-05-05	1993
23821770	16200	pCi/L	700	1993-05-05	1993
23821705	96200	pCi/L	1500	1993-05-07	1993
23821445	700	pCi/L	NULL	1993-06-04	1993
23821215	4360	pCi/L	480	1993-06-04	1993
23821444	3360	pCi/L	400	1993-06-04	1993
23821406	3280	pCi/L	400	1993-06-04	1993
23821214	4400	pCi/L	500	1993-06-04	1993
23821433	1540	pCi/L	300	1993-06-04	1993
23821431	1150	pCi/L	300	1993-06-04	1993
23820557	4300000	pCi/L	10000	1992-04-06	1992
23820556	9370000	pCi/L	15000	1992-04-22	1992
23820545	107000	pCi/L	1600	1992-04-13	1992
23820541	1010000	pCi/L	4900	1992-04-27	1992
23820540	42400	pCi/L	1100	1992-04-21	1992
23820525	10500000	pCi/L	16000	1992-04-02	1992
23830306	14800000	pCi/L	19000	1992-04-15	1992
23820563	32700	pCi/L	900	1992-04-24	1992
23820562	29700	pCi/L	900	1992-04-24	1992
23830320	10300000	pCi/L	16000	1992-04-14	1992
23830319	10400000	pCi/L	16000	1992-04-14	1992
23830316	27600000	pCi/L	26000	1992-04-14	1992
23830313	14300000	pCi/L	19000	1992-05-12	1992
23820609	1930000	pCi/L	6800	1992-04-13	1992
23820601	1310000	pCi/L	5600	1992-04-13	1992
23820600	1310000	pCi/L	5700	1992-04-13	1992
23820634	237000	pCi/L	2400	1992-04-01	1992
23830021	14891.76	pCi/L	1932.35	1992-04-09	1992
23820629	16900	pCi/L	700	1992-04-09	1992
23820628	10200000	pCi/L	15000	1992-04-01	1992
23830322	2460000	pCi/L	7800	1992-04-15	1992
23821483	42370	pCi/L	1490	1993-05-19	1993
23821548	27300	pCi/L	800	1993-05-19	1993
23821517	33600	pCi/L	900	1993-05-24	1993
23821375	16440	pCi/L	860	1993-05-24	1993
23821516	75400	pCi/L	1300	1993-05-24	1993
23821374	16240	pCi/L	850	1993-05-24	1993
23821520	700	pCi/L	NULL	1993-05-26	1993
23821343	29200	pCi/L	900	1993-06-11	1993
23821622	1240000	pCi/L	5300	1993-05-11	1993
23821616	11900	pCi/L	600	1993-05-12	1993
23821564	1410000	pCi/L	5700	1993-05-13	1993
23821615	9980000	pCi/L	15000	1993-05-13	1993
23821579	8750	pCi/L	500	1993-05-13	1993
23821572	289000	pCi/L	2600	1993-05-13	1993
23821573	293000	pCi/L	2600	1993-05-13	1993
23828788	2600000	pCi/L	300000	1991-01-14	1991
23828786	12000000	pCi/L	2000000	1991-01-15	1991
23828798	450000	pCi/L	50000	1991-01-15	1991
23828808	8800000	pCi/L	900000	1991-01-16	1991
23828773	180000	pCi/L	20000	1991-01-17	1991
23828767	1000	pCi/L	NULL	1991-01-17	1991
23828766	3100	pCi/L	400	1991-01-02	1991
23828762	890000	pCi/L	90000	1991-01-02	1991
23828833	1000	pCi/L	NULL	1991-01-02	1991
23828742	12000000	pCi/L	2000000	1991-01-07	1991
23828743	12000000	pCi/L	2000000	1991-01-07	1991
23828831	1600000	pCi/L	200000	1991-01-10	1991
23829315	700	pCi/L	NULL	1991-01-14	1991
23829314	1950	pCi/L	300	1991-01-14	1991
23829472	1120	pCi/L	200	1991-01-04	1991
23829477	880	pCi/L	200	1991-01-04	1991
23829476	700	pCi/L	NULL	1991-01-04	1991
23829475	700	pCi/L	NULL	1991-01-04	1991
23828620	1100	pCi/L	200	1991-01-06	1991
23829420	1330	pCi/L	300	1991-01-06	1991
23829410	700	pCi/L	NULL	1991-01-06	1991
23829397	700	pCi/L	NULL	1991-01-08	1991
23829395	1550	pCi/L	200	1991-01-08	1991
23829375	700	pCi/L	NULL	1991-01-09	1991
23829266	700	pCi/L	NULL	1991-01-09	1991
23829323	2620	pCi/L	300	1991-01-12	1991
23829324	2760	pCi/L	300	1991-01-12	1991
23829255	1130	pCi/L	200	1991-01-13	1991
23829271	720	pCi/L	200	1991-01-13	1991
23830049	700	pCi/L	NULL	1992-06-08	1992
23830061	1780	pCi/L	300	1992-06-18	1992
23821858	16100	pCi/L	700	1993-04-23	1993
23821744	301000	pCi/L	2600	1993-05-03	1993
23821728	4580000	pCi/L	10000	1993-05-04	1993
23821359	340000	pCi/L	2800	1993-06-03	1993
23821478	50700	pCi/L	1100	1993-05-28	1993
23821415	143000	pCi/L	1800	1993-06-03	1993
23830077	2660	pCi/L	500	1992-06-10	1992
