RESULT_SEQ	resval	RESULT_UNITS	errval	M_DATE	yearm
16763781	1070180	pCi/L	8510	1998-12-30	1998
16763782	1089740	pCi/L	8680	1998-12-30	1998
16762995	1244620	pCi/L	9700	1998-12-30	1998
15876774	129000	pCi/L	2570	1999-01-18	1999
16703993	13600	pCi/L	753	1999-01-18	1999
15876785	69320	pCi/L	1900	1999-01-13	1999
16704002	57830	pCi/L	1770	1999-01-13	1999
21804476	499	pCi/L	336	1998-07-31	1998
21804287	19670	pCi/L	1650	1998-09-10	1998
21804286	17700	pCi/L	1530	1998-09-10	1998
21804472	2990	pCi/L	900	1998-07-31	1998
21804319	1960	pCi/L	930	1998-09-09	1998
21804318	1880	pCi/L	950	1998-09-09	1998
21804311	230	pCi/L	860	1998-09-09	1998
16551830	1530	pCi/L	480	1999-01-05	1999
16551832	1570	pCi/L	480	1999-01-05	1999
21804278	25790	pCi/L	1840	1998-09-11	1998
21804462	711000	pCi/L	13900	1998-08-03	1998
21804482	4550000	pCi/L	87700	1998-07-28	1998
21804458	58200	pCi/L	1360	1998-08-03	1998
21804477	210	pCi/L	322	1998-07-31	1998
21804478	646	pCi/L	341	1998-07-31	1998
16763000	432.45	pCi/L	5.35	1998-12-10	1998
15814353	1.54	pCi/L	0.52	1998-12-11	1998
16251390	626690	pCi/L	6770	1998-12-21	1998
15814994	8030000	pCi/L	148000	1999-01-04	1999
16551829	2180000	pCi/L	42400	1999-01-04	1999
16553619	1070	pCi/L	372	1999-01-05	1999
15875954	5100	pCi/L	620	1998-12-14	1998
16550355	940	pCi/L	400	1998-12-14	1998
16703095	3050	pCi/L	560	1998-12-16	1998
16644760	7080	pCi/L	494	1998-12-17	1998
15814356	940	pCi/L	390	1998-12-14	1998
16763005	15290	pCi/L	1080	1998-12-14	1998
15875952	1380	pCi/L	420	1998-12-14	1998
15931928	2130	pCi/L	500	1998-12-16	1998
15931927	1560	pCi/L	460	1998-12-16	1998
15875958	3582390	pCi/L	14460	1998-12-07	1998
16550391	121130	pCi/L	2660	1998-12-07	1998
16550363	27530	pCi/L	1270	1998-12-10	1998
16644755	3180	pCi/L	540	1998-12-30	1998
16762998	56830	pCi/L	1890	1998-12-31	1998
16704899	-35.2	pCi/L	322	1999-01-05	1999
16254570	20000	pCi/L	868	1999-01-05	1999
16252826	338	pCi/L	365	1999-01-18	1999
15814984	290	pCi/L	380	1999-01-13	1999
21804298	-700	pCi/L	1040	1998-09-08	1998
21804484	1120000	pCi/L	21700	1998-07-28	1998
21804460	9300	pCi/L	625	1998-08-03	1998
21804444	7210	pCi/L	1040	1998-08-04	1998
21804445	7550	pCi/L	1040	1998-08-04	1998
21804470	830	pCi/L	730	1998-07-30	1998
21804469	370	pCi/L	700	1998-07-30	1998
21804313	120	pCi/L	840	1998-09-09	1998
15815721	101	pCi/L	329	1999-01-05	1999
21804283	4780	pCi/L	1110	1998-09-11	1998
21804284	5120	pCi/L	1150	1998-09-11	1998
21804280	19780	pCi/L	1620	1998-09-11	1998
21804486	2170000	pCi/L	42100	1998-07-29	1998
21804457	-268	pCi/L	312	1998-08-03	1998
21804491	561000	pCi/L	11000	1998-07-30	1998
21804481	7920000	pCi/L	145000	1998-07-28	1998
21804328	1410	pCi/L	401	1998-09-09	1998
21804327	1620	pCi/L	412	1998-09-09	1998
21804307	1820	pCi/L	990	1998-09-09	1998
21804315	840	pCi/L	880	1998-09-09	1998
15814357	2390	pCi/L	480	1998-12-15	1998
15814354	414.91	pCi/L	4.96	1998-12-10	1998
15875938	970	pCi/L	410	1998-12-14	1998
16251393	316230	pCi/L	4580	1998-12-18	1998
16704900	18600	pCi/L	839	1999-01-04	1999
16553632	-211	pCi/L	313	1999-01-04	1999
16251415	11870	pCi/L	910	1998-12-14	1998
16763012	610	pCi/L	360	1998-12-14	1998
16763013	470	pCi/L	360	1998-12-14	1998
15875944	10820	pCi/L	840	1998-12-17	1998
16550350	1980	pCi/L	470	1998-12-17	1998
15875955	920	pCi/L	390	1998-12-14	1998
15875953	1430	pCi/L	420	1998-12-14	1998
16763006	720	pCi/L	490	1998-12-14	1998
23821900	68600	pCi/L	1300	1993-04-19	1993
23821902	700	pCi/L	NULL	1993-04-19	1993
23821889	167000	pCi/L	2000	1993-04-19	1993
23821894	1550000	pCi/L	5900	1993-04-20	1993
23821883	2740000	pCi/L	7800	1993-04-21	1993
23821958	1520000	pCi/L	5900	1993-04-12	1993
23821938	12300000	pCi/L	17000	1993-04-12	1993
23821940	2300000	pCi/L	7200	1993-04-12	1993
18522080	1850	pCi/L	446	1994-05-04	1994
18522024	96800	pCi/L	1940	1994-04-14	1994
18521685	899000	pCi/L	17300	1994-04-18	1994
18522121	160000	pCi/L	3160	1994-04-17	1994
18522125	7310	pCi/L	545	1994-04-18	1994
23821491	6270	pCi/L	580	1993-05-17	1993
23821334	700	pCi/L	NULL	1993-06-10	1993
23821333	2200	pCi/L	300	1993-06-10	1993
23821298	700	pCi/L	NULL	1993-06-13	1993
23812954	284000	pCi/L	2500	1993-04-05	1993
18522137	716	pCi/L	362	1994-04-12	1994
18514157	740	pCi/L	300	1994-04-15	1994
18521767	322	pCi/L	315	1994-04-15	1994
18521769	29700	pCi/L	772	1994-04-15	1994
23821457	3300	pCi/L	400	1993-06-03	1993
23821255	3400	pCi/L	430	1993-06-14	1993
23821257	2400	pCi/L	360	1993-06-14	1993
23821256	2100	pCi/L	340	1993-06-14	1993
23821306	12400	pCi/L	600	1993-06-15	1993
23821227	17000	pCi/L	220	1993-06-16	1993
23812961	700	pCi/L	NULL	1993-04-01	1993
23821332	3100	pCi/L	400	1993-06-10	1993
23821561	9110	pCi/L	500	1993-05-20	1993
23821267	2010	pCi/L	340	1993-06-05	1993
23821282	44680	pCi/L	1530	1993-06-15	1993
23821283	45630	pCi/L	1540	1993-06-15	1993
23821277	6870	pCi/L	630	1993-06-16	1993
23821252	2420	pCi/L	380	1993-06-11	1993
23821253	35400	pCi/L	1320	1993-06-11	1993
23821254	35900	pCi/L	1340	1993-06-11	1993
23821249	3320	pCi/L	430	1993-06-11	1993
23821922	90300000	pCi/L	45000	1993-04-25	1993
23821923	92400000	pCi/L	46000	1993-04-25	1993
23821916	32500	pCi/L	900	1993-04-15	1993
23821874	947000	pCi/L	4600	1993-04-20	1993
23821884	10900000	pCi/L	16000	1993-04-21	1993
23821867	2050	pCi/L	300	1993-04-21	1993
23821861	1700000	pCi/L	6200	1993-04-21	1993
23821862	11700	pCi/L	600	1993-04-21	1993
23821930	3900000	pCi/L	9300	1993-04-14	1993
23821913	141000	pCi/L	1800	1993-04-14	1993
23821903	401000	pCi/L	3000	1993-04-15	1993
18521768	1540	pCi/L	351	1994-04-15	1994
18522081	674	pCi/L	416	1994-05-04	1994
18521974	9850	pCi/L	581	1994-04-19	1994
18521687	1020000	pCi/L	19700	1994-04-19	1994
18522123	123000	pCi/L	2450	1994-04-18	1994
23821293	2370	pCi/L	400	1993-06-14	1993
23812977	197000	pCi/L	2100	1993-04-01	1993
23812974	256000	pCi/L	2400	1993-04-01	1993
23812949	64900	pCi/L	1200	1993-04-05	1993
23812951	24100	pCi/L	800	1993-04-06	1993
23821975	4290000	pCi/L	9900	1993-04-06	1993
23821973	3810000	pCi/L	9300	1993-04-07	1993
23821954	700	pCi/L	NULL	1993-04-08	1993
23821969	6980	pCi/L	500	1993-04-08	1993
18521770	671	pCi/L	325	1994-04-15	1994
23821454	700	pCi/L	NULL	1993-06-03	1993
23821458	1220	pCi/L	300	1993-06-03	1993
23821783	1460000	pCi/L	5800	1993-05-08	1993
23821794	3740	pCi/L	400	1993-05-08	1993
23821228	550	pCi/L	540	1993-06-16	1993
23812941	1370	pCi/L	300	1993-04-02	1993
23812943	1330	pCi/L	300	1993-04-02	1993
23812967	700	pCi/L	NULL	1993-04-01	1993
23821469	1660	pCi/L	300	1993-06-01	1993
23821468	1800	pCi/L	300	1993-06-01	1993
23821536	1090	pCi/L	300	1993-05-18	1993
23821348	700	pCi/L	NULL	1993-06-04	1993
23821212	140	pCi/L	NULL	1993-06-04	1993
23821345	700	pCi/L	NULL	1993-06-04	1993
23821392	3410	pCi/L	400	1993-06-05	1993
23821260	1200	pCi/L	300	1993-06-06	1993
23821261	1380	pCi/L	310	1993-06-06	1993
16251432	56220	pCi/L	1790	1998-12-08	1998
15931934	10000	pCi/L	840	1998-12-09	1998
15931935	4590	pCi/L	410	1998-12-09	1998
16703133	11550	pCi/L	990	1998-12-07	1998
16763011	-100	pCi/L	320	1998-12-11	1998
16763009	550	pCi/L	390	1998-12-11	1998
16763010	30	pCi/L	350	1998-12-11	1998
15931929	720	pCi/L	400	1998-12-11	1998
21804159	360	pCi/L	850	1998-08-11	1998
21804431	1220	pCi/L	830	1998-08-12	1998
15875975	8130	pCi/L	760	1998-11-18	1998
16251456	160	pCi/L	350	1998-11-19	1998
16550398	642030	pCi/L	6460	1998-11-19	1998
15875985	-103	pCi/L	374	1998-11-10	1998
15875983	140	pCi/L	410	1998-11-10	1998
16251467	50030	pCi/L	1730	1998-11-13	1998
16251468	47290	pCi/L	1640	1998-11-13	1998
15814388	340	pCi/L	420	1998-11-09	1998
16550409	23640	pCi/L	1210	1998-11-11	1998
16644799	210	pCi/L	330	1998-11-12	1998
16703146	504950	pCi/L	5590	1998-11-17	1998
16550406	26090	pCi/L	1280	1998-11-24	1998
15875988	-50	pCi/L	390	1998-11-09	1998
15875986	5200	pCi/L	554	1998-11-03	1998
15931991	4930	pCi/L	630	1998-11-03	1998
15814380	34660	pCi/L	1460	1998-11-23	1998
16251466	2570	pCi/L	500	1998-11-23	1998
16703144	12220	pCi/L	890	1998-11-24	1998
15814391	100000	pCi/L	2020	1998-10-29	1998
15814394	59700	pCi/L	1490	1998-10-29	1998
16251511	15040	pCi/L	1060	1998-11-02	1998
16763068	32500	pCi/L	1090	1998-10-28	1998
15931976	152000	pCi/L	2290	1998-10-28	1998
15931994	4000	pCi/L	580	1998-10-27	1998
15931977	2740	pCi/L	470	1998-10-27	1998
16703150	-243	pCi/L	349	1998-10-28	1998
15875992	39200	pCi/L	1170	1998-10-28	1998
16644815	17800	pCi/L	849	1998-10-28	1998
16251497	2420	pCi/L	476	1998-10-28	1998
15875991	-371	pCi/L	345	1998-10-28	1998
16644776	5590	pCi/L	660	1998-12-09	1998
16644775	5250	pCi/L	650	1998-12-09	1998
15814358	32500	pCi/L	1350	1998-12-10	1998
16550354	25820	pCi/L	1260	1998-12-11	1998
16251425	440	pCi/L	380	1998-12-07	1998
16251423	70	pCi/L	360	1998-12-07	1998
16763007	7915610	pCi/L	160660	1998-12-09	1998
16763008	7602390	pCi/L	154860	1998-12-09	1998
21804161	740	pCi/L	870	1998-08-11	1998
21804160	610	pCi/L	830	1998-08-11	1998
21804403	3120	pCi/L	930	1998-08-13	1998
21804401	20	pCi/L	710	1998-08-13	1998
21804400	20	pCi/L	710	1998-08-13	1998
16644795	670	pCi/L	400	1998-12-01	1998
16644796	610	pCi/L	400	1998-12-01	1998
16251463	11860	pCi/L	890	1998-11-30	1998
16251462	11870	pCi/L	900	1998-11-30	1998
16251464	3440	pCi/L	590	1998-11-30	1998
16703136	19860	pCi/L	1110	1998-11-18	1998
16703139	58310	pCi/L	1880	1998-11-19	1998
16550410	38690	pCi/L	1590	1998-11-17	1998
16763063	4160	pCi/L	640	1998-11-17	1998
15814382	31350	pCi/L	39440	1998-11-17	1998
15814383	-17530	pCi/L	35420	1998-11-17	1998
16763045	9350	pCi/L	810	1998-11-18	1998
16763049	8410	pCi/L	645	1998-11-18	1998
16763044	11610	pCi/L	890	1998-11-18	1998
16550401	8527170	pCi/L	62450	1998-11-19	1998
16251455	3380	pCi/L	570	1998-11-18	1998
15875981	420	pCi/L	410	1998-11-10	1998
16763058	-110	pCi/L	370	1998-11-09	1998
15875984	65290	pCi/L	2050	1998-11-11	1998
15931969	4650	pCi/L	670	1998-11-09	1998
16550434	3290	pCi/L	560	1998-11-03	1998
16550435	2720	pCi/L	530	1998-11-03	1998
16550407	25900	pCi/L	1260	1998-11-23	1998
16763047	1150	pCi/L	430	1998-11-23	1998
16763048	1910	pCi/L	470	1998-11-23	1998
16703140	23000	pCi/L	1220	1998-11-23	1998
15814392	444000	pCi/L	8730	1998-10-29	1998
23821268	2350	pCi/L	360	1993-06-06	1993
23821279	3510	pCi/L	470	1993-06-16	1993
23821244	21200	pCi/L	990	1993-06-10	1993
23821245	7500	pCi/L	620	1993-06-10	1993
23821233	3200	pCi/L	420	1993-06-14	1993
23821522	7070	pCi/L	500	1993-05-20	1993
16679985	860000	pCi/L	6780	1993-04-29	1993
23821740	1830	pCi/L	300	1993-05-01	1993
23821741	3880	pCi/L	400	1993-05-01	1993
23821465	60500	pCi/L	1200	1993-06-01	1993
23821467	61000	pCi/L	1200	1993-06-01	1993
23821466	2580	pCi/L	400	1993-06-01	1993
23821595	700	pCi/L	NULL	1993-05-14	1993
23821838	118000	pCi/L	1700	1993-04-26	1993
23821844	161000	pCi/L	1900	1993-04-27	1993
18521696	1860	pCi/L	171	1994-06-01	1994
18522340	1900	pCi/L	420	1994-05-19	1994
18514448	1140	pCi/L	370	1994-03-30	1994
18514955	5200000	pCi/L	14130	1994-02-24	1994
18515265	122000	pCi/L	2420	1994-02-14	1994
23813544	4380	pCi/L	400	1993-03-03	1993
23813255	700	pCi/L	NULL	1993-03-15	1993
23813278	1330	pCi/L	300	1993-03-15	1993
23813243	2700	pCi/L	400	1993-03-15	1993
23813319	9110	pCi/L	500	1993-03-10	1993
23813318	19400	pCi/L	700	1993-03-10	1993
23813311	700	pCi/L	NULL	1993-03-10	1993
23813269	1860	pCi/L	300	1993-03-12	1993
23813652	926	pCi/L	300	1993-02-24	1993
23813333	20900	pCi/L	700	1993-03-09	1993
23813306	723	pCi/L	300	1993-03-10	1993
23813157	1460	pCi/L	300	1993-03-22	1993
18514599	57	pCi/L	327	1994-01-31	1994
23813071	510	pCi/L	260	1993-03-23	1993
23813111	700	pCi/L	NULL	1993-03-23	1993
23813055	520	pCi/L	NULL	1993-03-24	1993
23813042	2100	pCi/L	240	1993-03-24	1993
23813341	1940000	pCi/L	6500	1993-03-07	1993
23813340	1650000	pCi/L	6100	1993-03-07	1993
23814262	42300	pCi/L	1000	1993-01-28	1993
23814280	30100	pCi/L	900	1993-01-26	1993
23821335	1110000	pCi/L	5000	1993-06-09	1993
16679986	1135342	pCi/L	7397	1993-06-09	1993
23821734	4320	pCi/L	400	1993-05-02	1993
23821817	6100	pCi/L	520	1993-05-02	1993
23821807	33800	pCi/L	900	1993-04-27	1993
23821845	79400	pCi/L	1400	1993-04-27	1993
23821775	526000	pCi/L	3400	1993-05-03	1993
18521695	3270	pCi/L	483	1994-06-01	1994
18521721	2770	pCi/L	471	1994-06-01	1994
18521717	4320	pCi/L	503	1994-06-02	1994
18522314	4930	pCi/L	530	1994-06-02	1994
18522313	5130	pCi/L	530	1994-06-02	1994
18521715	4250	pCi/L	506	1994-06-02	1994
18522312	4940	pCi/L	520	1994-06-02	1994
18514447	335730	pCi/L	4420	1994-03-30	1994
18514934	180	pCi/L	NULL	1994-02-24	1994
18514933	5200000	pCi/L	14130	1994-02-24	1994
18515234	6400000	pCi/L	116000	1994-02-14	1994
18515160	5220000	pCi/L	98800	1994-02-16	1994
23813568	4600	pCi/L	1400	1993-02-23	1993
23813569	4500	pCi/L	1400	1993-02-23	1993
23813320	10300	pCi/L	600	1993-03-10	1993
23813545	1280	pCi/L	300	1993-03-03	1993
23813542	72500	pCi/L	1300	1993-03-03	1993
23813256	700	pCi/L	NULL	1993-03-14	1993
23813720	7920	pCi/L	500	1993-02-25	1993
23813362	700	pCi/L	NULL	1993-03-08	1993
23813467	1410	pCi/L	300	1993-03-01	1993
23813656	1010	pCi/L	300	1993-02-24	1993
23813879	934	pCi/L	300	1993-02-17	1993
23813816	803	pCi/L	300	1993-02-18	1993
23813160	1360	pCi/L	300	1993-03-19	1993
23813335	700	pCi/L	NULL	1993-03-09	1993
23813270	1190	pCi/L	300	1993-03-12	1993
23813309	44200	pCi/L	1000	1993-03-11	1993
18515030	3290	pCi/L	470	1994-02-01	1994
18515031	3450	pCi/L	470	1994-02-01	1994
18514538	3400	pCi/L	423	1994-02-01	1994
18514537	3050	pCi/L	411	1994-02-01	1994
18515029	3220	pCi/L	460	1994-02-01	1994
18514598	8380	pCi/L	516	1994-01-31	1994
15814396	22200	pCi/L	922	1998-10-28	1998
16251487	-446	pCi/L	339	1998-10-22	1998
15931972	284000	pCi/L	5590	1998-10-23	1998
15814390	187000	pCi/L	3710	1998-10-23	1998
15876002	48200	pCi/L	1680	1998-10-27	1998
15875994	9750	pCi/L	679	1998-10-27	1998
16550426	27460	pCi/L	1310	1998-10-28	1998
16251494	14700	pCi/L	779	1998-10-22	1998
16251527	1120000	pCi/L	21800	1998-10-19	1998
16550440	4990000	pCi/L	93600	1998-10-19	1998
15814403	19500	pCi/L	902	1998-10-20	1998
15814417	19010	pCi/L	1520	1998-10-20	1998
15814418	17100	pCi/L	1370	1998-10-20	1998
15814402	18900	pCi/L	886	1998-10-20	1998
16649835	276032	pCi/L	14763	1998-10-22	1998
16644832	365000	pCi/L	7190	1998-10-22	1998
16650504	276032	pCi/L	14763	1998-10-22	1998
16644831	327000	pCi/L	6450	1998-10-22	1998
16644808	317000	pCi/L	6240	1998-10-22	1998
15931998	6140000	pCi/L	115000	1998-10-14	1998
16550444	8440000	pCi/L	165000	1998-10-14	1998
21804511	372000	pCi/L	7310	1998-07-28	1998
16550445	9040	pCi/L	550	1998-10-19	1998
16550369	37100	pCi/L	966	1998-10-05	1998
15875968	167000	pCi/L	3330	1998-10-07	1998
15875973	413000	pCi/L	8120	1998-10-12	1998
16550446	1770000	pCi/L	34700	1998-10-13	1998
15814362	528000	pCi/L	10400	1998-10-05	1998
15931941	1840000	pCi/L	35600	1998-10-05	1998
15931942	252	pCi/L	315	1998-10-05	1998
16550370	1770	pCi/L	436	1998-10-06	1998
16550457	1770	pCi/L	436	1998-10-06	1998
16251438	8340	pCi/L	6030	1998-10-06	1998
16251533	8340	pCi/L	6030	1998-10-06	1998
16251440	1470000	pCi/L	28500	1998-10-08	1998
16769994	1035266	pCi/L	68561	1998-10-13	1998
16768979	1035266	pCi/L	68561	1998-10-13	1998
16763036	1390000	pCi/L	27100	1998-10-13	1998
16768980	1070500	pCi/L	68775	1998-10-13	1998
16769995	1070500	pCi/L	68775	1998-10-13	1998
16703154	2030	pCi/L	520	1998-11-04	1998
16703156	7770	pCi/L	810	1998-11-04	1998
16703155	6330	pCi/L	740	1998-11-04	1998
15931990	1390	pCi/L	500	1998-11-02	1998
15931989	2320	pCi/L	570	1998-11-02	1998
16550428	40700	pCi/L	1210	1998-10-26	1998
16251485	12400	pCi/L	748	1998-10-30	1998
15875987	2860000	pCi/L	55300	1998-10-30	1998
16644825	502400	pCi/L	5520	1998-10-28	1998
16644826	454000	pCi/L	5000	1998-10-28	1998
16251493	3740	pCi/L	502	1998-10-23	1998
16550418	64000	pCi/L	1460	1998-10-23	1998
15931973	217000	pCi/L	4290	1998-10-23	1998
16703169	14000	pCi/L	970	1998-10-26	1998
15931988	4760	pCi/L	620	1998-10-28	1998
15814401	38610	pCi/L	1540	1998-10-28	1998
15931987	660	pCi/L	390	1998-10-28	1998
16644816	1860000	pCi/L	7920	1998-10-28	1998
16763066	472	pCi/L	381	1998-10-26	1998
16763074	520	pCi/L	375	1998-10-26	1998
16251513	9840	pCi/L	687	1998-10-20	1998
15814413	8530	pCi/L	703	1998-10-19	1998
16251514	26400	pCi/L	830	1998-10-20	1998
16644823	14700	pCi/L	810	1998-10-20	1998
16650502	-9772	pCi/L	49175	1998-10-20	1998
16649834	-9772	pCi/L	49175	1998-10-20	1998
16560741	23335	pCi/L	49709	1998-10-20	1998
16560742	12128	pCi/L	49384	1998-10-20	1998
16562079	12128	pCi/L	49384	1998-10-20	1998
16562077	23335	pCi/L	49709	1998-10-20	1998
16550436	8340	pCi/L	654	1998-10-20	1998
16550442	11100	pCi/L	725	1998-10-21	1998
15931997	7410	pCi/L	619	1998-10-21	1998
16763024	1870000	pCi/L	36400	1998-10-05	1998
15814363	785	pCi/L	404	1998-10-06	1998
15814421	785	pCi/L	404	1998-10-06	1998
16763030	39200	pCi/L	1200	1998-10-06	1998
16763107	39200	pCi/L	1200	1998-10-06	1998
16644786	34.4	pCi/L	365	1998-10-07	1998
16550367	179000	pCi/L	3550	1998-10-12	1998
23814207	30900000	pCi/L	26000	1993-01-28	1993
18514995	2600	pCi/L	410	1994-02-08	1994
18514884	5210	pCi/L	560	1994-03-04	1994
18514885	6270	pCi/L	620	1994-03-04	1994
18514879	5130	pCi/L	570	1994-03-05	1994
18514842	364000	pCi/L	7050	1994-02-28	1994
23813317	1440	pCi/L	300	1993-03-10	1993
23813088	2300	pCi/L	1000	1993-03-22	1993
23813072	3000	pCi/L	1300	1993-03-23	1993
23813112	1990	pCi/L	300	1993-03-23	1993
23813063	2900	pCi/L	660	1993-03-23	1993
23813119	2010	pCi/L	300	1993-03-19	1993
18514238	27700	pCi/L	878	1994-03-20	1994
18514987	24820	pCi/L	1120	1994-02-09	1994
18515422	24100	pCi/L	768	1994-02-09	1994
18514942	14730	pCi/L	810	1994-02-25	1994
18514857	15800	pCi/L	710	1994-02-25	1994
18514219	1400	pCi/L	398	1994-03-26	1994
23813325	2250	pCi/L	400	1993-03-11	1993
23813192	11300	pCi/L	600	1993-03-21	1993
23813283	1060000	pCi/L	4900	1993-03-14	1993
23813827	5100	pCi/L	400	1993-02-18	1993
23813748	10400	pCi/L	600	1993-02-19	1993
18515493	0	pCi/L	350	1994-01-10	1994
18515481	732	pCi/L	342	1994-01-11	1994
18515495	1190	pCi/L	400	1994-01-06	1994
18515275	1220	pCi/L	364	1994-02-01	1994
18515141	13200	pCi/L	589	1994-02-21	1994
18515138	20800	pCi/L	712	1994-02-18	1994
18515134	24900	pCi/L	737	1994-02-18	1994
18514623	50	pCi/L	310	1994-01-25	1994
18514627	0	pCi/L	320	1994-01-25	1994
15817150	1350	pCi/L	380	1999-08-03	1999
16556175	82000	pCi/L	1700	1999-08-04	1999
16647922	20900	pCi/L	873	1999-08-02	1999
16647923	23100	pCi/L	954	1999-08-02	1999
15816442	117000000	pCi/L	1540000	1999-05-17	1999
15937524	19200	pCi/L	902	1999-08-02	1999
15817142	2670000	pCi/L	51300	1999-08-05	1999
15937513	6140000	pCi/L	119000	1999-08-05	1999
15879025	4190000	pCi/L	82000	1999-08-05	1999
23813085	1700	pCi/L	780	1993-03-22	1993
23821372	82100	pCi/L	1820	1993-03-22	1993
23821202	81200	pCi/L	1790	1993-03-22	1993
23813078	87500	pCi/L	11900	1993-03-22	1993
23821373	81200	pCi/L	1790	1993-03-22	1993
23813054	9000	pCi/L	1300	1993-03-24	1993
23814208	11400000	pCi/L	16000	1993-01-28	1993
18514994	2300	pCi/L	390	1994-02-08	1994
18514734	689	pCi/L	367	1994-03-08	1994
18514772	5270	pCi/L	508	1994-03-05	1994
18514876	5280	pCi/L	570	1994-03-05	1994
18514880	3160	pCi/L	480	1994-03-05	1994
18514739	4600	pCi/L	477	1994-03-08	1994
18514738	6460	pCi/L	519	1994-03-08	1994
18515409	1460000	pCi/L	27900	1994-02-08	1994
18515556	84000	pCi/L	1680	1994-02-08	1994
23813084	2600	pCi/L	1100	1993-03-22	1993
23813086	3100	pCi/L	1300	1993-03-22	1993
23813077	2400	pCi/L	370	1993-03-22	1993
23813076	1800	pCi/L	260	1993-03-22	1993
23813517	700	pCi/L	NULL	1993-03-04	1993
23813516	700	pCi/L	NULL	1993-03-04	1993
23813895	888	pCi/L	300	1993-02-12	1993
18514244	9510	pCi/L	586	1994-03-20	1994
18514239	6860	pCi/L	531	1994-03-20	1994
18514989	35790	pCi/L	1330	1994-02-09	1994
18515423	38100	pCi/L	936	1994-02-09	1994
18514222	2850	pCi/L	436	1994-03-26	1994
18515480	463	pCi/L	337	1994-01-11	1994
18515529	13600	pCi/L	690	1994-01-07	1994
18515532	2870	pCi/L	480	1994-01-07	1994
18515148	7550	pCi/L	504	1994-02-18	1994
18515137	7530	pCi/L	488	1994-02-18	1994
18515131	9540	pCi/L	533	1994-02-18	1994
18515130	7000	pCi/L	492	1994-02-18	1994
18514614	22300	pCi/L	750	1994-01-25	1994
18514610	22900	pCi/L	750	1994-01-25	1994
18514626	20500	pCi/L	730	1994-01-25	1994
18514384	3750	pCi/L	430	1994-01-26	1994
18514549	267000	pCi/L	5190	1994-01-26	1994
18514592	8200000	pCi/L	147000	1994-01-27	1994
24353300	700	pCi/L	NULL	1992-12-04	1992
24441712	700	pCi/L	NULL	1992-10-25	1992
24419322	700	pCi/L	NULL	1992-11-03	1992
24398087	2870	pCi/L	500	1992-12-18	1992
24353465	1320	pCi/L	500	1992-12-18	1992
23844056	3170	pCi/L	510	1993-10-10	1993
23843865	2740	pCi/L	500	1993-10-31	1993
23843827	13900000	pCi/L	260000	1993-11-04	1993
23843888	1200	pCi/L	440	1993-11-04	1993
23843639	680	pCi/L	310	1993-11-04	1993
23843877	700	pCi/L	NULL	1993-11-04	1993
23843896	700	pCi/L	NULL	1993-11-04	1993
23843850	1450000	pCi/L	28000	1993-11-07	1993
23843851	1430000	pCi/L	28000	1993-11-07	1993
23843619	138380	pCi/L	2540	1993-11-07	1993
23843798	700	pCi/L	NULL	1993-11-07	1993
23843805	29500	pCi/L	1000	1993-11-07	1993
24588756	700	pCi/L	NULL	1992-12-08	1992
24551905	700	pCi/L	NULL	1992-11-19	1992
18528308	8200	pCi/L	710	1994-11-29	1994
16679876	80666430	pCi/L	896909	1993-12-07	1993
23843359	700	pCi/L	NULL	1993-12-27	1993
24420468	12200	pCi/L	700	1992-12-07	1992
24420169	700	pCi/L	NULL	1992-11-30	1992
24420168	1550	pCi/L	424	1992-11-30	1992
24465282	1730	pCi/L	432	1992-11-30	1992
24375427	821	pCi/L	378	1992-12-01	1992
23843594	26600	pCi/L	990	1993-11-30	1993
23843944	30600	pCi/L	1100	1993-10-26	1993
23843564	13200	pCi/L	750	1993-12-05	1993
23835560	700	pCi/L	NULL	1993-10-01	1993
23835542	43300	pCi/L	1200	1993-10-05	1993
24352964	51000	pCi/L	1430	1992-11-16	1992
24465181	12700	pCi/L	700	1992-11-20	1992
24465174	8350	pCi/L	600	1992-11-20	1992
24397393	2270	pCi/L	500	1992-11-20	1992
24420040	84700	pCi/L	1400	1992-11-20	1992
18528659	792	pCi/L	378	1994-10-27	1994
18528578	9490	pCi/L	671	1994-11-07	1994
18528547	19600	pCi/L	907	1994-11-08	1994
18528556	5960	pCi/L	580	1994-11-08	1994
18528607	509000	pCi/L	9800	1994-11-08	1994
18528354	8100	pCi/L	710	1994-11-23	1994
18528313	8700	pCi/L	730	1994-11-28	1994
24375585	6440	pCi/L	600	1992-12-03	1992
24375193	6100	pCi/L	589	1992-11-18	1992
24375195	6620	pCi/L	606	1992-11-19	1992
24330275	8270	pCi/L	657	1992-11-19	1992
24352641	700	pCi/L	NULL	1992-11-14	1992
24396609	1320000	pCi/L	5400	1992-10-30	1992
24374207	1320000	pCi/L	5400	1992-10-30	1992
24329283	700	pCi/L	NULL	1992-11-01	1992
24486975	700	pCi/L	NULL	1992-11-04	1992
24374457	5140	pCi/L	600	1992-11-05	1992
24419667	136000000	pCi/L	55000	1992-11-05	1992
24442504	10700000	pCi/L	16000	1992-11-18	1992
24352955	190794.9	pCi/L	57369	1992-11-19	1992
24329991	178000	pCi/L	2000	1992-11-19	1992
24442692	179101.6	pCi/L	54037.3	1992-11-19	1992
24352954	183827.8	pCi/L	55406.92	1992-11-19	1992
24330016	175000	pCi/L	2000	1992-11-19	1992
