STATION_SEQ,STATION_ID,EASTING,NORTHING,LATITUDE,LONGITUDE,ANALYSIS_DATE,COLLECTION_DATE,MDATE,MYEAR,ANALYTE_NAME,RESULT,RESULT_UNITS,PQL,PQL_UNITS,RESULT_SEQ,SAMPLE_SEQ,GROUND_ELEVATION,REFERENCE_ELEVATION,TOP_ELEV,BOTTOM_ELEV
1013091,FSB109D,436561.94,3681891.12,33.2759212146,-81.6812000302,1991-11-04 00:00:00,1991-10-21 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,62600,pCi/L,700,pCi/L,23837044,15276730,290.80000000000001,293.30000000000001,228.30000000000001,208.30000000000001
1013076,FSB 99D,436551.56,3681821.67,33.2752941917,-81.6813066187,1991-11-01 00:00:00,1991-10-16 00:00:00,1991-11-01 00:00:00,1991,TRITIUM,39600,pCi/L,700,pCi/L,23837053,15276678,285.10000000000002,287.80000000000001,220.80000000000001,200.80000000000001
1013087,FSB106D,436896.66,3681508.04,33.2724856211,-81.6775793253,1991-11-04 00:00:00,1991-10-22 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,65600,pCi/L,700,pCi/L,23837047,15276716,232.69999999999999,235.61000000000001,225.61000000000001,205.61000000000001
1013101,FSB113D,437017.23,3681581.41,33.2731544403,-81.6762898712,1991-11-04 00:00:00,1991-10-23 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,6340,pCi/L,700,pCi/L,23837035,15276766,220.59999999999999,222.59999999999999,211.59999999999999,191.59999999999999
1015623,FSL  7D,436722.93,3682186.17,33.278591912,-81.6794920359,1993-09-21 00:00:00,1993-09-06 00:00:00,1993-09-21 00:00:00,1993,TRITIUM,3.72e+006,pCi/L,700,pCi/L,23835708,15279924,285.60000000000002,287.60000000000002,221.60000000000002,201.50000000000003
1013090,FSB108D,436650.39,3682108.07,33.2778832202,-81.6802654854,1993-10-26 00:00:00,1993-10-10 00:00:00,1993-10-26 00:00:00,1993,TRITIUM,11100,pCi/L,700,pCi/L,23844055,15281700,295.80000000000001,298.19999999999999,226.19999999999999,206.19999999999999
1013114,FSB120D,436287.06,3681582.78,33.2731238996,-81.6841298283,1991-11-04 00:00:00,1991-10-21 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,4240,pCi/L,700,pCi/L,23837022,15276814,278.5,280.61000000000001,218.61000000000001,198.61000000000001
1013056,FSB 92D,436724.22,3681703.93,33.2742423689,-81.6794444909,1991-11-11 00:00:00,1991-10-15 00:00:00,1991-11-11 00:00:00,1991,TRITIUM,2.13e+007,pCi/L,700,pCi/L,23837065,15276636,273.69999999999999,276.39999999999998,224.39999999999998,204.39999999999998
1013117,FSB122D,436355.5,3680990.67,33.2677873367,-81.6833533875,1991-08-13 00:00:00,1991-07-29 00:00:00,1991-08-13 00:00:00,1991,TRITIUM,252000,pCi/L,,,23837895,15273268,215.59999999999999,217.80000000000001,208.80000000000001,188.80000000000001
1013110,FSB118D,436963.66,3681747.11,33.2746458614,-81.6768765867,1991-11-04 00:00:00,1991-10-18 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,7130,pCi/L,700,pCi/L,23837026,15276802,241.30000000000001,243.40000000000001,213.40000000000001,193.40000000000001
1013034,FSB 77,436747.53,3681752.41,33.2746810077,-81.6791975931,1991-11-11 00:00:00,1991-10-14 00:00:00,1991-11-11 00:00:00,1991,TRITIUM,9.54e+006,pCi/L,700,pCi/L,23837084,15276570,271.39999999999998,273.39999999999998,218.39999999999998,188.39999999999998
1012774,BRR  4D,436197.5,3682192.9,33.2786216449,-81.6851344179,1991-09-12 00:00:00,1991-08-26 00:00:00,1991-09-12 00:00:00,1991,TRITIUM,130000,pCi/L,,,23838091,15274460,290,292.39999999999998,221.09999999999997,201.09999999999997
1013108,FSB116D,437157.74,3681145.72,33.2692328757,-81.6747509839,1991-11-04 00:00:00,1991-10-22 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,6250,pCi/L,700,pCi/L,23837027,15276794,200.90000000000001,203.09999999999999,198.59999999999999,188.59999999999999
1013119,FSB123D,437100.86,3681796.02,33.2750950238,-81.6754068355,1993-09-03 00:00:00,1993-08-23 00:00:00,1993-09-03 00:00:00,1993,TRITIUM,8240,pCi/L,700,pCi/L,23835940,15279222,236.09999999999999,238.30000000000001,216.30000000000001,196.30000000000001
