STATION_SEQ,STATION_ID,EASTING,NORTHING,WATER_ELEV,MEASUREMENT_DATE,MYEAR,REFERENCE_ELEVATION_CODE,REFERENCE_ELEVATION,DEPTH_TO_WATER
1013033,FSB 76C,436739.58,3682117.11,213.39000000000001,1995-11-14,1995,S,293.80000000000001,80.409999999999997
1013033,FSB 76C,436739.58,3682117.11,213.48000000000002,1994-03-08,1994,S,293.80000000000001,80.319999999999993
1013033,FSB 76C,436739.58,3682117.11,214.99000000000001,1993-09-06,1993,S,293.80000000000001,78.810000000000002
1013033,FSB 76C,436739.58,3682117.11,210.13,1989-07-08,1989,S,293.80000000000001,83.670000000000002
1013033,FSB 76C,436739.58,3682117.11,213.77000000000001,1992-07-07,1992,S,293.80000000000001,80.030000000000001
1013033,FSB 76C,436739.58,3682117.11,209.83000000000001,1990-10-02,1990,S,293.80000000000001,83.969999999999999
1013033,FSB 76C,436739.58,3682117.11,213.47000000000003,1995-10-03,1995,S,293.80000000000001,80.329999999999998
1013033,FSB 76C,436739.58,3682117.11,214.20000000000002,1993-11-04,1993,S,293.80000000000001,79.599999999999994
1013033,FSB 76C,436739.58,3682117.11,214.60000000000002,1993-10-10,1993,S,293.80000000000001,79.200000000000003
1013033,FSB 76C,436739.58,3682117.11,213.5,1987-04-08,1987,S,293.80000000000001,80.299999999999997
1013033,FSB 76C,436739.58,3682117.11,213.80000000000001,1986-01-23,1986,S,293.80000000000001,80
1013033,FSB 76C,436739.58,3682117.11,210.83000000000001,1989-02-14,1989,S,293.80000000000001,82.969999999999999
