STATION_SEQ|STATION_ID|EASTING|NORTHING|LATITUDE|LONGITUDE|ANALYSIS_DATE|COLLECTION_DATE|MDATE|MYEAR|MMONTH|MDAY|MQUARTER|ANALYTE_NAME|RESULT|RESULT_UNITS|PQL|PQL_UNITS|RESULT_SEQ|SAMPLE_SEQ|GROUND_ELEVATION|REFERENCE_ELEVATION|TOP_ELEV|BOTTOM_ELEV
1013059|FSB 94C|436662.9|3681592.66|33.2732351558|-81.6800951135||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|3.37e+006|pCi/L||pCi/L|24128233|15612722|278.80000000000001|281.30000000000001|152.30000000000001|142.30000000000001
1013069|FSB 97C|436555.62|3681631.62|33.273580253|-81.6812497127||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|3.39e+006|pCi/L||pCi/L|24128225|15612726|283.80000000000001|286.30000000000001|156.30000000000001|146.30000000000001
1013047|FSB 88C|436857.95|3682017.46|33.2770781296|-81.6780304674||1987-12-01 00:00:00|1987-12-01 00:00:00|1987|12|1|4|TRITIUM|20200|pCi/L||pCi/L|24128257|15612712|280.39999999999998|283.10000000000002|171.10000000000002|161.10000000000002
1013038|FSB 78C|436677.79|3681567.13|33.2730057595|-81.6799334541||1987-10-10 00:00:00|1987-10-10 00:00:00|1987|10|10|4|TRITIUM|1.17e+007|pCi/L||pCi/L|24128265|15612703|271.39999999999998|273.60000000000002|153.60000000000002|143.80000000000001
1013038|FSB 78C|436677.79|3681567.13|33.2730057595|-81.6799334541|1988-01-19 00:00:00|1987-10-10 00:00:00|1988-01-19 00:00:00|1988|1|19|1|TRITIUM|9.772e+006|pCi/L|||24128438|15612703|271.39999999999998|273.60000000000002|153.60000000000002|143.80000000000001
1013045|FSB 87C|436511.93|3681755.21|33.2746924154|-81.681727479||1987-10-01 00:00:00|1987-10-01 00:00:00|1987|10|1|4|TRITIUM|677000|pCi/L||pCi/L|24128261|15612710|285.64999999999998|287.97000000000003|161.97000000000003|151.47000000000003
1013045|FSB 87C|436511.93|3681755.21|33.2746924154|-81.681727479|1987-12-31 00:00:00|1987-10-01 00:00:00|1987-12-31 00:00:00|1987|12|31|4|TRITIUM|587|pCi/L|||24128430|15612710|285.64999999999998|287.97000000000003|161.97000000000003|151.47000000000003
1013057|FSB 93C|436726.39|3681649.54|33.2737519193|-81.6794173917||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|1.69e+006|pCi/L||pCi/L|24128237|15612721|274.25|276.75|154.75|144.75
1013057|FSB 93C|436726.39|3681649.54|33.2737519193|-81.6794173917||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|1.68e+006|pCi/L||pCi/L|24128238|15612721|274.25|276.75|154.75|144.75
1013042|FSB 79C|436876.13|3681295.23|33.2705649532|-81.6777849256||1987-10-10 00:00:00|1987-10-10 00:00:00|1987|10|10|4|TRITIUM|1.34e+007|pCi/L||pCi/L|24128263|15612707|216.59999999999999|218.69999999999999|161.69999999999999|151.89999999999998
1013042|FSB 79C|436876.13|3681295.23|33.2705649532|-81.6777849256|1988-01-19 00:00:00|1987-10-10 00:00:00|1988-01-19 00:00:00|1988|1|19|1|TRITIUM|1.1416e+007|pCi/L|||24128433|15612707|216.59999999999999|218.69999999999999|161.69999999999999|151.89999999999998
1013049|FSB 89C|436827.25|3681970.17|33.2766497935|-81.6783568105||1987-12-01 00:00:00|1987-12-01 00:00:00|1987|12|1|4|TRITIUM|36300|pCi/L||pCi/L|24128252|15612714|279.10000000000002|281.5|168.5|158.5
1013049|FSB 89C|436827.25|3681970.17|33.2766497935|-81.6783568105||1987-12-01 00:00:00|1987-12-01 00:00:00|1987|12|1|4|TRITIUM|36200|pCi/L||pCi/L|24128253|15612714|279.10000000000002|281.5|168.5|158.5
1013053|FSB 91C|436791.71|3681816.19|33.2752588699|-81.6787276735||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|4.81e+006|pCi/L||pCi/L|24128244|15612718|277|279.39999999999998|161.49999999999997|151.49999999999997
1013075|FSB 99C|436551.44|3681818.57|33.2752662238|-81.68130769||1987-12-02 00:00:00|1987-12-02 00:00:00|1987|12|2|4|TRITIUM|1.87e+006|pCi/L||pCi/L|24128212|15612730|285.19999999999999|288.06|170.06|160.06
1013075|FSB 99C|436551.44|3681818.57|33.2752662238|-81.68130769||1987-12-02 00:00:00|1987-12-02 00:00:00|1987|12|2|4|TRITIUM|1.87e+006|pCi/L||pCi/L|24128213|15612730|285.19999999999999|288.06|170.06|160.06
1013051|FSB 90C|436809.36|3681892.96|33.2759523405|-81.6785435166||1987-11-30 00:00:00|1987-11-30 00:00:00|1987|11|30|4|TRITIUM|1e+006|pCi/L||pCi/L|24128248|15612716|276.10000000000002|278.60000000000002|170.60000000000002|160.60000000000002
1013033|FSB 76C|436739.58|3682117.11|33.2779699948|-81.6793084288|1987-12-31 00:00:00|1987-10-01 00:00:00|1987-12-31 00:00:00|1987|12|31|4|TRITIUM|3.4|pCi/L|||24128443|15612699|291.30000000000001|293.80000000000001|167.80000000000001|157.30000000000001
1013033|FSB 76C|436739.58|3682117.11|33.2779699948|-81.6793084288|1987-12-31 00:00:00|1987-10-01 00:00:00|1987-12-31 00:00:00|1987|12|31|4|TRITIUM|3.2|pCi/L|||24128444|15612699|291.30000000000001|293.80000000000001|167.80000000000001|157.30000000000001
1013062|FSB 95C|436604.26|3681588.67|33.2731957214|-81.6807244546||1987-12-03 00:00:00|1987-12-03 00:00:00|1987|12|3|4|TRITIUM|3.78e+006|pCi/L||pCi/L|24128231|15612723|281.80000000000001|284|158|148
