X	Y	Ztccz
4.3658250e+05	3.6809315e+06	1.6653242e+02
4.3658750e+05	3.6809315e+06	1.6668354e+02
4.3659250e+05	3.6809315e+06	1.6685251e+02
4.3659750e+05	3.6809315e+06	1.6702227e+02
4.3660250e+05	3.6809315e+06	1.6719268e+02
4.3660750e+05	3.6809315e+06	1.6736366e+02
4.3661250e+05	3.6809315e+06	1.6753514e+02
4.3661750e+05	3.6809315e+06	1.6770705e+02
4.3662250e+05	3.6809315e+06	1.6788748e+02
4.3662750e+05	3.6809315e+06	1.6805508e+02
4.3663250e+05	3.6809315e+06	1.6823216e+02
4.3663750e+05	3.6809315e+06	1.6839452e+02
4.3664250e+05	3.6809315e+06	1.6855501e+02
4.3664750e+05	3.6809315e+06	1.6872881e+02
4.3665250e+05	3.6809315e+06	1.6890120e+02
4.3665750e+05	3.6809315e+06	1.6907222e+02
4.3666250e+05	3.6809315e+06	1.6924193e+02
4.3666750e+05	3.6809315e+06	1.6941081e+02
4.3667250e+05	3.6809315e+06	1.6957887e+02
4.3667750e+05	3.6809315e+06	1.6974653e+02
4.3668250e+05	3.6809315e+06	1.6991051e+02
4.3668750e+05	3.6809315e+06	1.7007312e+02
4.3669250e+05	3.6809315e+06	1.7023445e+02
4.3669750e+05	3.6809315e+06	1.7039457e+02
4.3670250e+05	3.6809315e+06	1.7055357e+02
4.3670750e+05	3.6809315e+06	1.7070761e+02
4.3671250e+05	3.6809315e+06	1.7086700e+02
4.3671750e+05	3.6809315e+06	1.7106383e+02
4.3672250e+05	3.6809315e+06	1.7121569e+02
4.3672750e+05	3.6809315e+06	1.7136570e+02
4.3673250e+05	3.6809315e+06	1.7151395e+02
4.3673750e+05	3.6809315e+06	1.7166054e+02
4.3674250e+05	3.6809315e+06	1.7180557e+02
4.3674750e+05	3.6809315e+06	1.7194913e+02
4.3675250e+05	3.6809315e+06	1.7209132e+02
4.3675750e+05	3.6809315e+06	1.7223225e+02
4.3676250e+05	3.6809315e+06	1.7237199e+02
4.3676750e+05	3.6809315e+06	1.7250249e+02
4.3677250e+05	3.6809315e+06	1.7264083e+02
4.3677750e+05	3.6809315e+06	1.7277828e+02
4.3678250e+05	3.6809315e+06	1.7291496e+02
4.3678750e+05	3.6809315e+06	1.7305093e+02
4.3679250e+05	3.6809315e+06	1.7318629e+02
4.3679750e+05	3.6809315e+06	1.7332113e+02
4.3680250e+05	3.6809315e+06	1.7344844e+02
4.3680750e+05	3.6809315e+06	1.7358644e+02
4.3681250e+05	3.6809315e+06	1.7372256e+02
4.3681750e+05	3.6809315e+06	1.7385684e+02
4.3682250e+05	3.6809315e+06	1.7398936e+02
4.3682750e+05	3.6809315e+06	1.7414100e+02
4.3683250e+05	3.6809315e+06	1.7428183e+02
4.3683750e+05	3.6809315e+06	1.7437961e+02
4.3684250e+05	3.6809315e+06	1.7450174e+02
4.3684750e+05	3.6809315e+06	1.7462593e+02
4.3685250e+05	3.6809315e+06	1.7474508e+02
4.3685750e+05	3.6809315e+06	1.7486518e+02
4.3686250e+05	3.6809315e+06	1.7500301e+02
4.3686750e+05	3.6809315e+06	1.7514127e+02
4.3687250e+05	3.6809315e+06	1.7528002e+02
4.3687750e+05	3.6809315e+06	1.7541935e+02
4.3688250e+05	3.6809315e+06	1.7556788e+02
4.3688750e+05	3.6809315e+06	1.7570707e+02
4.3689250e+05	3.6809315e+06	1.7585615e+02
4.3689750e+05	3.6809315e+06	1.7599231e+02
4.3690250e+05	3.6809315e+06	1.7613119e+02
4.3690750e+05	3.6809315e+06	1.7627286e+02
4.3691250e+05	3.6809315e+06	1.7640627e+02
4.3691750e+05	3.6809315e+06	1.7655649e+02
4.3692250e+05	3.6809315e+06	1.7669045e+02
4.3692750e+05	3.6809315e+06	1.7685756e+02
4.3693250e+05	3.6809315e+06	1.7702242e+02
4.3693750e+05	3.6809315e+06	1.7718504e+02
4.3694250e+05	3.6809315e+06	1.7732355e+02
4.3694750e+05	3.6809315e+06	1.7748539e+02
4.3695250e+05	3.6809315e+06	1.7765246e+02
4.3695750e+05	3.6809315e+06	1.7782503e+02
4.3696250e+05	3.6809315e+06	1.7803622e+02
4.3696750e+05	3.6809315e+06	1.7812057e+02
4.3697250e+05	3.6809315e+06	1.7823076e+02
4.3697750e+05	3.6809315e+06	1.7823113e+02
4.3698250e+05	3.6809315e+06	1.7818203e+02
4.3698750e+05	3.6809315e+06	1.7821162e+02
4.3699250e+05	3.6809315e+06	1.7814838e+02
4.3699750e+05	3.6809315e+06	1.7807856e+02
4.3700250e+05	3.6809315e+06	1.7800249e+02
4.3700750e+05	3.6809315e+06	1.7792081e+02
4.3701250e+05	3.6809315e+06	1.7779272e+02
4.3701750e+05	3.6809315e+06	1.7775879e+02
4.3702250e+05	3.6809315e+06	1.7764515e+02
4.3702750e+05	3.6809315e+06	1.7754059e+02
4.3703250e+05	3.6809315e+06	1.7738774e+02
4.3703750e+05	3.6809315e+06	1.7728813e+02
4.3704250e+05	3.6809315e+06	1.7718842e+02
4.3704750e+05	3.6809315e+06	1.7708313e+02
4.3705250e+05	3.6809315e+06	1.7698666e+02
4.3705750e+05	3.6809315e+06	1.7688848e+02
4.3706250e+05	3.6809315e+06	1.7678858e+02
4.3706750e+05	3.6809315e+06	1.7671420e+02
4.3707250e+05	3.6809315e+06	1.7660511e+02
4.3707750e+05	3.6809315e+06	1.7648745e+02
4.3708250e+05	3.6809315e+06	1.7637321e+02
4.3708750e+05	3.6809315e+06	1.7626243e+02
4.3709250e+05	3.6809315e+06	1.7615519e+02
4.3709750e+05	3.6809315e+06	1.7605151e+02
4.3710250e+05	3.6809315e+06	1.7595145e+02
4.3710750e+05	3.6809315e+06	1.7583895e+02
4.3711250e+05	3.6809315e+06	1.7575459e+02
4.3711750e+05	3.6809315e+06	1.7567264e+02
4.3712250e+05	3.6809315e+06	1.7558898e+02
4.3712750e+05	3.6809315e+06	1.7550642e+02
4.3713250e+05	3.6809315e+06	1.7542498e+02
4.3713750e+05	3.6809315e+06	1.7534466e+02
4.3714250e+05	3.6809315e+06	1.7526548e+02
4.3714750e+05	3.6809315e+06	1.7518748e+02
4.3715250e+05	3.6809315e+06	1.7511322e+02
4.3617750e+05	3.6809365e+06	1.8077705e+02
4.3618250e+05	3.6809365e+06	1.8072062e+02
4.3618750e+05	3.6809365e+06	1.8062958e+02
4.3619250e+05	3.6809365e+06	1.8054952e+02
4.3619750e+05	3.6809365e+06	1.8046157e+02
4.3620250e+05	3.6809365e+06	1.8036562e+02
4.3620750e+05	3.6809365e+06	1.8021394e+02
4.3621250e+05	3.6809365e+06	1.8008792e+02
4.3621750e+05	3.6809365e+06	1.7994619e+02
4.3622250e+05	3.6809365e+06	1.7979305e+02
4.3622750e+05	3.6809365e+06	1.7962839e+02
4.3623250e+05	3.6809365e+06	1.7943917e+02
4.3623750e+05	3.6809365e+06	1.7924782e+02
4.3624250e+05	3.6809365e+06	1.7904410e+02
4.3624750e+05	3.6809365e+06	1.7885826e+02
4.3625250e+05	3.6809365e+06	1.7864072e+02
4.3625750e+05	3.6809365e+06	1.7841185e+02
4.3626250e+05	3.6809365e+06	1.7817128e+02
4.3626750e+05	3.6809365e+06	1.7791109e+02
4.3627250e+05	3.6809365e+06	1.7764294e+02
4.3627750e+05	3.6809365e+06	1.7736139e+02
4.3628250e+05	3.6809365e+06	1.7706595e+02
4.3628750e+05	3.6809365e+06	1.7678534e+02
4.3629250e+05	3.6809365e+06	1.7645480e+02
4.3629750e+05	3.6809365e+06	1.7612191e+02
4.3630250e+05	3.6809365e+06	1.7577404e+02
4.3630750e+05	3.6809365e+06	1.7541074e+02
4.3631250e+05	3.6809365e+06	1.7503157e+02
4.3631750e+05	3.6809365e+06	1.7466064e+02
4.3632250e+05	3.6809365e+06	1.7425818e+02
4.3632750e+05	3.6809365e+06	1.7384063e+02
4.3633250e+05	3.6809365e+06	1.7340802e+02
4.3633750e+05	3.6809365e+06	1.7296056e+02
4.3634250e+05	3.6809365e+06	1.7249867e+02
4.3634750e+05	3.6809365e+06	1.7202296e+02
4.3635250e+05	3.6809365e+06	1.7153424e+02
4.3635750e+05	3.6809365e+06	1.7103352e+02
4.3636250e+05	3.6809365e+06	1.7052204e+02
4.3636750e+05	3.6809365e+06	1.7000123e+02
4.3637250e+05	3.6809365e+06	1.6947268e+02
4.3637750e+05	3.6809365e+06	1.6893829e+02
4.3638250e+05	3.6809365e+06	1.6840018e+02
4.3638750e+05	3.6809365e+06	1.6787257e+02
4.3639250e+05	3.6809365e+06	1.6734191e+02
4.3639750e+05	3.6809365e+06	1.6681846e+02
4.3640250e+05	3.6809365e+06	1.6630727e+02
4.3640750e+05	3.6809365e+06	1.6581516e+02
4.3641250e+05	3.6809365e+06	1.6535144e+02
4.3641750e+05	3.6809365e+06	1.6492837e+02
4.3642250e+05	3.6809365e+06	1.6456000e+02
4.3642750e+05	3.6809365e+06	1.6425814e+02
4.3643250e+05	3.6809365e+06	1.6402655e+02
4.3643750e+05	3.6809365e+06	1.6387258e+02
4.3644250e+05	3.6809365e+06	1.6380476e+02
4.3644750e+05	3.6809365e+06	1.6374784e+02
4.3645250e+05	3.6809365e+06	1.6372337e+02
4.3645750e+05	3.6809365e+06	1.6372444e+02
4.3646250e+05	3.6809365e+06	1.6373592e+02
4.3646750e+05	3.6809365e+06	1.6377275e+02
4.3647250e+05	3.6809365e+06	1.6382468e+02
4.3647750e+05	3.6809365e+06	1.6389012e+02
4.3648250e+05	3.6809365e+06	1.6396787e+02
4.3648750e+05	3.6809365e+06	1.6405695e+02
4.3649250e+05	3.6809365e+06	1.6415264e+02
4.3649750e+05	3.6809365e+06	1.6429270e+02
4.3650250e+05	3.6809365e+06	1.6441264e+02
4.3650750e+05	3.6809365e+06	1.6454091e+02
4.3651250e+05	3.6809365e+06	1.6463221e+02
4.3651750e+05	3.6809365e+06	1.6476965e+02
4.3652250e+05	3.6809365e+06	1.6491354e+02
4.3652750e+05	3.6809365e+06	1.6506333e+02
4.3653250e+05	3.6809365e+06	1.6521849e+02
4.3653750e+05	3.6809365e+06	1.6536849e+02
4.3654250e+05	3.6809365e+06	1.6553016e+02
4.3654750e+05	3.6809365e+06	1.6569546e+02
4.3655250e+05	3.6809365e+06	1.6585406e+02
4.3655750e+05	3.6809365e+06	1.6602346e+02
4.3656250e+05	3.6809365e+06	1.6620397e+02
4.3656750e+05	3.6809365e+06	1.6637608e+02
4.3657250e+05	3.6809365e+06	1.6652467e+02
4.3657750e+05	3.6809365e+06	1.6669442e+02
4.3658250e+05	3.6809365e+06	1.6686494e+02
4.3658750e+05	3.6809365e+06	1.6704580e+02
4.3659250e+05	3.6809365e+06	1.6721844e+02
4.3659750e+05	3.6809365e+06	1.6739138e+02
4.3660250e+05	3.6809365e+06	1.6756451e+02
4.3660750e+05	3.6809365e+06	1.6773773e+02
4.3661250e+05	3.6809365e+06	1.6791097e+02
4.3661750e+05	3.6809365e+06	1.6807303e+02
4.3662250e+05	3.6809365e+06	1.6824297e+02
4.3662750e+05	3.6809365e+06	1.6841241e+02
4.3663250e+05	3.6809365e+06	1.6858136e+02
4.3663750e+05	3.6809365e+06	1.6874986e+02
4.3664250e+05	3.6809365e+06	1.6892667e+02
4.3664750e+05	3.6809365e+06	1.6908388e+02
4.3665250e+05	3.6809365e+06	1.6925358e+02
4.3665750e+05	3.6809365e+06	1.6942163e+02
4.3666250e+05	3.6809365e+06	1.6958811e+02
4.3666750e+05	3.6809365e+06	1.6975312e+02
4.3667250e+05	3.6809365e+06	1.6990883e+02
4.3667750e+05	3.6809365e+06	1.7005411e+02
4.3668250e+05	3.6809365e+06	1.7021956e+02
4.3668750e+05	3.6809365e+06	1.7038090e+02
4.3669250e+05	3.6809365e+06	1.7054084e+02
4.3669750e+05	3.6809365e+06	1.7069949e+02
4.3670250e+05	3.6809365e+06	1.7085193e+02
4.3670750e+05	3.6809365e+06	1.7101104e+02
4.3671250e+05	3.6809365e+06	1.7116805e+02
4.3671750e+05	3.6809365e+06	1.7132306e+02
4.3672250e+05	3.6809365e+06	1.7147612e+02
4.3672750e+05	3.6809365e+06	1.7162733e+02
4.3673250e+05	3.6809365e+06	1.7177674e+02
4.3673750e+05	3.6809365e+06	1.7192443e+02
4.3674250e+05	3.6809365e+06	1.7207047e+02
4.3674750e+05	3.6809365e+06	1.7221493e+02
4.3675250e+05	3.6809365e+06	1.7235785e+02
4.3675750e+05	3.6809365e+06	1.7249932e+02
4.3676250e+05	3.6809365e+06	1.7267675e+02
4.3676750e+05	3.6809365e+06	1.7281022e+02
4.3677250e+05	3.6809365e+06	1.7294261e+02
4.3677750e+05	3.6809365e+06	1.7307405e+02
4.3678250e+05	3.6809365e+06	1.7320462e+02
4.3678750e+05	3.6809365e+06	1.7333444e+02
4.3679250e+05	3.6809365e+06	1.7346358e+02
4.3679750e+05	3.6809365e+06	1.7359214e+02
4.3680250e+05	3.6809365e+06	1.7372022e+02
4.3680750e+05	3.6809365e+06	1.7384162e+02
4.3681250e+05	3.6809365e+06	1.7397274e+02
4.3681750e+05	3.6809365e+06	1.7409424e+02
4.3682250e+05	3.6809365e+06	1.7422279e+02
4.3682750e+05	3.6809365e+06	1.7434962e+02
4.3683250e+05	3.6809365e+06	1.7447476e+02
4.3683750e+05	3.6809365e+06	1.7461446e+02
4.3684250e+05	3.6809365e+06	1.7474452e+02
4.3684750e+05	3.6809365e+06	1.7483935e+02
4.3685250e+05	3.6809365e+06	1.7495680e+02
4.3685750e+05	3.6809365e+06	1.7507654e+02
4.3686250e+05	3.6809365e+06	1.7519404e+02
4.3686750e+05	3.6809365e+06	1.7530866e+02
4.3687250e+05	3.6809365e+06	1.7544210e+02
4.3687750e+05	3.6809365e+06	1.7557610e+02
4.3688250e+05	3.6809365e+06	1.7571072e+02
4.3688750e+05	3.6809365e+06	1.7584603e+02
4.3689250e+05	3.6809365e+06	1.7598207e+02
4.3689750e+05	3.6809365e+06	1.7612825e+02
4.3690250e+05	3.6809365e+06	1.7626103e+02
4.3690750e+05	3.6809365e+06	1.7640577e+02
4.3691250e+05	3.6809365e+06	1.7654227e+02
4.3691750e+05	3.6809365e+06	1.7668171e+02
4.3692250e+05	3.6809365e+06	1.7681213e+02
4.3692750e+05	3.6809365e+06	1.7695730e+02
4.3693250e+05	3.6809365e+06	1.7710449e+02
4.3693750e+05	3.6809365e+06	1.7726259e+02
4.3694250e+05	3.6809365e+06	1.7741831e+02
4.3694750e+05	3.6809365e+06	1.7756667e+02
4.3695250e+05	3.6809365e+06	1.7769979e+02
4.3695750e+05	3.6809365e+06	1.7785962e+02
4.3696250e+05	3.6809365e+06	1.7800976e+02
4.3696750e+05	3.6809365e+06	1.7822470e+02
4.3697250e+05	3.6809365e+06	1.7830407e+02
4.3697750e+05	3.6809365e+06	1.7832061e+02
4.3698250e+05	3.6809365e+06	1.7828418e+02
4.3698750e+05	3.6809365e+06	1.7819987e+02
4.3699250e+05	3.6809365e+06	1.7816883e+02
4.3699750e+05	3.6809365e+06	1.7816505e+02
4.3700250e+05	3.6809365e+06	1.7809879e+02
4.3700750e+05	3.6809365e+06	1.7801863e+02
4.3701250e+05	3.6809365e+06	1.7794824e+02
4.3701750e+05	3.6809365e+06	1.7786379e+02
4.3702250e+05	3.6809365e+06	1.7773696e+02
4.3702750e+05	3.6809365e+06	1.7762279e+02
4.3703250e+05	3.6809365e+06	1.7750990e+02
4.3703750e+05	3.6809365e+06	1.7739839e+02
4.3704250e+05	3.6809365e+06	1.7729733e+02
4.3704750e+05	3.6809365e+06	1.7714830e+02
4.3705250e+05	3.6809365e+06	1.7704191e+02
4.3705750e+05	3.6809365e+06	1.7695335e+02
4.3706250e+05	3.6809365e+06	1.7685716e+02
4.3706750e+05	3.6809365e+06	1.7675922e+02
4.3707250e+05	3.6809365e+06	1.7666578e+02
4.3707750e+05	3.6809365e+06	1.7658372e+02
4.3708250e+05	3.6809365e+06	1.7646693e+02
4.3708750e+05	3.6809365e+06	1.7635363e+02
4.3709250e+05	3.6809365e+06	1.7624385e+02
4.3709750e+05	3.6809365e+06	1.7613766e+02
4.3710250e+05	3.6809365e+06	1.7603510e+02
4.3710750e+05	3.6809365e+06	1.7593623e+02
4.3711250e+05	3.6809365e+06	1.7582702e+02
4.3711750e+05	3.6809365e+06	1.7574335e+02
4.3712250e+05	3.6809365e+06	1.7566274e+02
4.3712750e+05	3.6809365e+06	1.7557965e+02
4.3713250e+05	3.6809365e+06	1.7549766e+02
4.3713750e+05	3.6809365e+06	1.7541683e+02
4.3714250e+05	3.6809365e+06	1.7533714e+02
4.3714750e+05	3.6809365e+06	1.7525865e+02
4.3715250e+05	3.6809365e+06	1.7518133e+02
4.3617750e+05	3.6809415e+06	1.8121352e+02
4.3618250e+05	3.6809415e+06	1.8113420e+02
4.3618750e+05	3.6809415e+06	1.8106677e+02
4.3619250e+05	3.6809415e+06	1.8099171e+02
4.3619750e+05	3.6809415e+06	1.8090891e+02
4.3620250e+05	3.6809415e+06	1.8076197e+02
4.3620750e+05	3.6809415e+06	1.8063809e+02
4.3621250e+05	3.6809415e+06	1.8050636e+02
4.3621750e+05	3.6809415e+06	1.8036335e+02
4.3622250e+05	3.6809415e+06	1.8020902e+02
4.3622750e+05	3.6809415e+06	1.8004007e+02
4.3623250e+05	3.6809415e+06	1.7986119e+02
4.3623750e+05	3.6809415e+06	1.7969572e+02
4.3624250e+05	3.6809415e+06	1.7950368e+02
4.3624750e+05	3.6809415e+06	1.7930112e+02
4.3625250e+05	3.6809415e+06	1.7908776e+02
4.3625750e+05	3.6809415e+06	1.7885717e+02
4.3626250e+05	3.6809415e+06	1.7861836e+02
4.3626750e+05	3.6809415e+06	1.7836709e+02
4.3627250e+05	3.6809415e+06	1.7810293e+02
4.3627750e+05	3.6809415e+06	1.7782535e+02
4.3628250e+05	3.6809415e+06	1.7757082e+02
4.3628750e+05	3.6809415e+06	1.7725404e+02
4.3629250e+05	3.6809415e+06	1.7694037e+02
4.3629750e+05	3.6809415e+06	1.7661173e+02
4.3630250e+05	3.6809415e+06	1.7626745e+02
4.3630750e+05	3.6809415e+06	1.7590685e+02
4.3631250e+05	3.6809415e+06	1.7556302e+02
4.3631750e+05	3.6809415e+06	1.7517901e+02
4.3632250e+05	3.6809415e+06	1.7477850e+02
4.3632750e+05	3.6809415e+06	1.7436116e+02
4.3633250e+05	3.6809415e+06	1.7392685e+02
4.3633750e+05	3.6809415e+06	1.7347562e+02
4.3634250e+05	3.6809415e+06	1.7300776e+02
4.3634750e+05	3.6809415e+06	1.7252378e+02
4.3635250e+05	3.6809415e+06	1.7202445e+02
4.3635750e+05	3.6809415e+06	1.7151076e+02
4.3636250e+05	3.6809415e+06	1.7098389e+02
4.3636750e+05	3.6809415e+06	1.7044523e+02
4.3637250e+05	3.6809415e+06	1.6989630e+02
4.3637750e+05	3.6809415e+06	1.6933882e+02
4.3638250e+05	3.6809415e+06	1.6877466e+02
4.3638750e+05	3.6809415e+06	1.6821602e+02
4.3639250e+05	3.6809415e+06	1.6765130e+02
4.3639750e+05	3.6809415e+06	1.6708864e+02
4.3640250e+05	3.6809415e+06	1.6653174e+02
4.3640750e+05	3.6809415e+06	1.6598586e+02
4.3641250e+05	3.6809415e+06	1.6545937e+02
4.3641750e+05	3.6809415e+06	1.6496646e+02
4.3642250e+05	3.6809415e+06	1.6454434e+02
4.3642750e+05	3.6809415e+06	1.6420113e+02
4.3643250e+05	3.6809415e+06	1.6401277e+02
4.3643750e+05	3.6809415e+06	1.6388481e+02
4.3644250e+05	3.6809415e+06	1.6382148e+02
4.3644750e+05	3.6809415e+06	1.6378979e+02
4.3645250e+05	3.6809415e+06	1.6379352e+02
4.3645750e+05	3.6809415e+06	1.6384985e+02
4.3646250e+05	3.6809415e+06	1.6389543e+02
4.3646750e+05	3.6809415e+06	1.6395554e+02
4.3647250e+05	3.6809415e+06	1.6402871e+02
4.3647750e+05	3.6809415e+06	1.6411390e+02
4.3648250e+05	3.6809415e+06	1.6416104e+02
4.3648750e+05	3.6809415e+06	1.6425949e+02
4.3649250e+05	3.6809415e+06	1.6436748e+02
4.3649750e+05	3.6809415e+06	1.6448450e+02
4.3650250e+05	3.6809415e+06	1.6461006e+02
4.3650750e+05	3.6809415e+06	1.6474361e+02
4.3651250e+05	3.6809415e+06	1.6488466e+02
4.3651750e+05	3.6809415e+06	1.6503265e+02
4.3652250e+05	3.6809415e+06	1.6517734e+02
4.3652750e+05	3.6809415e+06	1.6533471e+02
4.3653250e+05	3.6809415e+06	1.6548657e+02
4.3653750e+05	3.6809415e+06	1.6565122e+02
4.3654250e+05	3.6809415e+06	1.6581969e+02
4.3654750e+05	3.6809415e+06	1.6599147e+02
4.3655250e+05	3.6809415e+06	1.6615316e+02
4.3655750e+05	3.6809415e+06	1.6632594e+02
4.3656250e+05	3.6809415e+06	1.6650027e+02
4.3656750e+05	3.6809415e+06	1.6667580e+02
4.3657250e+05	3.6809415e+06	1.6685222e+02
4.3657750e+05	3.6809415e+06	1.6702924e+02
4.3658250e+05	3.6809415e+06	1.6720663e+02
4.3658750e+05	3.6809415e+06	1.6739303e+02
4.3659250e+05	3.6809415e+06	1.6756875e+02
4.3659750e+05	3.6809415e+06	1.6773674e+02
4.3660250e+05	3.6809415e+06	1.6791056e+02
4.3660750e+05	3.6809415e+06	1.6808399e+02
4.3661250e+05	3.6809415e+06	1.6825392e+02
4.3661750e+05	3.6809415e+06	1.6842477e+02
4.3662250e+05	3.6809415e+06	1.6859480e+02
4.3662750e+05	3.6809415e+06	1.6876401e+02
4.3663250e+05	3.6809415e+06	1.6893242e+02
4.3663750e+05	3.6809415e+06	1.6910009e+02
4.3664250e+05	3.6809415e+06	1.6926708e+02
4.3664750e+05	3.6809415e+06	1.6943345e+02
4.3665250e+05	3.6809415e+06	1.6960396e+02
4.3665750e+05	3.6809415e+06	1.6977023e+02
4.3666250e+05	3.6809415e+06	1.6993469e+02
4.3666750e+05	3.6809415e+06	1.7009744e+02
4.3667250e+05	3.6809415e+06	1.7025860e+02
4.3667750e+05	3.6809415e+06	1.7040969e+02
4.3668250e+05	3.6809415e+06	1.7057215e+02
4.3668750e+05	3.6809415e+06	1.7073942e+02
4.3669250e+05	3.6809415e+06	1.7089512e+02
4.3669750e+05	3.6809415e+06	1.7104133e+02
4.3670250e+05	3.6809415e+06	1.7119548e+02
4.3670750e+05	3.6809415e+06	1.7134746e+02
4.3671250e+05	3.6809415e+06	1.7149738e+02
4.3671750e+05	3.6809415e+06	1.7161648e+02
4.3672250e+05	3.6809415e+06	1.7176671e+02
4.3672750e+05	3.6809415e+06	1.7191505e+02
4.3673250e+05	3.6809415e+06	1.7206159e+02
4.3673750e+05	3.6809415e+06	1.7222462e+02
4.3674250e+05	3.6809415e+06	1.7236937e+02
4.3674750e+05	3.6809415e+06	1.7251249e+02
4.3675250e+05	3.6809415e+06	1.7265404e+02
4.3675750e+05	3.6809415e+06	1.7279410e+02
4.3676250e+05	3.6809415e+06	1.7293271e+02
4.3676750e+05	3.6809415e+06	1.7306992e+02
4.3677250e+05	3.6809415e+06	1.7320578e+02
4.3677750e+05	3.6809415e+06	1.7334034e+02
4.3678250e+05	3.6809415e+06	1.7347366e+02
4.3678750e+05	3.6809415e+06	1.7360576e+02
4.3679250e+05	3.6809415e+06	1.7377616e+02
4.3679750e+05	3.6809415e+06	1.7389940e+02
