X	Y	Ztccz
4.3672250e+05	3.6812365e+06	1.8340860e+02
4.3672750e+05	3.6812365e+06	1.8363147e+02
4.3673250e+05	3.6812365e+06	1.8374932e+02
4.3673750e+05	3.6812365e+06	1.8380390e+02
4.3674250e+05	3.6812365e+06	1.8383112e+02
4.3674750e+05	3.6812365e+06	1.8382076e+02
4.3675250e+05	3.6812365e+06	1.8383483e+02
4.3675750e+05	3.6812365e+06	1.8384408e+02
4.3676250e+05	3.6812365e+06	1.8384945e+02
4.3676750e+05	3.6812365e+06	1.8385085e+02
4.3677250e+05	3.6812365e+06	1.8384744e+02
4.3677750e+05	3.6812365e+06	1.8383773e+02
4.3678250e+05	3.6812365e+06	1.8382404e+02
4.3678750e+05	3.6812365e+06	1.8379332e+02
4.3679250e+05	3.6812365e+06	1.8375026e+02
4.3679750e+05	3.6812365e+06	1.8369224e+02
4.3680250e+05	3.6812365e+06	1.8361689e+02
4.3680750e+05	3.6812365e+06	1.8352225e+02
4.3681250e+05	3.6812365e+06	1.8340021e+02
4.3681750e+05	3.6812365e+06	1.8326836e+02
4.3682250e+05	3.6812365e+06	1.8311489e+02
4.3682750e+05	3.6812365e+06	1.8294164e+02
4.3683250e+05	3.6812365e+06	1.8275131e+02
4.3683750e+05	3.6812365e+06	1.8254725e+02
4.3684250e+05	3.6812365e+06	1.8233312e+02
4.3684750e+05	3.6812365e+06	1.8211271e+02
4.3685250e+05	3.6812365e+06	1.8190476e+02
4.3685750e+05	3.6812365e+06	1.8167813e+02
4.3686250e+05	3.6812365e+06	1.8145573e+02
4.3686750e+05	3.6812365e+06	1.8123461e+02
4.3687250e+05	3.6812365e+06	1.8101948e+02
4.3687750e+05	3.6812365e+06	1.8081715e+02
4.3688250e+05	3.6812365e+06	1.8064369e+02
4.3688750e+05	3.6812365e+06	1.8047894e+02
4.3689250e+05	3.6812365e+06	1.8032900e+02
4.3689750e+05	3.6812365e+06	1.8018055e+02
4.3690250e+05	3.6812365e+06	1.8005855e+02
4.3690750e+05	3.6812365e+06	1.7992165e+02
4.3691250e+05	3.6812365e+06	1.7979342e+02
4.3691750e+05	3.6812365e+06	1.7967345e+02
4.3692250e+05	3.6812365e+06	1.7955957e+02
4.3692750e+05	3.6812365e+06	1.7945029e+02
4.3693250e+05	3.6812365e+06	1.7935232e+02
4.3693750e+05	3.6812365e+06	1.7924565e+02
4.3694250e+05	3.6812365e+06	1.7914046e+02
4.3694750e+05	3.6812365e+06	1.7903579e+02
4.3695250e+05	3.6812365e+06	1.7892777e+02
4.3695750e+05	3.6812365e+06	1.7882268e+02
4.3696250e+05	3.6812365e+06	1.7871584e+02
4.3696750e+05	3.6812365e+06	1.7860687e+02
4.3697250e+05	3.6812365e+06	1.7849524e+02
4.3697750e+05	3.6812365e+06	1.7838046e+02
4.3698250e+05	3.6812365e+06	1.7826210e+02
4.3698750e+05	3.6812365e+06	1.7813976e+02
4.3699250e+05	3.6812365e+06	1.7804896e+02
4.3699750e+05	3.6812365e+06	1.7789999e+02
4.3700250e+05	3.6812365e+06	1.7775208e+02
4.3700750e+05	3.6812365e+06	1.7760509e+02
4.3701250e+05	3.6812365e+06	1.7747418e+02
4.3701750e+05	3.6812365e+06	1.7731912e+02
4.3702250e+05	3.6812365e+06	1.7716462e+02
4.3702750e+05	3.6812365e+06	1.7700518e+02
4.3703250e+05	3.6812365e+06	1.7687701e+02
4.3703750e+05	3.6812365e+06	1.7674750e+02
4.3704250e+05	3.6812365e+06	1.7666357e+02
4.3704750e+05	3.6812365e+06	1.7651986e+02
4.3705250e+05	3.6812365e+06	1.7636637e+02
4.3705750e+05	3.6812365e+06	1.7621808e+02
4.3706250e+05	3.6812365e+06	1.7608016e+02
4.3706750e+05	3.6812365e+06	1.7596400e+02
4.3707250e+05	3.6812365e+06	1.7584867e+02
4.3707750e+05	3.6812365e+06	1.7576982e+02
4.3708250e+05	3.6812365e+06	1.7569174e+02
4.3708750e+05	3.6812365e+06	1.7561470e+02
4.3709250e+05	3.6812365e+06	1.7558532e+02
4.3709750e+05	3.6812365e+06	1.7555867e+02
4.3710250e+05	3.6812365e+06	1.7553485e+02
4.3710750e+05	3.6812365e+06	1.7551394e+02
4.3711250e+05	3.6812365e+06	1.7549602e+02
4.3711750e+05	3.6812365e+06	1.7548117e+02
4.3712250e+05	3.6812365e+06	1.7546947e+02
4.3712750e+05	3.6812365e+06	1.7547381e+02
4.3713250e+05	3.6812365e+06	1.7546284e+02
4.3713750e+05	3.6812365e+06	1.7545711e+02
4.3714250e+05	3.6812365e+06	1.7545675e+02
4.3714750e+05	3.6812365e+06	1.7545187e+02
4.3715250e+05	3.6812365e+06	1.7549572e+02
4.3617750e+05	3.6812415e+06	1.7700072e+02
4.3618250e+05	3.6812415e+06	1.7681826e+02
4.3618750e+05	3.6812415e+06	1.7662849e+02
4.3619250e+05	3.6812415e+06	1.7644453e+02
4.3619750e+05	3.6812415e+06	1.7624761e+02
4.3620250e+05	3.6812415e+06	1.7604931e+02
4.3620750e+05	3.6812415e+06	1.7584297e+02
4.3621250e+05	3.6812415e+06	1.7558646e+02
4.3621750e+05	3.6812415e+06	1.7539265e+02
4.3622250e+05	3.6812415e+06	1.7516027e+02
4.3622750e+05	3.6812415e+06	1.7497867e+02
4.3623250e+05	3.6812415e+06	1.7476701e+02
4.3623750e+05	3.6812415e+06	1.7455662e+02
4.3624250e+05	3.6812415e+06	1.7434766e+02
4.3624750e+05	3.6812415e+06	1.7414030e+02
4.3625250e+05	3.6812415e+06	1.7391898e+02
4.3625750e+05	3.6812415e+06	1.7370670e+02
4.3626250e+05	3.6812415e+06	1.7352544e+02
4.3626750e+05	3.6812415e+06	1.7332249e+02
4.3627250e+05	3.6812415e+06	1.7310090e+02
4.3627750e+05	3.6812415e+06	1.7286313e+02
4.3628250e+05	3.6812415e+06	1.7263779e+02
4.3628750e+05	3.6812415e+06	1.7236998e+02
4.3629250e+05	3.6812415e+06	1.7211638e+02
4.3629750e+05	3.6812415e+06	1.7184465e+02
4.3630250e+05	3.6812415e+06	1.7157151e+02
4.3630750e+05	3.6812415e+06	1.7128720e+02
4.3631250e+05	3.6812415e+06	1.7099815e+02
4.3631750e+05	3.6812415e+06	1.7074571e+02
4.3632250e+05	3.6812415e+06	1.7045557e+02
4.3632750e+05	3.6812415e+06	1.7017928e+02
4.3633250e+05	3.6812415e+06	1.6990663e+02
4.3633750e+05	3.6812415e+06	1.6964009e+02
4.3634250e+05	3.6812415e+06	1.6938322e+02
4.3634750e+05	3.6812415e+06	1.6914297e+02
4.3635250e+05	3.6812415e+06	1.6892437e+02
4.3635750e+05	3.6812415e+06	1.6873667e+02
4.3636250e+05	3.6812415e+06	1.6858487e+02
4.3636750e+05	3.6812415e+06	1.6846751e+02
4.3637250e+05	3.6812415e+06	1.6837928e+02
4.3637750e+05	3.6812415e+06	1.6829471e+02
4.3638250e+05	3.6812415e+06	1.6825170e+02
4.3638750e+05	3.6812415e+06	1.6822901e+02
4.3639250e+05	3.6812415e+06	1.6822797e+02
4.3639750e+05	3.6812415e+06	1.6824995e+02
4.3640250e+05	3.6812415e+06	1.6829683e+02
4.3640750e+05	3.6812415e+06	1.6837072e+02
4.3641250e+05	3.6812415e+06	1.6847378e+02
4.3641750e+05	3.6812415e+06	1.6860810e+02
4.3642250e+05	3.6812415e+06	1.6876197e+02
4.3642750e+05	3.6812415e+06	1.6895680e+02
4.3643250e+05	3.6812415e+06	1.6918566e+02
4.3643750e+05	3.6812415e+06	1.6944902e+02
4.3644250e+05	3.6812415e+06	1.6974668e+02
4.3644750e+05	3.6812415e+06	1.7007364e+02
4.3645250e+05	3.6812415e+06	1.7043896e+02
4.3645750e+05	3.6812415e+06	1.7084459e+02
4.3646250e+05	3.6812415e+06	1.7127227e+02
4.3646750e+05	3.6812415e+06	1.7172420e+02
4.3647250e+05	3.6812415e+06	1.7219612e+02
4.3647750e+05	3.6812415e+06	1.7268326e+02
4.3648250e+05	3.6812415e+06	1.7318055e+02
4.3648750e+05	3.6812415e+06	1.7368298e+02
4.3649250e+05	3.6812415e+06	1.7418595e+02
4.3649750e+05	3.6812415e+06	1.7468569e+02
4.3650250e+05	3.6812415e+06	1.7517961e+02
4.3650750e+05	3.6812415e+06	1.7567869e+02
4.3651250e+05	3.6812415e+06	1.7615379e+02
4.3651750e+05	3.6812415e+06	1.7662231e+02
4.3652250e+05	3.6812415e+06	1.7706262e+02
4.3652750e+05	3.6812415e+06	1.7752720e+02
4.3653250e+05	3.6812415e+06	1.7798595e+02
4.3653750e+05	3.6812415e+06	1.7843897e+02
4.3654250e+05	3.6812415e+06	1.7888592e+02
4.3654750e+05	3.6812415e+06	1.7932594e+02
4.3655250e+05	3.6812415e+06	1.7975744e+02
4.3655750e+05	3.6812415e+06	1.8019680e+02
4.3656250e+05	3.6812415e+06	1.8059199e+02
4.3656750e+05	3.6812415e+06	1.8083580e+02
4.3657250e+05	3.6812415e+06	1.8090757e+02
4.3657750e+05	3.6812415e+06	1.8094471e+02
4.3658250e+05	3.6812415e+06	1.8095458e+02
4.3658750e+05	3.6812415e+06	1.8093469e+02
4.3659250e+05	3.6812415e+06	1.8088171e+02
4.3659750e+05	3.6812415e+06	1.8079286e+02
4.3660250e+05	3.6812415e+06	1.8066657e+02
4.3660750e+05	3.6812415e+06	1.8050306e+02
4.3661250e+05	3.6812415e+06	1.8030065e+02
4.3661750e+05	3.6812415e+06	1.8006933e+02
4.3662250e+05	3.6812415e+06	1.7981281e+02
4.3662750e+05	3.6812415e+06	1.7953844e+02
4.3663250e+05	3.6812415e+06	1.7925704e+02
4.3663750e+05	3.6812415e+06	1.7897411e+02
4.3664250e+05	3.6812415e+06	1.7870210e+02
4.3664750e+05	3.6812415e+06	1.7845344e+02
4.3665250e+05	3.6812415e+06	1.7824314e+02
4.3665750e+05	3.6812415e+06	1.7809249e+02
4.3666250e+05	3.6812415e+06	1.7802067e+02
4.3666750e+05	3.6812415e+06	1.7805705e+02
4.3667250e+05	3.6812415e+06	1.7822720e+02
4.3667750e+05	3.6812415e+06	1.7854389e+02
4.3668250e+05	3.6812415e+06	1.7899937e+02
4.3668750e+05	3.6812415e+06	1.7957819e+02
4.3669250e+05	3.6812415e+06	1.8022802e+02
4.3669750e+05	3.6812415e+06	1.8091019e+02
4.3670250e+05	3.6812415e+06	1.8157655e+02
4.3670750e+05	3.6812415e+06	1.8220424e+02
4.3671250e+05	3.6812415e+06	1.8280364e+02
4.3671750e+05	3.6812415e+06	1.8338786e+02
4.3672250e+05	3.6812415e+06	1.8394856e+02
4.3672750e+05	3.6812415e+06	1.8428492e+02
4.3673250e+05	3.6812415e+06	1.8427023e+02
4.3673750e+05	3.6812415e+06	1.8421337e+02
4.3674250e+05	3.6812415e+06	1.8415829e+02
4.3674750e+05	3.6812415e+06	1.8410977e+02
4.3675250e+05	3.6812415e+06	1.8406819e+02
4.3675750e+05	3.6812415e+06	1.8403295e+02
4.3676250e+05	3.6812415e+06	1.8400307e+02
4.3676750e+05	3.6812415e+06	1.8395526e+02
4.3677250e+05	3.6812415e+06	1.8393783e+02
4.3677750e+05	3.6812415e+06	1.8391936e+02
4.3678250e+05	3.6812415e+06	1.8389701e+02
4.3678750e+05	3.6812415e+06	1.8387316e+02
4.3679250e+05	3.6812415e+06	1.8383009e+02
4.3679750e+05	3.6812415e+06	1.8377288e+02
4.3680250e+05	3.6812415e+06	1.8369758e+02
4.3680750e+05	3.6812415e+06	1.8360064e+02
4.3681250e+05	3.6812415e+06	1.8347332e+02
4.3681750e+05	3.6812415e+06	1.8333048e+02
4.3682250e+05	3.6812415e+06	1.8316099e+02
4.3682750e+05	3.6812415e+06	1.8296700e+02
4.3683250e+05	3.6812415e+06	1.8275205e+02
4.3683750e+05	3.6812415e+06	1.8252066e+02
4.3684250e+05	3.6812415e+06	1.8227787e+02
4.3684750e+05	3.6812415e+06	1.8202871e+02
4.3685250e+05	3.6812415e+06	1.8177786e+02
4.3685750e+05	3.6812415e+06	1.8152950e+02
4.3686250e+05	3.6812415e+06	1.8128716e+02
4.3686750e+05	3.6812415e+06	1.8105468e+02
4.3687250e+05	3.6812415e+06	1.8082156e+02
4.3687750e+05	3.6812415e+06	1.8061938e+02
4.3688250e+05	3.6812415e+06	1.8042809e+02
4.3688750e+05	3.6812415e+06	1.8024889e+02
4.3689250e+05	3.6812415e+06	1.8008271e+02
4.3689750e+05	3.6812415e+06	1.7994578e+02
4.3690250e+05	3.6812415e+06	1.7980372e+02
4.3690750e+05	3.6812415e+06	1.7966792e+02
4.3691250e+05	3.6812415e+06	1.7954189e+02
4.3691750e+05	3.6812415e+06	1.7942933e+02
4.3692250e+05	3.6812415e+06	1.7932412e+02
4.3692750e+05	3.6812415e+06	1.7922378e+02
4.3693250e+05	3.6812415e+06	1.7912782e+02
4.3693750e+05	3.6812415e+06	1.7903410e+02
4.3694250e+05	3.6812415e+06	1.7894141e+02
4.3694750e+05	3.6812415e+06	1.7885518e+02
4.3695250e+05	3.6812415e+06	1.7875969e+02
4.3695750e+05	3.6812415e+06	1.7866190e+02
4.3696250e+05	3.6812415e+06	1.7856220e+02
4.3696750e+05	3.6812415e+06	1.7846014e+02
4.3697250e+05	3.6812415e+06	1.7835518e+02
4.3697750e+05	3.6812415e+06	1.7824683e+02
4.3698250e+05	3.6812415e+06	1.7813465e+02
4.3698750e+05	3.6812415e+06	1.7801827e+02
4.3699250e+05	3.6812415e+06	1.7792219e+02
4.3699750e+05	3.6812415e+06	1.7778218e+02
4.3700250e+05	3.6812415e+06	1.7764296e+02
4.3700750e+05	3.6812415e+06	1.7750437e+02
4.3701250e+05	3.6812415e+06	1.7738296e+02
4.3701750e+05	3.6812415e+06	1.7723538e+02
4.3702250e+05	3.6812415e+06	1.7706413e+02
4.3702750e+05	3.6812415e+06	1.7694161e+02
4.3703250e+05	3.6812415e+06	1.7681763e+02
4.3703750e+05	3.6812415e+06	1.7670007e+02
4.3704250e+05	3.6812415e+06	1.7660084e+02
4.3704750e+05	3.6812415e+06	1.7646488e+02
4.3705250e+05	3.6812415e+06	1.7632069e+02
4.3705750e+05	3.6812415e+06	1.7617827e+02
4.3706250e+05	3.6812415e+06	1.7605044e+02
4.3706750e+05	3.6812415e+06	1.7591014e+02
4.3707250e+05	3.6812415e+06	1.7582594e+02
4.3707750e+05	3.6812415e+06	1.7575194e+02
4.3708250e+05	3.6812415e+06	1.7568828e+02
4.3708750e+05	3.6812415e+06	1.7560276e+02
4.3709250e+05	3.6812415e+06	1.7557900e+02
4.3709750e+05	3.6812415e+06	1.7555783e+02
4.3710250e+05	3.6812415e+06	1.7553937e+02
4.3710750e+05	3.6812415e+06	1.7552367e+02
4.3711250e+05	3.6812415e+06	1.7551082e+02
4.3711750e+05	3.6812415e+06	1.7550092e+02
4.3712250e+05	3.6812415e+06	1.7549406e+02
4.3712750e+05	3.6812415e+06	1.7549041e+02
4.3713250e+05	3.6812415e+06	1.7548986e+02
4.3713750e+05	3.6812415e+06	1.7550044e+02
4.3714250e+05	3.6812415e+06	1.7550222e+02
4.3714750e+05	3.6812415e+06	1.7550133e+02
4.3715250e+05	3.6812415e+06	1.7554581e+02
4.3617750e+05	3.6812465e+06	1.7670450e+02
4.3618250e+05	3.6812465e+06	1.7652402e+02
4.3618750e+05	3.6812465e+06	1.7633268e+02
4.3619250e+05	3.6812465e+06	1.7614792e+02
4.3619750e+05	3.6812465e+06	1.7595020e+02
4.3620250e+05	3.6812465e+06	1.7575347e+02
4.3620750e+05	3.6812465e+06	1.7554754e+02
4.3621250e+05	3.6812465e+06	1.7532988e+02
4.3621750e+05	3.6812465e+06	1.7510148e+02
4.3622250e+05	3.6812465e+06	1.7487118e+02
4.3622750e+05	3.6812465e+06	1.7468834e+02
4.3623250e+05	3.6812465e+06	1.7447856e+02
4.3623750e+05	3.6812465e+06	1.7427044e+02
4.3624250e+05	3.6812465e+06	1.7406415e+02
4.3624750e+05	3.6812465e+06	1.7388972e+02
4.3625250e+05	3.6812465e+06	1.7367959e+02
4.3625750e+05	3.6812465e+06	1.7348059e+02
4.3626250e+05	3.6812465e+06	1.7327250e+02
4.3626750e+05	3.6812465e+06	1.7307318e+02
4.3627250e+05	3.6812465e+06	1.7287938e+02
4.3627750e+05	3.6812465e+06	1.7263752e+02
4.3628250e+05	3.6812465e+06	1.7242006e+02
4.3628750e+05	3.6812465e+06	1.7215501e+02
4.3629250e+05	3.6812465e+06	1.7190863e+02
4.3629750e+05	3.6812465e+06	1.7164449e+02
4.3630250e+05	3.6812465e+06	1.7137945e+02
4.3630750e+05	3.6812465e+06	1.7108508e+02
4.3631250e+05	3.6812465e+06	1.7081782e+02
4.3631750e+05	3.6812465e+06	1.7055352e+02
4.3632250e+05	3.6812465e+06	1.7029037e+02
4.3632750e+05	3.6812465e+06	1.7002528e+02
4.3633250e+05	3.6812465e+06	1.6976507e+02
4.3633750e+05	3.6812465e+06	1.6951217e+02
4.3634250e+05	3.6812465e+06	1.6924648e+02
4.3634750e+05	3.6812465e+06	1.6901756e+02
4.3635250e+05	3.6812465e+06	1.6880636e+02
4.3635750e+05	3.6812465e+06	1.6861857e+02
4.3636250e+05	3.6812465e+06	1.6845728e+02
4.3636750e+05	3.6812465e+06	1.6832345e+02
4.3637250e+05	3.6812465e+06	1.6821691e+02
4.3637750e+05	3.6812465e+06	1.6813490e+02
4.3638250e+05	3.6812465e+06	1.6807614e+02
4.3638750e+05	3.6812465e+06	1.6804025e+02
4.3639250e+05	3.6812465e+06	1.6802761e+02
4.3639750e+05	3.6812465e+06	1.6803927e+02
4.3640250e+05	3.6812465e+06	1.6807689e+02
4.3640750e+05	3.6812465e+06	1.6814243e+02
4.3641250e+05	3.6812465e+06	1.6823800e+02
4.3641750e+05	3.6812465e+06	1.6835410e+02
4.3642250e+05	3.6812465e+06	1.6850865e+02
4.3642750e+05	3.6812465e+06	1.6869659e+02
4.3643250e+05	3.6812465e+06	1.6891846e+02
4.3643750e+05	3.6812465e+06	1.6917419e+02
4.3644250e+05	3.6812465e+06	1.6946301e+02
4.3644750e+05	3.6812465e+06	1.6978360e+02
4.3645250e+05	3.6812465e+06	1.7012903e+02
4.3645750e+05	3.6812465e+06	1.7052344e+02
4.3646250e+05	3.6812465e+06	1.7093571e+02
4.3646750e+05	3.6812465e+06	1.7137027e+02
4.3647250e+05	3.6812465e+06	1.7182350e+02
4.3647750e+05	3.6812465e+06	1.7229145e+02
4.3648250e+05	3.6812465e+06	1.7277011e+02
4.3648750e+05	3.6812465e+06	1.7325549e+02
4.3649250e+05	3.6812465e+06	1.7374391e+02
4.3649750e+05	3.6812465e+06	1.7423217e+02
4.3650250e+05	3.6812465e+06	1.7471772e+02
4.3650750e+05	3.6812465e+06	1.7519873e+02
4.3651250e+05	3.6812465e+06	1.7567403e+02
4.3651750e+05	3.6812465e+06	1.7614297e+02
4.3652250e+05	3.6812465e+06	1.7661693e+02
4.3652750e+05	3.6812465e+06	1.7706820e+02
4.3653250e+05	3.6812465e+06	1.7751286e+02
4.3653750e+05	3.6812465e+06	1.7793023e+02
4.3654250e+05	3.6812465e+06	1.7836572e+02
4.3654750e+05	3.6812465e+06	1.7878855e+02
4.3655250e+05	3.6812465e+06	1.7919394e+02
4.3655750e+05	3.6812465e+06	1.7957222e+02
4.3656250e+05	3.6812465e+06	1.7990322e+02
4.3656750e+05	3.6812465e+06	1.8015449e+02
4.3657250e+05	3.6812465e+06	1.8031188e+02
4.3657750e+05	3.6812465e+06	1.8039868e+02
4.3658250e+05	3.6812465e+06	1.8043837e+02
4.3658750e+05	3.6812465e+06	1.8044130e+02
4.3659250e+05	3.6812465e+06	1.8041085e+02
4.3659750e+05	3.6812465e+06	1.8036791e+02
4.3660250e+05	3.6812465e+06	1.8027068e+02
4.3660750e+05	3.6812465e+06	1.8014315e+02
4.3661250e+05	3.6812465e+06	1.7998490e+02
4.3661750e+05	3.6812465e+06	1.7980343e+02
4.3662250e+05	3.6812465e+06	1.7960491e+02
4.3662750e+05	3.6812465e+06	1.7939121e+02
4.3663250e+05	3.6812465e+06	1.7917167e+02
4.3663750e+05	3.6812465e+06	1.7895480e+02
4.3664250e+05	3.6812465e+06	1.7875271e+02
4.3664750e+05	3.6812465e+06	1.7857264e+02
4.3665250e+05	3.6812465e+06	1.7842908e+02
4.3665750e+05	3.6812465e+06	1.7833666e+02
4.3666250e+05	3.6812465e+06	1.7831139e+02
4.3666750e+05	3.6812465e+06	1.7836943e+02
4.3667250e+05	3.6812465e+06	1.7852421e+02
4.3667750e+05	3.6812465e+06	1.7878282e+02
4.3668250e+05	3.6812465e+06	1.7914349e+02
4.3668750e+05	3.6812465e+06	1.7959589e+02
4.3669250e+05	3.6812465e+06	1.8012440e+02
4.3669750e+05	3.6812465e+06	1.8072083e+02
4.3670250e+05	3.6812465e+06	1.8135323e+02
4.3670750e+05	3.6812465e+06	1.8200921e+02
4.3671250e+05	3.6812465e+06	1.8266684e+02
4.3671750e+05	3.6812465e+06	1.8330095e+02
4.3672250e+05	3.6812465e+06	1.8387328e+02
4.3672750e+05	3.6812465e+06	1.8425888e+02
4.3673250e+05	3.6812465e+06	1.8436940e+02
4.3673750e+05	3.6812465e+06	1.8433835e+02
4.3674250e+05	3.6812465e+06	1.8427527e+02
4.3674750e+05	3.6812465e+06	1.8420770e+02
4.3675250e+05	3.6812465e+06	1.8414473e+02
4.3675750e+05	3.6812465e+06	1.8408954e+02
4.3676250e+05	3.6812465e+06	1.8404291e+02
4.3676750e+05	3.6812465e+06	1.8400423e+02
4.3677250e+05	3.6812465e+06	1.8397210e+02
4.3677750e+05	3.6812465e+06	1.8394434e+02
4.3678250e+05	3.6812465e+06	1.8389387e+02
4.3678750e+05	3.6812465e+06	1.8387223e+02
4.3679250e+05	3.6812465e+06	1.8384248e+02
4.3679750e+05	3.6812465e+06	1.8380328e+02
4.3680250e+05	3.6812465e+06	1.8373804e+02
4.3680750e+05	3.6812465e+06	1.8364807e+02
4.3681250e+05	3.6812465e+06	1.8352300e+02
4.3681750e+05	3.6812465e+06	1.8337405e+02
4.3682250e+05	3.6812465e+06	1.8319040e+02
4.3682750e+05	3.6812465e+06	1.8297462e+02
4.3683250e+05	3.6812465e+06	1.8273173e+02
4.3683750e+05	3.6812465e+06	1.8246834e+02
4.3684250e+05	3.6812465e+06	1.8219166e+02
4.3684750e+05	3.6812465e+06	1.8190868e+02
4.3685250e+05	3.6812465e+06	1.8162567e+02
4.3685750e+05	3.6812465e+06	1.8134787e+02
4.3686250e+05	3.6812465e+06	1.8106084e+02
4.3686750e+05	3.6812465e+06	1.8080128e+02
4.3687250e+05	3.6812465e+06	1.8057156e+02
4.3687750e+05	3.6812465e+06	1.8035409e+02
4.3688250e+05	3.6812465e+06	1.8016653e+02
4.3688750e+05	3.6812465e+06	1.7999268e+02
4.3689250e+05	3.6812465e+06	1.7980742e+02
4.3689750e+05	3.6812465e+06	1.7964231e+02
4.3690250e+05	3.6812465e+06	1.7949756e+02
4.3690750e+05	3.6812465e+06	1.7937826e+02
4.3691250e+05	3.6812465e+06	1.7926356e+02
4.3691750e+05	3.6812465e+06	1.7915689e+02
4.3692250e+05	3.6812465e+06	1.7906380e+02
4.3692750e+05	3.6812465e+06	1.7897636e+02
4.3693250e+05	3.6812465e+06	1.7889264e+02
4.3693750e+05	3.6812465e+06	1.7881108e+02
4.3694250e+05	3.6812465e+06	1.7872981e+02
4.3694750e+05	3.6812465e+06	1.7864248e+02
4.3695250e+05	3.6812465e+06	1.7857081e+02
4.3695750e+05	3.6812465e+06	1.7849227e+02
4.3696250e+05	3.6812465e+06	1.7840077e+02
4.3696750e+05	3.6812465e+06	1.7830656e+02
4.3697250e+05	3.6812465e+06	1.7820911e+02
4.3697750e+05	3.6812465e+06	1.7810792e+02
4.3698250e+05	3.6812465e+06	1.7800257e+02
4.3698750e+05	3.6812465e+06	1.7792467e+02
4.3699250e+05	3.6812465e+06	1.7779352e+02
4.3699750e+05	3.6812465e+06	1.7766298e+02
4.3700250e+05	3.6812465e+06	1.7753290e+02
4.3700750e+05	3.6812465e+06	1.7741305e+02
4.3701250e+05	3.6812465e+06	1.7727812e+02
4.3701750e+05	3.6812465e+06	1.7714418e+02
4.3702250e+05	3.6812465e+06	1.7699612e+02
4.3702750e+05	3.6812465e+06	1.7687824e+02
4.3703250e+05	3.6812465e+06	1.7676703e+02
4.3703750e+05	3.6812465e+06	1.7665903e+02
4.3704250e+05	3.6812465e+06	1.7654110e+02
4.3704750e+05	3.6812465e+06	1.7641296e+02
4.3705250e+05	3.6812465e+06	1.7626922e+02
4.3705750e+05	3.6812465e+06	1.7614260e+02
4.3706250e+05	3.6812465e+06	1.7602076e+02
4.3706750e+05	3.6812465e+06	1.7589678e+02
4.3707250e+05	3.6812465e+06	1.7581376e+02
4.3707750e+05	3.6812465e+06	1.7573723e+02
4.3708250e+05	3.6812465e+06	1.7566913e+02
4.3708750e+05	3.6812465e+06	1.7561460e+02
4.3709250e+05	3.6812465e+06	1.7557572e+02
4.3709750e+05	3.6812465e+06	1.7556009e+02
4.3710250e+05	3.6812465e+06	1.7554699e+02
4.3710750e+05	3.6812465e+06	1.7553653e+02
4.3711250e+05	3.6812465e+06	1.7552879e+02
4.3711750e+05	3.6812465e+06	1.7552384e+02
4.3712250e+05	3.6812465e+06	1.7552182e+02
4.3712750e+05	3.6812465e+06	1.7552286e+02
4.3713250e+05	3.6812465e+06	1.7552689e+02
4.3713750e+05	3.6812465e+06	1.7553412e+02
4.3714250e+05	3.6812465e+06	1.7554082e+02
4.3714750e+05	3.6812465e+06	1.7555637e+02
4.3715250e+05	3.6812465e+06	1.7558496e+02
4.3617750e+05	3.6812515e+06	1.7643102e+02
4.3618250e+05	3.6812515e+06	1.7624764e+02
4.3618750e+05	3.6812515e+06	1.7605505e+02
4.3619250e+05	3.6812515e+06	1.7586963e+02
4.3619750e+05	3.6812515e+06	1.7568208e+02
4.3620250e+05	3.6812515e+06	1.7547646e+02
4.3620750e+05	3.6812515e+06	1.7526858e+02
4.3621250e+05	3.6812515e+06	1.7505710e+02
4.3621750e+05	3.6812515e+06	1.7483068e+02
4.3622250e+05	3.6812515e+06	1.7460273e+02
4.3622750e+05	3.6812515e+06	1.7441846e+02
4.3623250e+05	3.6812515e+06	1.7421066e+02
4.3623750e+05	3.6812515e+06	1.7404104e+02
4.3624250e+05	3.6812515e+06	1.7384758e+02
4.3624750e+05	3.6812515e+06	1.7364720e+02
4.3625250e+05	3.6812515e+06	1.7344328e+02
4.3625750e+05	3.6812515e+06	1.7324741e+02
4.3626250e+05	3.6812515e+06	1.7305299e+02
4.3626750e+05	3.6812515e+06	1.7286027e+02
4.3627250e+05	3.6812515e+06	1.7267477e+02
4.3627750e+05	3.6812515e+06	1.7244174e+02
4.3628250e+05	3.6812515e+06	1.7220259e+02
4.3628750e+05	3.6812515e+06	1.7197089e+02
4.3629250e+05	3.6812515e+06	1.7173232e+02
4.3629750e+05	3.6812515e+06	1.7145477e+02
4.3630250e+05	3.6812515e+06	1.7119185e+02
4.3630750e+05	3.6812515e+06	1.7091883e+02
4.3631250e+05	3.6812515e+06	1.7063701e+02
4.3631750e+05	3.6812515e+06	1.7038482e+02
4.3632250e+05	3.6812515e+06	1.7012277e+02
4.3632750e+05	3.6812515e+06	1.6986420e+02
4.3633250e+05	3.6812515e+06	1.6961092e+02
4.3633750e+05	3.6812515e+06	1.6936506e+02
4.3634250e+05	3.6812515e+06	1.6913083e+02
4.3634750e+05	3.6812515e+06	1.6890869e+02
4.3635250e+05	3.6812515e+06	1.6870262e+02
4.3635750e+05	3.6812515e+06	1.6851614e+02
4.3636250e+05	3.6812515e+06	1.6835032e+02
4.3636750e+05	3.6812515e+06	1.6820704e+02
