STATION_SEQ|SITE_ID|STATION_ID|STATION_TYPE|STATION_STATUS_CODE|GRID_PLANE|COORDINATE_STATUS_CODE|NORTHING|EASTING|PLANIMETRIC_UNITS|LONGITUDE|LATITUDE|GROUND_ELEVATION|REFERENCE_ELEVATION|ELEVATION_UNITS|REFERENCE_ELEVATION_CODE|TOP_DEPTH|BOTTOM_DEPTH|DEPTH_UNITS|INSTALLATION_DATE|ISINDOMAIN|ISINDOMAIN2|ISINDOMAIN3|AQUIFER|TOP_ELEV|BOTTOM_ELEV
1025818|19|FSP-071|SEEPLINE|ACTIVE|UTM|L|3681580.41072|437598.223197|m|-81.6700516464|33.2731792074|189.59999999999999|189.59999999999999|ft|G||||||True|True|D||
1025819|19|FSP-072|SEEPLINE|ACTIVE|UTM|L|3681608.53655|437621.845723|m|-81.6697999468|33.2734342591|190.40000000000001|190.40000000000001|ft|G||||||False|True|D||
1025820|19|FSP-204|SEEPLINE|ACTIVE|UTM||3680954.16|436607.96|m|-81.6806403272|33.2674728992|||ft|G||||||True|True|D||
1025821|19|FSP-213|SEEPLINE|ACTIVE|UTM||3680991.03|436552.48|m|-81.6812385613|33.2678021903|||ft|G||||||True|True|D||
1025822|19|FSP-220|SEEPLINE|ACTIVE|UTM||3680852.59|436622.72|m|-81.6804747542|33.2665576432|||ft|G||||||True|True|D||
1025823|19|FSP-226|SEEPLINE|ACTIVE|UTM||3680924.94|436553.85|m|-81.6812192244|33.2672061639|||ft|G||||||True|True|D||
1025824|19|FSP-235|SEEPLINE|ACTIVE|UTM||3680841.38|436609.4|m|-81.6806169765|33.2664557504|||ft|G||||||True|True|D||
1025825|19|FSP-241|SEEPLINE|ACTIVE|UTM||3680739.15|436534.19|m|-81.6814172868|33.265529251|||ft|G||||||True|True|D||
1025826|19|FSP-249|SEEPLINE|ACTIVE|UTM||3680750.61|436418.43|m|-81.6826609019|33.265625798|||ft|G||||||True|True|D||
1025827|19|FSP-256|SEEPLINE|ACTIVE|UTM||3680807.21|436326.35|m|-81.6836534602|33.2661308766|||ft|G||||||True|True|D||
1025828|19|FSP-270|SEEPLINE|ACTIVE|UTM||3680587.63|436350.89|m|-81.6833745709|33.2641517961|||ft|G||||||True|True|D||
1025829|19|FSP-290|SEEPLINE|ACTIVE|UTM||3680577.17|436152.72|m|-81.6855013723|33.2640457388|||ft|G||||||True|True|D||
1025830|19|FSP-60|SEEPLINE|ACTIVE|UTM|L|3681582.89472|437184.846284|m|-81.67449027|33.2731776096|196.09999999999999|196.09999999999999|ft|G||||||True|True|D||
1025831|19|FSP-61|SEEPLINE|ACTIVE|UTM|L|3681534.13174|437253.509833|m|-81.6737496478|33.2727417835|190.09999999999999|190.09999999999999|ft|G||||||True|True|D||
1025832|19|FSP-62|SEEPLINE|ACTIVE|UTM|L|3681436.89896|437293.38476|m|-81.6733147796|33.2718670993|186|186|ft|G||||||True|True|D||
1025833|19|FSP-63|SEEPLINE|ACTIVE|UTM|L|3681381.74879|437305.640956|m|-81.6731793692|33.2713703776|185.40000000000001|185.40000000000001|ft|G||||||True|True|D||
1025834|19|FSP-64|SEEPLINE|ACTIVE|UTM|L|3681470.61673|437347.987867|m|-81.6727308438|33.2721743951|186.59999999999999|186.59999999999999|ft|G||||||True|True|D||
1025835|19|FSP-65|SEEPLINE|ACTIVE|UTM|L|3681545.55844|437358.26015|m|-81.6726257336|33.2728509386|188.5|188.5|ft|G||||||True|True|D||
1025836|19|FSP-66|SEEPLINE|ACTIVE|UTM|L|3681587.89119|437390.00864|m|-81.6722877756|33.2732346085|191.69999999999999|191.69999999999999|ft|G||||||True|True|D||
1025837|19|FSP-67|SEEPLINE|ACTIVE|UTM|L|3681653.94251|437408.260228|m|-81.6720963715|33.2738314267|200|200|ft|G||||||True|True|D||
1025838|19|FSP-68|SEEPLINE|ACTIVE|UTM|L|3681589.40943|437480.111886|m|-81.6713204359|33.2732535306|191|191|ft|G||||||True|True|D||
1025839|19|FSP-69|SEEPLINE|ACTIVE|UTM|L|3681528.26722|437519.343636|m|-81.6708949843|33.2727043242|186.09999999999999|186.09999999999999|ft|G||||||True|True|D||
1025840|19|FSP-70|SEEPLINE|ACTIVE|UTM|L|3681553.73579|437562.614555|m|-81.6704321399|33.2729365479|187.80000000000001|187.80000000000001|ft|G||||||True|True|D||
1025841|19|FSP-71|SEEPLINE|ACTIVE|UTM|L|3681580.41072|437598.223197|m|-81.6700516464|33.2731792074|189.59999999999999|189.59999999999999|ft|G||||||True|True|D||
1025842|19|FSP-72|SEEPLINE|ACTIVE|UTM|L|3681608.53655|437621.845723|m|-81.6697999468|33.2734342591|190.40000000000001|190.40000000000001|ft|G||||||False|True|D||
24790142|2050|FSP249A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|U|3680751.569|436418.964|m|-81.68265524|33.26563448|185.5|188.24000000000001|ft|C|12.5|15|ft|2002-01-23||True|True|D|175.74000000000001|173.24000000000001
24790144|2050|FSP  2A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|U|3680895.143|436774.047|m|-81.67885304|33.26695033|183.5|186.69999999999999|ft|C|20|22.5|ft|2002-01-22||True|True|D|166.69999999999999|164.19999999999999
24790145|2050|FSP  2B|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|U|3680895.287|436773.406|m|-81.67885993|33.2669516|183.80000000000001|186.78999999999999|ft|C|3|8|ft|2002-01-22||True|True|D|183.78999999999999|178.78999999999999
1015654|34|FBP 12D|MONITORING WELL|ACTIVE|UTM||3682770.42|436177.06|m|-81.6853946054|33.2838294322|288.10000000000002|290.60000000000002|ft|S|86|106|ft|1993-07-06||False|True|D|204.60000000000002|184.60000000000002
1025817|19|FSP-070|SEEPLINE|ACTIVE|UTM|L|3681553.73579|437562.614555|m|-81.6704321399|33.2729365479|187.80000000000001|187.80000000000001|ft|G||||||True|True|D||
15229493|19|FBI  1D|INJECTION WELL|ABANDONED|UTM|L|3681559.95799546|436595.7037361|m|-81.6808143138|33.272936247|280.94999999999999|283.22000000000003|ft|S|89.510000000000005|109.47|ft|2001-03-07||True|True|D|193.71000000000004|173.75000000000003
15229494|19|FBI  2D|INJECTION WELL|ABANDONED|UTM|L|3681558.47613049|436609.13329366|m|-81.6806700168|33.2729236708|279.73000000000002|281.91000000000003|ft|S|89.189999999999998|109.15000000000001|ft|2001-03-01||True|True|D|192.72000000000003|172.76000000000002
15229495|19|FBI  3D|INJECTION WELL|ABANDONED|UTM|L|3681545.871|436598.291|m|-81.68078555|33.27280934|279.13|281.39999999999998|ft|S|85.709999999999994|105.67|ft|2001-03-06||True|True|D|195.69|175.72999999999996
15229496|19|FBI  4D|INJECTION WELL|ABANDONED|UTM||3681544.718|436608.248|m|-81.68067856|33.27279952|277.81|280.17000000000002|ft|S||||||True|True|D||
15229497|19|FBI  5D|INJECTION WELL|ABANDONED|UTM||3681551.47|436620.952|m|-81.68054263|33.27286118|277.73000000000002|280.00999999999999|ft|S||||||True|True|D||
15229498|19|FBI  6D|INJECTION WELL|ABANDONED|UTM||3681527.043|436566.886|m|-81.68112142|33.27263767|278.19|280.47000000000003|ft|S|91.319999999999993|111.28|ft|2001-02-13||True|True|D|189.15000000000003|169.19000000000003
15229499|19|FBI  7D|INJECTION WELL|ABANDONED|UTM||3681548.818|436661.819|m|-81.68010365|33.27283966|270.5|272.92000000000002|ft|S|79.019999999999996|98.980000000000004|ft|2001-02-20||True|True|D|193.90000000000003|173.94
15229500|19|FBI  8D|INJECTION WELL|ABANDONED|UTM||3681555.007|436643.818|m|-81.68029737|33.27289442|275.16000000000003|277.35000000000002|ft|S|82.120000000000005|102.08|ft|2001-02-19||True|True|D|195.23000000000002|175.27000000000004
15229501|19|FBI  9D|INJECTION WELL|ABANDONED|UTM||3681549.78|436676.323|m|-81.67994799|33.27284919|268.00999999999999|270.23000000000002|ft|S|80.299999999999997|100.28|ft|2001-02-16||True|True|D|189.93000000000001|169.95000000000002
25355297|19|FSP-072A|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|U|3681638.064|437603.739|m|-81.6699964|33.27369953|194.80000000000001|197.75999999999999|ft|C|16|18.5|ft|2002-01-30||True|True|D|181.75999999999999|179.25999999999999
25355298|19|FSP-072B|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|U|3681638.608|437603.342|m|-81.67000069|33.27370442|194.80000000000001|197.75999999999999|ft|C|5|10|ft|2002-01-30||True|True|D|192.75999999999999|187.75999999999999
25388918|2050|FPZ  3A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3680989.00548|436694.150696|m|-81.6797173891|33.2677922551|194|196.97|ft|C|3.1400000000000001|18.140000000000001|ft|||True|True|D|193.83000000000001|178.82999999999998
6163068|504|FM-2BD|SURFACE WATER|ACTIVE ECO-SENSITIVE|UTM|P|3681341|437272|m|-81.67353774|33.27100088|||ft|||||||True|True|D||
6163078|504|FM-A7U|SURFACE WATER|ACTIVE ECO-SENSITIVE|UTM|P|3680389|436076.9|m|-81.6863021|33.26234403|||ft|||||||True|True|D||
6163094|19|FMC-002F|SURFACE WATER|ACTIVE ECO-SENSITIVE|UTM|P|3680850.058|436753.848|m|-81.67906676|33.2665425|||ft|||||||True|True|D||
6163103|19|FSP-017|SEEPLINE||UTM||3681100|436990|m|-81.67654876|33.26881071|||ft|||||||True|True|D||
28670030|19|FBI 14C|MONITORING WELL|ACTIVE|UTM|U|3681417.247|436907.751|m|-81.67745392|33.27166736|222.80000000000001|225.58000000000001|ft|S|64.019999999999996|74.019999999999996|ft|2003-12-30||True|True|C|161.56|151.56
28670031|19|FBI 16C|MONITORING WELL|ACTIVE|UTM|U|3681387.413|436840.615|m|-81.67817267|33.27139433|225|227.91999999999999|ft|S|69.090000000000003|79.099999999999994|ft|2003-12-19||True|True|C|158.82999999999998|148.81999999999999
28670032|19|FOB  2C|MONITORING WELL|ACTIVE|UTM|U|3681258.383|436666.216|m|-81.68003614|33.2702203|226.58000000000001|229.56999999999999|ft|S|70.019999999999996|80.019999999999996|ft|2003-12-31||True|True|C|159.55000000000001|149.55000000000001
28670033|19|FOB 13D|MONITORING WELL|ACTIVE|UTM|U|3681418.954|436959.085|m|-81.67690287|33.27168575|215.11000000000001|217.91999999999999|ft|S|30.079999999999998|40.090000000000003|ft|2003-12-19||True|True|D|187.83999999999997|177.82999999999998
28670034|19|FOB 14C|MONITORING WELL|ACTIVE|UTM|U|3681175.073|436680.141|m|-81.67988081|33.26946969|215.50999999999999|218.36000000000001|ft|S|69.129999999999995|79.140000000000001|ft|2003-12-30||True|True|C|149.23000000000002|139.22000000000003
28670035|19|FOB 14D|MONITORING WELL|ACTIVE|UTM|U|3681171.577|436679.693|m|-81.67988537|33.26943814|215.00999999999999|217.81999999999999|ft|S|29.920000000000002|39.920000000000002|ft|2003-12-30||True|True|D|187.89999999999998|177.89999999999998
28670036|19|FOB 15D|MONITORING WELL|ACTIVE|UTM|U|3681118.222|436465.444|m|-81.68218193|33.26894429|222.13999999999999|225.06|ft|S|29.02|39.020000000000003|ft|2003-12-30||True|True|D|196.03999999999999|186.03999999999999
28670037|19|FOB 16D|MONITORING WELL|ACTIVE|UTM|U|3681481.078|436667.064|m|-81.68004261|33.27222898|251.72999999999999|254.52000000000001|ft|S|68.079999999999998|78.090000000000003|ft|2004-01-05||True|True|D|186.44|176.43000000000001
28670037|19|FOB 16D|MONITORING WELL|ACTIVE|UTM|U|3681481.078|436667.064|m|-81.68004261|33.27222898|251.72999999999999|254.52000000000001|ft|S|78.090000000000003|88.099999999999994|ft|2004-01-05||True|True|D|176.43000000000001|166.42000000000002
28679101|19|FSP226A|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|A|3680922.679|436556.675|m|-81.68118874|33.26718594|189.5|192.00999999999999|ft|C|12.09|14.6|ft|2004-03-08||True|True|D|179.91999999999999|177.41
28684608|103|SWP004MD|MONITORING WELL|ACTIVE|UTM|A|3682086.208|437624.581|m|-81.66980348|33.27774284|255.44|258.11000000000001|ft|S|58|68|ft|2004-02-25||False|True|D|200.11000000000001|190.11000000000001
28743310|19|FIB  9|INJECTION WELL|ACTIVE|UTM|A|3681111.481|436468.73|m|-81.68214618|33.26888369|221.58000000000001||ft||27.550000000000001|37.549999999999997|ft|2004-02-20||True|True|D||
28743311|19|FIT001|INJECTION WELL|ACTIVE|UTM|A|3681108.06|436455.802|m|-81.68228474|33.26885206|221.08000000000001||ft||27.52|37.520000000000003|ft|2004-02-19||True|True|D||
28743312|19|FIT002|INJECTION WELL|ACTIVE|UTM|A|3681107.94|436440.821|m|-81.68244558|33.2688501|221.08000000000001||ft||35.020000000000003|45.020000000000003|ft|2004-02-19||True|True|D||
28743313|19|FIT003|INJECTION WELL|ACTIVE|UTM|A|3681107.832|436425.398|m|-81.68261116|33.26884822|222.47||ft||37.5|47.5|ft|2004-02-19||True|True|D||
28743314|19|FIT004|INJECTION WELL|ACTIVE|UTM|A|3681107.548|436410.133|m|-81.68277503|33.26884476|223.13||ft||37.530000000000001|47.530000000000001|ft|2004-02-19||True|True|D||
28743315|19|FIT005|INJECTION WELL|ACTIVE|UTM|A|3681107.175|436394.926|m|-81.68293827|33.26884049|223.94999999999999||ft||40.219999999999999|50.200000000000003|ft|2004-02-18||True|True|D||
28743316|19|FIT006|INJECTION WELL|ACTIVE|UTM|A|3681107.029|436379.354|m|-81.68310546|33.26883825|225.53999999999999||ft||40.07|50.07|ft|2004-02-18||True|True|D||
28743318|19|FIT008|INJECTION WELL|ACTIVE|UTM|A|3681106.552|436348.701|m|-81.68343453|33.26883215|227.09||ft||40|50|ft|2004-02-17||True|True|D||
28743319|19|FIT009|INJECTION WELL|ACTIVE|UTM|A|3681206.758|436630.234|m|-81.68041886|33.26975254|220.72999999999999||ft||30.039999999999999|40.020000000000003|ft|2004-02-13||True|True|D||
28743320|19|FIT010|INJECTION WELL|ACTIVE|UTM|A|3681216.629|436642.847|m|-81.68028413|33.26984232|222.13999999999999||ft||37.380000000000003|47.390000000000001|ft|2004-02-05||True|True|D||
28743321|19|FIT011|INJECTION WELL|ACTIVE|UTM|A|3681228.955|436655.048|m|-81.68015399|33.26995422|223.77000000000001||ft||40|50|ft|2004-02-13||True|True|D||
28743322|19|FIT012|INJECTION WELL|ACTIVE|UTM|A|3681241.119|436667.212|m|-81.68002424|33.27006465|225.38||ft||45|55|ft|2004-02-13||True|True|D||
28743323|19|FIT013|INJECTION WELL|ACTIVE|UTM|A|3681253.312|436677.52|m|-81.67991441|33.27017522|226.80000000000001||ft||47.5|57.5|ft|2004-02-05||True|True|D||
28743324|19|FIT014|INJECTION WELL|ACTIVE|UTM|A|3681304.335|436759.293|m|-81.67904001|33.27064023|231.77000000000001||ft||32.359999999999999|47.350000000000001|ft|2004-02-05||True|True|D||
28743325|19|FIT015|INJECTION WELL|ACTIVE|UTM|A|3681316.9|436771.847|m|-81.67890609|33.2707543|230.44||ft||34.829999999999998|49.799999999999997|ft|2004-02-03||True|True|D||
28743326|19|FIT016|INJECTION WELL|ACTIVE|UTM|A|3681323.723|436786.977|m|-81.67874412|33.27081672|229.09999999999999||ft||37.049999999999997|52.030000000000001|ft|2004-01-30||True|True|D||
28743328|19|FIT018|INJECTION WELL|ACTIVE|UTM|A|3681377.791|436861.806|m|-81.67794447|33.27130878|222.38||ft||39.859999999999999|54.869999999999997|ft|2004-01-30||True|True|D||
28743329|19|FIT019|INJECTION WELL|ACTIVE|UTM|A|3681387.58|436873.483|m|-81.67781978|33.27139776|223.19||ft||34.909999999999997|49.93|ft|2004-01-30||True|True|D||
28743330|19|FIT020|INJECTION WELL|ACTIVE|UTM|A|3681397.403|436885.264|m|-81.67769398|33.27148705|223.43000000000001||ft||34.539999999999999|49.530000000000001|ft|2004-01-22||True|True|D||
28743331|19|FIT021|INJECTION WELL|ACTIVE|UTM|A|3681406.54|436896.143|m|-81.67757781|33.2715701|222.80000000000001||ft||32.020000000000003|47.039999999999999|ft|2004-01-22||True|True|D||
28743332|19|FIT022|INJECTION WELL|ACTIVE|UTM|A|3681422.974|436905.101|m|-81.67748277|33.27171885|224.03||ft||34.509999999999998|49.530000000000001|ft|2004-01-22||True|True|D||
28743333|19|FIT023|INJECTION WELL|ABANDONED|UTM|A|3681427.375|436920.063|m|-81.67732243|33.27175942|222.13999999999999||ft||34.600000000000001|49.600000000000001|ft|2004-01-21||True|True|D||
28878241|19|FBW002D|PIEZOMETER WELL|ABANDONED|UTM|A|3681416.978|436931.322|m|-81.67720082|33.2716663|219.91999999999999|221.56|ft|C|27|47|ft|2004-06-14||True|True|D|194.56|174.56
28679102|19|FSP204A|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|A|3680960.787|436612.996|m|-81.68058672|33.26753297|190.5|192.91999999999999|ft|C|12.23|14.720000000000001|ft|2004-03-05||True|True|D|180.69|178.19999999999999
28743317|19|FIT007|INJECTION WELL|ACTIVE|UTM|A|3681106.864|436363.621|m|-81.68327436|33.26883584|226.83000000000001||ft||40|50|ft|2004-02-18||True|True|D||
28743327|19|FIT017|INJECTION WELL|ACTIVE|UTM|A|3681329.693|436805.513|m|-81.67854553|33.27087166|227.33000000000001||ft||39.740000000000002|54.729999999999997|ft|2004-01-30||True|True|D||
29191793|19|FSB125DR|MONITORING WELL|ACTIVE|UTM|P|3681484|436766.8|m|-81.67897195|33.27226118|240.75|243.97999999999999|ft|S|55|65|ft|2005-01-19||True|True|D|188.97999999999999|178.97999999999999
29207078|575|UTR-018|PIEZOMETER WELL|ABANDONED|UTM|A|3682916.7190085|435539.4118131|m|-81.69225229|33.28511104|154.5|157.59|ft|C|2|7|ft|2005-03-22||False|True|D|155.59|150.59
29207079|575|UTR-019|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|A|3683046.353428|435499.163921|m|-81.692693732|33.28627788|135.69999999999999|138.47|ft|C|4|9|ft|2005-03-22||False|True|D|134.47|129.47
29207080|575|UTR-020|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|A|3683073.686568|435467.157426|m|-81.69303938|33.28652249|126.90000000000001|129.55000000000001|ft|C|2|7|ft|2005-03-22||False|True|D|127.55000000000001|122.55000000000001
28319322|103|SWP100D|MONITORING WELL|ACTIVE|UTM|U|3682153.367|437300.692|m|-81.67328592|33.2783298|268.41000000000003|270.76999999999998|ft|C|45.200000000000003|75.200000000000003|ft|1999-01-28||True|True|D|225.56999999999999|195.56999999999999
28319323|103|SWP200C|MONITORING WELL|ACTIVE|UTM|U|3682152.922|437297.813|m|-81.67331681|33.27832561|268.87|270.81999999999999|ft|C|88.299999999999997|148.30000000000001|ft|1999-01-27||True|True|C|182.51999999999998|122.51999999999998
28319324|103|SWP300A|MONITORING WELL|ACTIVE|UTM|U|3682152.048|437294.469|m|-81.67335266|33.27831754|268.69|271.19|ft|C|162.19999999999999|202.19999999999999|ft|1999-01-28||True|True|A|108.99000000000001|68.990000000000009
27597228|103|SWP201C|MONITORING WELL|ACTIVE|UTM|S|3682147.22|437298.399|m|-81.67331385|33.27827044|267.82999999999998|270.54000000000002|ft|C|134.80000000000001|144.80000000000001|ft|1998-12-10||True|True|C|135.74000000000001|125.74000000000001
27597281|103|SWP302A|MONITORING WELL|ACTIVE|UTM|S|3682091.715|437300.284|m|-81.67328604|33.2777737|261.05000000000001|263.80000000000001|ft|C|165.40000000000001|175.40000000000001|ft|1998-12-28||True|True|A|98.400000000000006|88.400000000000006
27597227|103|SWP102D|MONITORING WELL|ACTIVE|UTM|S|3682142.16|437302.562|m|-81.67327023|33.27822708|267.31|270.10000000000002|ft|C|57.299999999999997|67.299999999999997|ft|1998-12-11||True|True|D|212.80000000000001|202.80000000000001
27597282|103|SWP303A|MONITORING WELL|ACTIVE|UTM|S|3682005.844|437317.283|m|-81.67309757|33.27700017|247.44999999999999|250.16|ft|C|142.80000000000001|152.80000000000001|ft|1998-12-22||True|True|A|107.35999999999999|97.359999999999985
28528971|19|FSP 47A|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|A|3681360.76|436993.762|m|-81.6765265|33.27116289|198.30000000000001|200.68000000000001|ft|C|11.5|13.99|ft|2004-03-04||True|True|D|189.18000000000001|186.69
28578762|19|FSB130D|MONITORING WELL|ACTIVE|UTM|P|3681291.874|436743.637|m|-81.67920723|33.2705269|231.96000000000001|234.78999999999999|ft|S|35|45.009999999999998|ft|2003-12-19||True|True|D|199.78999999999999|189.78
28661808|19|FSB124D|MONITORING WELL|ACTIVE|UTM|P|3681393.92|436430.434|m|-81.68257716|33.27142892|256.32999999999998|259.41000000000003|ft|S|66.060000000000002|76.060000000000002|ft|2003-12-30||True|True|D|193.35000000000002|183.35000000000002
28661809|19|FSB125D|MONITORING WELL|ABANDONED|UTM|A|3681487.733|436761.282|m|-81.67903145|33.27229453|241.11000000000001|244.16|ft|S|55.119999999999997|65.140000000000001|ft|2003-12-19||True|True|D|189.03999999999999|179.01999999999998
28661810|19|FSB126D|MONITORING WELL|ACTIVE|UTM|P|3681381.343|436740.272|m|-81.67924961|33.2713337|236.86000000000001|239.77000000000001|ft|S|53.789999999999999|63.799999999999997|ft|2003-12-19||True|True|D|185.98000000000002|175.97000000000003
28661811|19|FSB127D|MONITORING WELL|ACTIVE|UTM|P|3681484.472|437035.989|m|-81.67608171|33.27228119|211.09999999999999|214.13|ft|S|28.989999999999998|34|ft|2003-12-16||True|True|D|185.13999999999999|180.13
28661812|19|FSB128D|MONITORING WELL|ACTIVE|UTM|P|3681134.69|436212.504|m|-81.68489879|33.26907789|246.40000000000001|249.19|ft|S|55.07|65.069999999999993|ft|2003-12-19||True|True|D|194.12|184.12
28661813|19|FSB129D|MONITORING WELL|ACTIVE|UTM|P|3680896.825|436239.507|m|-81.68459212|33.26693404|222.24000000000001|225.15000000000001|ft|S|19.010000000000002|29.010000000000002|ft|2003-12-31||True|True|D|206.14000000000001|196.14000000000001
28661814|19|FSB131D|MONITORING WELL|ACTIVE|UTM|P|3681261.453|436736.59|m|-81.67928077|33.27025212|226.09|229.05000000000001|ft|S|28.02|38.020000000000003|ft|2003-12-19||True|True|D|201.03|191.03
28661815|19|FSB132D|MONITORING WELL|ACTIVE|UTM|P|3681202.619|436587.224|m|-81.68088035|33.26971269|219.44999999999999|222.47999999999999|ft|S|27.059999999999999|37.049999999999997|ft|2004-01-02||True|True|D|195.41999999999999|185.43000000000001
28661816|19|FSB133D|MONITORING WELL|ACTIVE|UTM|P|3681128.633|436541.774|m|-81.68136315|33.26904269|217.53|220.34999999999999|ft|S|17.809999999999999|27.82|ft|2003-12-30||True|True|D|202.53999999999999|192.53
28661817|19|FSB134D|MONITORING WELL|ACTIVE|UTM|P|3681156.376|436507.234|m|-81.68173593|33.26929089|220.22999999999999|223.30000000000001|ft|S|29.670000000000002|39.670000000000002|ft|2003-12-31||True|True|D|193.63|183.63
28661818|19|FSB135D|MONITORING WELL|ACTIVE|UTM|P|3681079.14|436407.977|m|-81.68279619|33.2685884|219.12|222.11000000000001|ft|S|33.060000000000002|43.049999999999997|ft|2003-12-30||True|True|D|189.05000000000001|179.06
28661819|19|FSB136D|MONITORING WELL|ACTIVE|UTM|P|3681045.886|436420.123|m|-81.68266344|33.26828918|215.09999999999999|217.99000000000001|ft|S|16.170000000000002|26.170000000000002|ft|2003-12-31||True|True|D|201.81999999999999|191.81999999999999
28661820|19|FSB137D|MONITORING WELL|ACTIVE|UTM|P|3680970.429|436454.876|m|-81.68228502|33.26761063|200.61000000000001|203.28|ft|S|15|20|ft|2003-12-31||True|True|D|188.28|183.28
28661821|19|FSB138D|MONITORING WELL|ACTIVE|UTM|P|3681090.045|436632.232|m|-81.68038923|33.26869995|208.00999999999999|210.93000000000001|ft|S|22.5|27.5|ft|2003-12-31||True|True|D|188.43000000000001|183.43000000000001
29349471|19|FIB010|INJECTION WELL|ACTIVE|UTM|A|3681119.264877|436482.340181|m|-81.6820005|33.268954|221.90000000000001|221.90000000000001|ft|G|25|35|ft|2004-11-30||True|True|D|196.90000000000001|186.90000000000001
29350377|19|FIB013|INJECTION WELL|ACTIVE|UTM|A|3681140.54902|436522.3480446|m|-81.6815725|33.26914902|219.69999999999999|219.69999999999999|ft|G|22|37|ft|2004-12-01||True|True|D|197.69999999999999|182.69999999999999
29350378|19|FIB014|INJECTION WELL|ACTIVE|UTM|A|3681147.9216621|436540.3976497|m|-81.6813792|33.2692165|215.80000000000001|215.80000000000001|ft|G|22.5|37.5|ft|2004-12-02||True|True|D|193.30000000000001|178.30000000000001
29350379|19|FIB015|INJECTION WELL|ACTIVE|UTM|A|3681159.61572|436546.044953|m|-81.6813194|33.2693223|215.80000000000001|215.80000000000001|ft|G|22.5|37.5|ft|2004-12-02||True|True|D|193.30000000000001|178.30000000000001
29354554|19|FIB016|INJECTION WELL|ACTIVE|UTM|A|3681166.286844|436560.3350004|m|-81.681166|33.2693834|216.19999999999999|216.19999999999999|ft|G|22.5|37.5|ft|2004-12-02||True|True|D|193.69999999999999|178.69999999999999
29354555|19|FIB017|INJECTION WELL|ACTIVE|UTM|A|3681166.507398|436570.765203|m|-81.681054|33.269386|215.80000000000001|215.80000000000001|ft|G|15.5|30.5|ft|2004-12-02||True|True|D|200.30000000000001|185.30000000000001
29361895|19|FIB018|INJECTION WELL|ACTIVE|UTM|A|3681180.403031|436587.72607|m|-81.680873|33.269512|216.80000000000001|216.80000000000001|ft|G|17.5|27.5|ft|2004-12-03||True|True|D|199.30000000000001|189.30000000000001
29361922|19|FIB019|INJECTION WELL|ACTIVE|UTM|A|3681186.8863795|436600.909058|m|-81.68073231|33.26957158|217.19999999999999|217.19999999999999|ft|G|17.5|27.5|ft|2004-12-03||True|True|D|199.69999999999999|189.69999999999999
29361940|19|FIB020|INJECTION WELL|ACTIVE|UTM|A|3681190.508647|436618.63211|m|-81.6805422|33.269605|217.75|217.75|ft|G|18.5|28.5|ft|2004-12-03||True|True|D|199.25|189.25
29361945|19|FIB021|INJECTION WELL|ACTIVE|UTM|A|3681198.7512711|436629.742958|m|-81.68042356|33.2696803|219.34999999999999|219.34999999999999|ft|G|24.5|34.5|ft|2004-12-08||True|True|D|194.84999999999999|184.84999999999999
29366842|19|FIB022|INJECTION WELL|ACTIVE|UTM|A|3681262.26637|436704.15523|m|-81.679629|33.27025755|228.09999999999999|228.09999999999999|ft|G|34.5|49.5|ft|2004-12-08||True|True|D|193.59999999999999|178.59999999999999
29366844|19|FIB023|INJECTION WELL|ACTIVE|UTM|A|3681269.101269|436713.373669|m|-81.67953056|33.27031974|228.59999999999999|228.59999999999999|ft|G|34.5|49.5|ft|2004-12-10||True|True|D|194.09999999999999|179.09999999999999
29366902|19|FIB024|INJECTION WELL|ACTIVE|UTM|A|3681273.0462495|436734.40838009|m|-81.679305|33.2703565|228.09999999999999|228.09999999999999|ft|G|30|45|ft|2004-12-10||True|True|D|198.09999999999999|183.09999999999999
29368122|19|FIB025|INJECTION WELL|ACTIVE|UTM|A|3681278.932324|436744.000905|m|-81.6792024|33.2704102|229.19999999999999|229.19999999999999|ft|G|28.5|43.5|ft|2004-12-09||True|True|D|200.69999999999999|185.69999999999999
29369571|19|FIB026|INJECTION WELL|ACTIVE|UTM|A|3681291.394726|436755.6016357|m|-81.6790787|33.27052329|230.44999999999999|230.44999999999999|ft|G|31.5|46.5|ft|2004-12-09||True|True|D|198.94999999999999|183.94999999999999
29398307|19|FIB011|INJECTION WELL|ACTIVE|UTM|A|3681126.309601|436495.434879|m|-81.6818605|33.269019|222|222|ft|G|25|35|ft|2004-11-30||True|True|D|197|187
