STATION_SEQ|SITE_ID|STATION_ID|STATION_TYPE|STATION_STATUS_CODE|GRID_PLANE|COORDINATE_STATUS_CODE|NORTHING|EASTING|PLANIMETRIC_UNITS|LONGITUDE|LATITUDE|GROUND_ELEVATION|REFERENCE_ELEVATION|ELEVATION_UNITS|REFERENCE_ELEVATION_CODE|TOP_DEPTH|BOTTOM_DEPTH|DEPTH_UNITS|INSTALLATION_DATE|ISINDOMAIN|ISINDOMAIN2|ISINDOMAIN3|AQUIFER|TOP_ELEV|BOTTOM_ELEV
29398436|19|FIB012|INJECTION WELL|ACTIVE|UTM|A|3681133.4782107|436509.031122|m|-81.68171502|33.2690844|221.19999999999999|221.19999999999999|ft|G|27.5|37.5|ft|2004-12-01||True|True|D|193.69999999999999|183.69999999999999
24790146|2050|FSP  2C|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|U|3680907.757|436780.818|m|-81.67878122|33.26706451|||ft||0.41999999999999998|14.75|ft|2002-05-09||True|True|D||
28677656|19|FSP-12A|SEEPLINE|ACTIVE ECO-SENSITIVE|UTM|A|3681184.762|436755.266|m|-81.6790749|33.26956149|200.69999999999999|203.37|ft|C|11.92|14.43|ft|2004-03-09||True|True|D|191.45000000000002|188.94
29767689|575|FGW012 C|MONITORING WELL|ACTIVE|UTM|A|3681953.4614|436260.0176|m|-81.68444627|33.2764657||286.37|ft|S|119.5|129.5|ft|2006-01-24||True|True|C|166.87|156.87
29767690|575|FGW012 D|MONITORING WELL|ACTIVE|UTM|A|3681955.8927|436263.94266|m|-81.6844043|33.27648786||286.55000000000001|ft|S|75|95|ft|2006-01-25||True|True|D|211.55000000000001|191.55000000000001
29767691|575|UTR018R|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|A|3682916.1178|435538.5756|m|-81.69226123|33.28510557||155.5|ft|C|4|9|ft|2006-04-04||False|True|D|151.5|146.5
31673709|19|FIB027|INJECTION WELL|ABANDONED|UTM|A|3681425.571|436954.061|m|-81.67695727|33.27174514|216.90000000000001|217.69|ft|C|24.84|44.840000000000003|ft|2008-04-23||True|True|D|192.84999999999999|172.84999999999999
31673710|19|FIB028|INJECTION WELL|ABANDONED|UTM|A|3681434.58|436967.456|m|-81.67681408|33.27182718|215.41|216.22999999999999|ft|C|25|45|ft|2008-04-22||True|True|D|191.22999999999999|171.22999999999999
31673711|19|FIB029|INJECTION WELL|ABANDONED|UTM|A|3681439.586|436981.266|m|-81.67666615|33.27187314|213.34999999999999|214.21000000000001|ft|C|24.920000000000002|44.920000000000002|ft|2008-04-23||True|True|D|189.29000000000002|169.29000000000002
31673712|19|FSI001|INJECTION WELL|ACTIVE|UTM|A|3681396.384|437026.799|m|-81.67617427|33.27148613|200.41|201.5|ft|C|10|15|ft|2008-11-12||True|True|D|191.5|186.5
31673713|19|FSI002|INJECTION WELL|ACTIVE|UTM|A|3681381.561|437010.17|m|-81.67635178|33.27135147|202.72|203.63|ft|C|14|19|ft|2008-02-15||True|True|D|189.63|184.63
31673714|19|FSI003|INJECTION WELL|ACTIVE|UTM|A|3681358.416|436983.728|m|-81.67663407|33.27114116|198.05000000000001|198.88|ft|C|15|20|ft|2008-02-15||True|True|D|183.88|178.88
31673715|19|FSI004|INJECTION WELL|ACTIVE|UTM|A|3681340.574|436968.811|m|-81.67679299|33.27097936|197.77000000000001|198.61000000000001|ft|C|13|18|ft|2008-02-19||True|True|D|185.61000000000001|180.61000000000001
31673716|19|FSI005|INJECTION WELL|ACTIVE|UTM|A|3681330.338|436957.753|m|-81.676911|33.27088639|199.55000000000001|200.33000000000001|ft|C|12.67|17.670000000000002|ft|2008-02-18||True|True|D|187.66000000000003|182.66000000000003
31673717|19|FSI006|INJECTION WELL|ACTIVE|UTM|A|3681358.316|437056.489|m|-81.67585284|33.2711445|191.78|192.74000000000001|ft|C|12.34|17.34|ft|2008-02-19||True|True|D|180.40000000000001|175.40000000000001
31673718|19|FSI007|INJECTION WELL|ACTIVE|UTM|A|3681343.773|437040.897|m|-81.67601924|33.27101242|192.13999999999999|193.00999999999999|ft|C|12|17|ft|2008-02-20||True|True|D|181.00999999999999|176.00999999999999
31673719|19|FSI008|INJECTION WELL|ACTIVE|UTM|A|3681326.578|437022.365|m|-81.67621702|33.27085625|192.44999999999999|193.36000000000001|ft|C|9.6699999999999999|14.67|ft|2008-02-20||True|True|D|183.69000000000003|178.69000000000003
31673720|19|FSI009|INJECTION WELL|ACTIVE|UTM|A|3681326.873|437004.809|m|-81.67640553|33.27085788|195.08000000000001|195.96000000000001|ft|C|10.34|15.34|ft|2008-02-21||True|True|D|185.62|180.62
31673721|19|FSI010|INJECTION WELL|ACTIVE|UTM|A|3681295.643|437093.79|m|-81.675448|33.2705814|187.56|188.56999999999999|ft|C|14.17|19.170000000000002|ft|2008-03-12||True|True|D|174.40000000000001|169.39999999999998
31673722|19|FSI011|INJECTION WELL|ACTIVE|UTM|A|3681282.284|437077.603|m|-81.67562087|33.27045996|186.83000000000001|188.12|ft|C|13.84|18.84|ft|2008-03-12||True|True|D|174.28|169.28
31673723|19|FSI012|INJECTION WELL|ACTIVE|UTM|A|3681263.669|437056.208|m|-81.67584928|33.27029081|187.43000000000001|188.50999999999999|ft|C|14.84|19.84|ft|2008-03-12||True|True|D|173.66999999999999|168.66999999999999
31673724|19|FSI013|INJECTION WELL|ACTIVE|UTM|A|3681204.533|436984.276|m|-81.67661748|33.26975323|194.41|195.38999999999999|ft|C|12.84|17.84|ft|2008-02-25||True|True|D|182.54999999999998|177.54999999999998
31673725|19|FSI014|INJECTION WELL|ACTIVE|UTM|A|3681194.36|436971.767|m|-81.67675108|33.26966074|192.09|193.08000000000001|ft|C|11.5|16.5|ft|2008-02-26||True|True|D|181.58000000000001|176.58000000000001
31673726|19|FSI015|INJECTION WELL|ACTIVE|UTM|A|3681181.173|436954.878|m|-81.67693149|33.26954081|192.30000000000001|193.27000000000001|ft|C|10.5|15.5|ft|2008-02-27||True|True|D|182.77000000000001|177.77000000000001
31673727|19|FSI016|INJECTION WELL|ACTIVE|UTM|A|3681183.86|437000.999|m|-81.6764365|33.26956774|190.66999999999999|191.49000000000001|ft|C|14|19|ft|2008-02-29||True|True|D|177.49000000000001|172.49000000000001
31673728|19|FSI017|INJECTION WELL|ACTIVE|UTM|A|3681169.317|436983.785|m|-81.6766203|33.26943556|188.71000000000001|189.71000000000001|ft|C|13.34|18.34|ft|2008-02-28||True|True|D|176.37|171.37
31673729|19|FSI018|INJECTION WELL|ACTIVE|UTM|A|3681161.385|436974.043|m|-81.67672435|33.26936344|188.11000000000001|189.59|ft|C|13.5|18.5|ft|2008-02-28||True|True|D|176.09|171.09
31673730|19|FSI019|INJECTION WELL|ACTIVE|UTM|A|3681147.355|436956.422|m|-81.67691256|33.26923587|189.72999999999999|190.58000000000001|ft|C|13|18|ft|2008-02-27||True|True|D|177.58000000000001|172.58000000000001
31673731|19|FSI020|INJECTION WELL|ACTIVE|UTM|A|3681178.035|436830.661|m|-81.67826494|33.26950524|194.59999999999999|195.44|ft|C|13.34|18.34|ft|2008-03-03||True|True|D|182.09999999999999|177.09999999999999
31673732|19|FSI021|INJECTION WELL|ACTIVE|UTM|A|3681165.747|436817.332|m|-81.67840719|33.26939362|194|194.80000000000001|ft|C|8.1699999999999999|13.17|ft|2008-03-05||True|True|D|186.63000000000002|181.63000000000002
31673733|19|FSI022|INJECTION WELL|ACTIVE|UTM|A|3681144.748|436791.525|m|-81.67868281|33.26920271|194.24000000000001|195.58000000000001|ft|C|10.84|15.84|ft|2008-03-05||True|True|D|184.74000000000001|179.74000000000001
31673734|19|FSI023|INJECTION WELL|ACTIVE|UTM|A|3681108.546|436864.04|m|-81.67790172|33.26888043|189.81999999999999|190.69|ft|C|14.17|19.170000000000002|ft|2008-03-06||True|True|D|176.52000000000001|171.51999999999998
31673735|19|FSI024|INJECTION WELL|ACTIVE|UTM|A|3681089.216|436844.692|m|-81.6781081|33.26870494|188.74000000000001|189.61000000000001|ft|C|13|18|ft|2008-03-06||True|True|D|176.61000000000001|171.61000000000001
31673736|19|FSI025|INJECTION WELL|ACTIVE|UTM|A|3681078.861|436827.837|m|-81.67828834|33.26861056|188.94|189.81|ft|C|13.92|18.920000000000002|ft|2008-03-11||True|True|D|175.89000000000001|170.88999999999999
31673737|19|FSI026|INJECTION WELL|ACTIVE|UTM|A|3681060.874|436858.423|m|-81.67795871|33.26845011|187.68000000000001|188.53|ft|C|13.5|18.5|ft|2008-03-10||True|True|D|175.03|170.03
31673738|19|FSI027|INJECTION WELL|ACTIVE|UTM|A|3681042.917|436834.91|m|-81.67820991|33.26828677|186.56999999999999|187.44999999999999|ft|C|15.34|20.34|ft|2008-03-10||True|True|D|172.10999999999999|167.10999999999999
31673739|19|FSI028|INJECTION WELL|ACTIVE|UTM|A|3681017.959|436810.172|m|-81.67847376|33.26806021|191.52000000000001|192.37|ft|C|10.67|20.670000000000002|ft|2008-03-11||True|True|D|181.70000000000002|171.69999999999999
31673740|19|FSI029|INJECTION WELL|ACTIVE|UTM|A|3680968.639|436602.694|m|-81.68069788|33.26760318|190.50999999999999|191.31999999999999|ft|C|16|21|ft|2008-03-20||True|True|D|175.31999999999999|170.31999999999999
31673741|19|FSI030|INJECTION WELL|ACTIVE|UTM|A|3680954.293|436583.012|m|-81.68090818|33.26747263|189.38|190.18000000000001|ft|C|16.170000000000002|21.170000000000002|ft|2008-03-20||True|True|D|174.00999999999999|169.00999999999999
31673742|19|FSI031|INJECTION WELL|ACTIVE|UTM|A|3680941.083|436644.651|m|-81.68024549|33.2673571|188.19999999999999|189.08000000000001|ft|C|14.17|19.170000000000002|ft|2008-03-18||True|True|D|174.91000000000003|169.91000000000003
31673743|19|FSI032|INJECTION WELL|ACTIVE|UTM|A|3680923.02|436619.718|m|-81.68051191|33.26719272|186.52000000000001|187.36000000000001|ft|C|14|19|ft|2008-03-18||True|True|D|173.36000000000001|168.36000000000001
31673744|19|FSI033|INJECTION WELL|ACTIVE|UTM|A|3680895.729|436635.484|m|-81.68034073|33.26694749|184.56999999999999|185.38|ft|C|14.5|19.5|ft|2008-03-18||True|True|D|170.88|165.88
31673745|19|FSI034|INJECTION WELL|ACTIVE|UTM|A|3680888.006|436610.818|m|-81.68060501|33.26687639|183.84|184.75|ft|C|14.67|19.670000000000002|ft|2008-03-14||True|True|D|170.08000000000001|165.07999999999998
31699659|19|FIP001|WELL|ACTIVE|UTM|A|3681417.262|436976.595|m|-81.67671475|33.27167151|211.56999999999999|214.38|ft|S|24.920000000000002|44.920000000000002|ft|2008-07-24||True|True|D|189.45999999999998|169.45999999999998
31699660|19|FIP002|WELL|ACTIVE|UTM|A|3681413.359|436961.511|m|-81.67687644|33.27163543|214.81999999999999|217.87|ft|S|25|45||2008-07-23||True|True|D|192.87|172.87
31699661|19|FIP003|WELL|ACTIVE|UTM|A|3681427.153|436970.269|m|-81.67678335|33.27176035|214.31|217.11000000000001|ft|S|25|45|ft|2008-07-23||True|True|D|192.11000000000001|172.11000000000001
31798265|19|FAW001|MONITORING WELL|ACTIVE|UTM|A|3681577.639|436282.379|m|-81.68417973|33.27307725|279.94|282.13999999999999|ft|C|62|92|ft|2008-07-30||True|True|D|220.13999999999999|190.13999999999999
31798507|19|FAW005|MONITORING WELL|ACTIVE|UTM|A|3681389.235|436738.817|m|-81.67926579|33.2714048|237.47999999999999|239.99000000000001|ft|C|30|65|ft|2008-08-01||True|True|D|209.99000000000001|174.99000000000001
26209575|19|FEX-1R|EXTRACTION WELL|ABANDONED|UTM||3681350.119|436842.986|m|-81.67814461|33.27105809|224.05000000000001|227.62|ft|S|45.100000000000001|54.600000000000001|ft|2002-07-10||True|True|D|182.52000000000001|173.02000000000001
26209577|19|FEX-3R|EXTRACTION WELL|ABANDONED|UTM||3681293.486|436768.532|m|-81.67894006|33.27054292|229.00999999999999|232.38999999999999|ft|S|35.700000000000003|45.5|ft|2002-07-18||True|True|D|196.69|186.88999999999999
26209578|19|FEX-4R|EXTRACTION WELL|ABANDONED|UTM||3681274.78|436694.668|m|-81.6797318|33.27036986|229.81|233.44999999999999|ft|S|44.399999999999999|54.399999999999999|ft|2002-07-25||True|True|D|189.04999999999998|179.04999999999998
26354953|19|FSB 87BR|MONITORING WELL|ACTIVE|UTM||3681757.633|436510.206|m|-81.68174616|33.27471417|286.25|288.72000000000003|ft|S|190|200.09999999999999|ft|2002-09-06||True|True|B|98.720000000000027|88.620000000000033
26354954|19|FSB120AR|MONITORING WELL|ACTIVE|UTM||3681583.081|436293.651|m|-81.68405908|33.273127|277.51999999999998|280.19|ft|S|175|185.09999999999999|ft|2002-09-11||True|True|A|105.19|95.090000000000003
26735464|19|FBI 17D|MONITORING WELL|ACTIVE|UTM||3681323.153|436854.818|m|-81.67801569|33.27081556|220.65000000000001|223.63999999999999|ft|S|38|48.700000000000003|ft|2002-10-10||True|True|D|185.63999999999999|174.94
26735465|19|FBI 13D|MONITORING WELL|ACTIVE|UTM||3681430.245|436803.753|m|-81.67857144|33.2717785|231.27000000000001|233.66999999999999|ft|C|59.130000000000003|69.140000000000001|ft|2002-04-04||True|True|D|174.53999999999999|164.52999999999997
26735575|19|FBI 10D|MONITORING WELL|ABANDONED|UTM||3681563.398|436661.469|m|-81.68010843|33.27297114|273.49000000000001|275.74000000000001|ft|S|82.620000000000005|102.59999999999999|ft|2001-02-27||True|True|D|193.12|173.14000000000001
26735576|19|FBI 11D|MONITORING WELL|ABANDONED|UTM||3681570.581|436725.773|m|-81.6794185|33.2730397|266.24000000000001|268.51999999999998|ft|S|82.480000000000004|102.44|ft|2001-02-08||True|True|D|186.03999999999996|166.07999999999998
26735577|19|FBI 12D|MONITORING WELL|ABANDONED|UTM||3681564.185|436685.073|m|-81.67985505|33.27297963|269.92000000000002|272.19|ft|S|83|102.98|ft|2001-02-15||True|True|D|189.19|169.20999999999998
26735578|19|FBI 14D|MONITORING WELL|ACTIVE|UTM||3681412.437|436911.317|m|-81.6774153|33.27162418|221.84|224.36000000000001|ft|C|41.509999999999998|51.520000000000003|ft|2002-03-22||True|True|D|182.85000000000002|172.84
26735579|19|FBI 15D|MONITORING WELL|ACTIVE|UTM||3681333.961|436913.793|m|-81.67738325|33.2709165|210|212.81|ft|C|21.09|31.120000000000001|ft|2002-04-17||True|True|D|191.72|181.69
26735630|19|FBI 16D|MONITORING WELL|ACTIVE|UTM||3681387.918|436835.695|m|-81.67822552|33.27139859|225.21000000000001|227.81999999999999|ft|C|47.07|57.119999999999997|ft|2002-04-12||True|True|D|180.75|170.69999999999999
26785880|19|FIB  1|PIEZOMETER WELL|ACTIVE|UTM||3681340.481|436813.949|m|-81.67845571|33.27096946|226.5|229.24000000000001|ft|S|40|50|ft|2002-10-17||True|True|D|189.24000000000001|179.24000000000001
26785990|19|FIB  2|INJECTION WELL|ABANDONED|UTM||3681348.323|436812.363|m|-81.67847328|33.2710401|226|229.38|ft|S|40|50|ft|2002-10-17||True|True|D|189.38|179.38
26786119|19|FIB  3|INJECTION WELL|ABANDONED|UTM||3681356.242|436812.953|m|-81.67846749|33.27111156|227|229.72999999999999|ft|S|45|55|ft|2002-10-18||True|True|D|184.72999999999999|174.72999999999999
26797653|19|FIB  4|INJECTION WELL|ABANDONED|UTM||3681363.735|436815.47|m|-81.67844099|33.27117929|227.09999999999999|229.81999999999999|ft|S|45|55|ft|2002-10-17||True|True|D|184.81999999999999|174.81999999999999
26797654|19|FIB  5|INJECTION WELL|ABANDONED|UTM||3681369.477|436820.811|m|-81.67838405|33.27123139|226.59999999999999|229.33000000000001|ft|S|45|55|ft|2002-10-22||True|True|D|184.33000000000001|174.33000000000001
26797655|19|FIB  6|INJECTION WELL|ABANDONED|UTM||3681375.573|436825.893|m|-81.67832991|33.27128668|226.09999999999999|228.56|ft|S|45|55|ft|2002-10-18||True|True|D|183.56|173.56
26797656|19|FIB  7|INJECTION WELL|ABANDONED|UTM||3681379.067|436833.224|m|-81.67825144|33.27131862|225|227.93000000000001|ft|S|45|55|ft|2002-10-22||True|True|D|182.93000000000001|172.93000000000001
26797657|19|FIB  8|PIEZOMETER WELL|ACTIVE|UTM||3681380.736|436840.716|m|-81.67817112|33.27133411|224.5|227.16|ft|S|45|55|ft|2002-10-22||True|True|D|182.16|172.16
33257519|19|FAW006|MONITORING WELL|ACTIVE|UTM|A|3681420.411|436588.931|m|-81.68087726|33.27167719|254.53999999999999|257.06999999999999|ft|C|47|82|ft|2011-04-06||True|True|D|210.06999999999999|175.06999999999999
33258414|19|FAW007|MONITORING WELL|ACTIVE|UTM|A|3681548.587|436678.51|m|-81.67992442|33.27283855|267.52999999999997|270.02999999999997|ft|C|65|105|ft|2011-04-12||True|True|D|205.02999999999997|165.02999999999997
33258421|19|FAW008|MONITORING WELL|ACTIVE|UTM|A|3681935.57|436444.93|m|-81.68245953|33.27631525|298.54000000000002|301.13999999999999|ft|C|67|117|ft|2011-04-14||True|True|D|234.13999999999999|184.13999999999999
30295265|2050|FPZ008AR|MONITORING WELL|ACTIVE ECO-SENSITIVE|UTM|P|3681261.279|437046.531|m|-81.67595301|33.27026869|188.80000000000001|191.47|ft|C|12.5|14.5|ft|2006-07-27||True|True|A|178.97|176.97
30295266|2050|FPZ008BR|MONITORING WELL|ACTIVE ECO-SENSITIVE|UTM|P|3681260.604|437047.825|m|-81.67593907|33.27026268|188.80000000000001|191.41999999999999|ft|C|1.5|8.5|ft|2006-07-25||True|True|B|189.91999999999999|182.91999999999999
30416233|19|FAS-091|SURFACE WATER|ACTIVE|UTM|A|3681319.823|437025.062|m|-81.67618759|33.27079548|189.31999999999999|189.31999999999999|ft|G||||||True|True|D||
30416234|19|FAS-092|SURFACE WATER|ACTIVE|UTM|A|3681267.129|437096.821|m|-81.67541347|33.27032439|184.44999999999999|184.44999999999999|ft|G||||||True|True|D||
30416235|19|FAS-093|SURFACE WATER|ACTIVE|UTM|A|3680991.685|436841.433|m|-81.67813629|33.26782506|182.25999999999999|182.25999999999999|ft|G||||||True|True|D||
30416236|19|FAS-094|SURFACE WATER|ACTIVE|UTM|A|3681205.556|437102.687|m|-81.67534622|33.26976936|183.62|183.62|ft|G||||||True|True|D||
30416237|19|FAS-095|SURFACE WATER|ACTIVE|UTM|A|3681131.127|437013.609|m|-81.67629744|33.26909285|183.77000000000001|183.77000000000001|ft|G||||||True|True|D||
30416238|19|FAS-096|SURFACE WATER|ACTIVE|UTM|A|3680932.497|436607.223|m|-81.68064673|33.26727746|186.28999999999999|186.28999999999999|ft|G||||||True|True|D||
30416239|19|FAS-097|SURFACE WATER|ACTIVE|UTM|A|3680867.188|436629.294|m|-81.6804052|33.2666897|179.5|179.5|ft|G||||||True|True|D||
32484933|19|IP-1|INJECTION WELL||UTM|A|3681894.137|436806.48|m|-81.67857453|33.27596279|276.69999999999999|276.69999999999999|ft|G|68|78|ft|2010-02-15||True|True|D|208.69999999999999|198.69999999999999
32484934|19|IP-4|INJECTION WELL||UTM|A|3681897.202|436815.661|m|-81.67847616|33.27599097|275.39999999999998|275.39999999999998|ft|G|68.5|78.5|ft|2010-02-08||True|True|D|206.89999999999998|196.89999999999998
32485576|19|IP-3|INJECTION WELL||UTM|A|3681890.03|436819.212|m|-81.67843752|33.27592649|276.10000000000002|276.10000000000002|ft|G|68|88|ft|2010-02-11||True|True|D|208.10000000000002|188.10000000000002
32485577|19|PMW-12|MONITORING WELL||UTM|A|3681890.506|436813.917|m|-81.67849441|33.27593047|276.30000000000001|276.30000000000001|ft|G|68|78|ft|2010-02-11||True|True|D|208.30000000000001|198.30000000000001
32485578|19|PMW-11|MONITORING WELL||UTM|A|3681881.149|436810.834|m|-81.67852686|33.2758459|276.97000000000003|276.97000000000003|ft|G|68|78|ft|2010-02-12||True|True|D|208.97000000000003|198.97000000000003
32485579|19|PMW-8|MONITORING WELL||UTM|A|3681849.566|436805.321|m|-81.67858386|33.27556071|277.60000000000002|277.60000000000002|ft|G|65|85|ft|2010-02-19||True|True|D|212.60000000000002|192.60000000000002
32485580|19|PMW-9|MONITORING WELL||UTM|A|3681832.344|436802.42|m|-81.67861381|33.2754052|276.80000000000001|276.80000000000001|ft|G|66|86|ft|2010-02-18||True|True|D|210.80000000000001|190.80000000000001
32485581|19|PMW-10A|MONITORING WELL||UTM|A|3681889.637|436802.685|m|-81.67861496|33.27592198|276.89999999999998|276.89999999999998|ft|G|69|74|ft|2010-02-18||True|True|D|207.89999999999998|202.89999999999998
32485582|19|PMW-10B|MONITORING WELL||UTM|A|3681889.665|436802.646|m|-81.67861538|33.27592223|276.89999999999998|276.89999999999998|ft|G|78|83|ft|2010-02-18||True|True|D|198.89999999999998|193.89999999999998
32485583|19|PMW-10C|MONITORING WELL||UTM|A|3681889.69|436802.582|m|-81.67861607|33.27592245|276.89999999999998|276.89999999999998|ft|G|87|92|ft|2010-02-18||True|True|D|189.89999999999998|184.89999999999998
1016584|19|FEX 10|EXTRACTION WELL|ABANDONED|UTM|S|3681534.17756031|436668.58127093|m|-81.6800300244|33.2727080002|264.94999999999999|265.94999999999999|ft|C|60|94.829999999999998|ft|1996-08-07||True|True|D|205.94999999999999|171.12
1016585|19|FEX  9|EXTRACTION WELL|ABANDONED|UTM|S|3681479.90333579|436659.92508404|m|-81.6801191706|33.2722179589|253.52000000000001|254.52000000000001|ft|C|112|142.09999999999999|ft|1996-01-25||True|True|D|142.52000000000001|112.42000000000002
1016586|19|FEX  8|EXTRACTION WELL|ABANDONED|UTM|S|3681472.37013124|436548.38452534|m|-81.6813162451|33.2721434546|266.45999999999998|267.45999999999998|ft|C|131.90000000000001|156.80000000000001|ft|1996-01-30||True|True|D|135.55999999999997|110.65999999999997
1016586|19|FEX  8|EXTRACTION WELL|ABANDONED|UTM|S|3681472.37013124|436548.38452534|m|-81.6813162451|33.2721434546|266.45999999999998|267.45999999999998|ft|C|107|126.90000000000001|ft|1996-01-30||True|True|D|160.45999999999998|140.55999999999997
1016587|19|FEX  7|EXTRACTION WELL|ACTIVE|UTM|S|3681214.27279252|436481.43930022|m|-81.6820169328|33.2698115739|225.77000000000001|226.77000000000001|ft|C|31|46|ft|1996-01-18||True|True|D|195.77000000000001|180.77000000000001
1016587|19|FEX  7|EXTRACTION WELL|ACTIVE|UTM|S|3681214.27279252|436481.43930022|m|-81.6820169328|33.2698115739|225.77000000000001|226.77000000000001|ft|C|21|26|ft|1996-01-18||True|True|D|205.77000000000001|200.77000000000001
1016561|19|FEX 11|EXTRACTION WELL|ABANDONED|UTM|S|3681528.54857077|436609.31155843|m|-81.6806660083|33.2726537461|275.02999999999997|276.02999999999997|ft|C|73|102.91|ft|1996-08-02||True|True|D|203.02999999999997|173.11999999999998
1016681|19|FOB  9C|MONITORING WELL|ACTIVE|UTM|S|3681926.22172105|436652.75709579|m|-81.6802273482|33.2762431584|292.52999999999997|295.02999999999997|ft|C|117|137|ft|1996-09-18||True|True|C|178.02999999999997|158.02999999999997
1016588|19|FEX  6|EXTRACTION WELL|ABANDONED|UTM|S|3681217.75016172|436566.48328465|m|-81.6811040908|33.2698479443|221.91|222.91|ft|C|21|41|ft|1996-01-31||True|True|D|201.91|181.91
1016589|19|FEX  5|EXTRACTION WELL|ABANDONED|UTM|S|3681231.48864956|436639.90810067|m|-81.6803167165|33.2699761767|224.46000000000001|225.46000000000001|ft|C|23|42.899999999999999|ft|1996-01-17||True|True|D|202.46000000000001|182.56
1016590|19|FEX  4|EXTRACTION WELL|ACTIVE|UTM|S|3681274.77339037|436689.91395656|m|-81.6797828461|33.2703695257|229.40000000000001|231.87|ft|C|32.5|52.460000000000001|ft|1996-01-15||True|True|D|199.37|179.41
1016591|19|FEX  3|EXTRACTION WELL|ABANDONED|UTM|S|3681297.01570769|436762.59831926|m|-81.6790040086|33.2705744078|230.81999999999999|233.31999999999999|ft|C|30|49.950000000000003|ft|1996-01-15||True|True|D|203.31999999999999|183.37
1016592|19|FEX  2|EXTRACTION WELL|ABANDONED|UTM|S|3681278.25406066|436833.85663626|m|-81.6782376195|33.2704093612|218.66999999999999|219.66999999999999|ft|C|24|43.899999999999999|ft|1996-02-06||True|True|D|195.66999999999999|175.76999999999998
1016593|19|FEX  1|EXTRACTION WELL|ABANDONED|UTM|S|3681347.93703455|436838.58745539|m|-81.6781916845|33.2710381526|224.46000000000001|225.94999999999999|ft|C|28.5|53.450000000000003|ft|1996-01-10||True|True|D|197.44999999999999|172.5
1016604|19|FIN 10|INJECTION WELL|ABANDONED|UTM|S|3681701.39964893|436444.16397088|m|-81.682451322|33.2742030745|276.56999999999999|277.56999999999999|ft|C|75.129999999999995|100.40000000000001|ft|1996-08-12||True|True|D|202.44|177.16999999999999
1016605|19|FIN  9|INJECTION WELL|ABANDONED|UTM|S|3682101.02904593|436919.01108771|m|-81.6773806437|33.2778354648|268.81|271.31|ft|C|98|142.90000000000001|ft|1996-01-12||True|True|D|173.31|128.41
1016606|19|FIN  8|INJECTION WELL|ABANDONED|UTM|S|3681904.3861073|436624.49526307|m|-81.6805292792|33.2760445487|291.72000000000003|292.72000000000003|ft|C|120|160|ft|1995-12-12||True|True|D|172.72000000000003|132.72000000000003
1016607|19|FIN  7|INJECTION WELL|ABANDONED|UTM|S|3682075.75209229|436948.26586707|m|-81.6770647571|33.2776091878|262.04000000000002|264.54000000000002|ft|C|35|64.900000000000006|ft|1996-01-09||True|True|D|229.54000000000002|199.64000000000001
1016608|19|FIN  6|INJECTION WELL|ABANDONED|UTM|S|3682093.46627134|436896.43398029|m|-81.677622541|33.2777659302|273.51999999999998|275.48000000000002|ft|C|43|72.879999999999995|ft|1995-12-22||True|True|D|232.48000000000002|202.60000000000002
1016609|19|FIN  5R|INJECTION WELL|ACTIVE|UTM|S|3681947.28255121|436715.5034231|m|-81.6795550864|33.2764368039|289.36000000000001|291.86000000000001|ft|C|60|94.269999999999996|ft|1996-07-11||True|True|D|231.86000000000001|197.59000000000003
1016610|19|FIN  4|INJECTION WELL|ABANDONED|UTM|S|3681886.43797985|436667.51985274|m|-81.6800660522|33.2758851917|288.89999999999998|289.89999999999998|ft|C|70|94.900000000000006|ft|1995-12-14||True|True|D|219.89999999999998|194.99999999999997
1016611|19|FIN  3|INJECTION WELL|ABANDONED|UTM|S|3681877.70291546|436613.43216103|m|-81.6806462005|33.2758032262|288.44|289.44|ft|C|53|92.900000000000006|ft|1995-12-19||True|True|D|236.44|196.53999999999999
1016612|19|FIN  1|INJECTION WELL|ABANDONED|UTM|S|3681807.64592341|436468.64814855|m|-81.682195884|33.2751628176|285.02999999999997|287.54000000000002|ft|C|70|94.950000000000003|ft|1995-12-14||True|True|D|217.54000000000002|192.59000000000003
1016645|19|FOB  1D|MONITORING WELL|ACTIVE|UTM|S|3681304.93689972|436814.56863537|m|-81.6784465701|33.2706489004|223.36000000000001|225.86000000000001|ft|C|28|48|ft|1996-09-20||True|True|D|197.86000000000001|177.86000000000001
1016646|19|FOB  2D|MONITORING WELL|ACTIVE|UTM|S|3681255.11218153|436662.73390484|m|-81.6800732955|33.270190593|226.5|229|ft|C|31|51|ft|1996-10-10||True|True|D|198|178
1016647|19|FOB  3D|MONITORING WELL|ACTIVE|UTM|S|3681215.90628623|436523.43106589|m|-81.6815661974|33.2698287799|224.86000000000001|227.36000000000001|ft|C|21.5|41.5|ft|1996-09-17||True|True|D|205.86000000000001|185.86000000000001
1016648|19|FOB  4D|MONITORING WELL|ACTIVE|UTM|S|3681333.63740488|436534.22177574|m|-81.6814585895|33.2708913049|250.08000000000001|252.58000000000001|ft|C|56|76.040000000000006|ft|1996-09-23||True|True|D|196.58000000000001|176.54000000000002
